"time","group","var","MSM","non-MSM","value"
2012.25,"Undiagnosed Cases","Upper Bound",1310.04503442566,1429.89556971481,2739.94060414047
2012.5,"Undiagnosed Cases","Upper Bound",1292.14765021467,1421.3659381587,2713.51358837338
2012.75,"Undiagnosed Cases","Upper Bound",1288.7466406739,1413.17521283502,2701.92185350891
2013,"Undiagnosed Cases","Upper Bound",1280.47044477745,1405.45574810273,2685.92619288018
2013.25,"Undiagnosed Cases","Upper Bound",1266.22326359606,1398.34589761917,2664.56916121524
2013.5,"Undiagnosed Cases","Upper Bound",1260.58468368955,1392.73018552612,2653.31486921567
2013.75,"Undiagnosed Cases","Upper Bound",1254.53664453059,1392.02908387489,2646.56572840548
2014,"Undiagnosed Cases","Upper Bound",1253.96143819233,1388.88308741186,2642.84452560419
2014.25,"Undiagnosed Cases","Upper Bound",1250.29157967436,1382.89946758544,2633.1910472598
2014.5,"Undiagnosed Cases","Upper Bound",1232.25601611747,1372.69955547083,2604.9555715883
2014.75,"Undiagnosed Cases","Upper Bound",1226.99502698014,1364.60004582827,2591.59507280841
2015,"Undiagnosed Cases","Upper Bound",1237.56676067702,1360.07375563201,2597.64051630903
2015.25,"Undiagnosed Cases","Upper Bound",1241.01945615891,1358.13741598506,2599.15687214397
2015.5,"Undiagnosed Cases","Upper Bound",1227.58355799404,1358.06810233465,2585.6516603287
2015.75,"Undiagnosed Cases","Upper Bound",1214.28074080291,1349.39529432954,2563.67603513245
