"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"Total-stratified",2011,"PLWHA","PLWHA",NA,11031,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",1455,1459,1465
"Total-stratified",2011,"Base Case","True Prevalence",12486,12490,12496
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",11.7,11.7,11.7
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",2800,2812,2826
"Total-stratified",2011,"Upper Bound","True Prevalence",13831,13843,13857
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",20.2,20.3,20.4
"Total-stratified",2012,"PLWHA","PLWHA",NA,11199,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",1389,1410,1439
"Total-stratified",2012,"Base Case","True Prevalence",12588,12609,12638
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",11,11.2,11.4
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",2702,2732,2773
"Total-stratified",2012,"Upper Bound","True Prevalence",13901,13931,13972
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",19.4,19.6,19.8
"Total-stratified",2013,"PLWHA","PLWHA",NA,11537,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",1355,1364,1381
"Total-stratified",2013,"Base Case","True Prevalence",12892,12901,12918
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",10.5,10.6,10.7
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",2647,2663,2686
"Total-stratified",2013,"Upper Bound","True Prevalence",14184,14200,14223
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",18.7,18.8,18.9
"Total-stratified",2014,"PLWHA","PLWHA",NA,11637,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",1320,1340,1354
"Total-stratified",2014,"Base Case","True Prevalence",12957,12977,12991
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",10.2,10.3,10.4
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",2592,2618,2643
"Total-stratified",2014,"Upper Bound","True Prevalence",14229,14255,14280
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",18.2,18.4,18.5
"Total-stratified",2015,"PLWHA","PLWHA",NA,11985,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",1316,1328,1335
"Total-stratified",2015,"Base Case","True Prevalence",13301,13313,13320
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",9.9,10,10
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",2564,2587,2599
"Total-stratified",2015,"Upper Bound","True Prevalence",14549,14572,14584
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",17.6,17.8,17.8
