"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"MSM Late Dx",2012,"Upper Bound","True Prevalence",5377.4,5394.1,5417.1
"MSM Late Dx",2012,"Upper Bound","Undiagnosed Fraction (%)",11,11.3,11.7
"MSM Late Dx",2013,"PLWHA","PLWHA",NA,4887,NA
"MSM Late Dx",2013,"Base Case","Undiagnosed Cases",295.2,307.2,318.2
"MSM Late Dx",2013,"Base Case","True Prevalence",5182.2,5194.2,5205.2
"MSM Late Dx",2013,"Base Case","Undiagnosed Fraction (%)",5.7,5.9,6.1
"MSM Late Dx",2013,"Upper Bound","Undiagnosed Cases",549.2,566.9,583.8
"MSM Late Dx",2013,"Upper Bound","True Prevalence",5436.2,5453.9,5470.8
"MSM Late Dx",2013,"Upper Bound","Undiagnosed Fraction (%)",10.1,10.4,10.7
"MSM Late Dx",2014,"PLWHA","PLWHA",NA,4968,NA
"MSM Late Dx",2014,"Base Case","Undiagnosed Cases",265.5,276.4,288.9
"MSM Late Dx",2014,"Base Case","True Prevalence",5233.5,5244.4,5256.9
"MSM Late Dx",2014,"Base Case","Undiagnosed Fraction (%)",5.1,5.3,5.5
"MSM Late Dx",2014,"Upper Bound","Undiagnosed Cases",506,521.7,539.2
"MSM Late Dx",2014,"Upper Bound","True Prevalence",5474,5489.7,5507.2
"MSM Late Dx",2014,"Upper Bound","Undiagnosed Fraction (%)",9.2,9.5,9.8
"MSM Late Dx",2015,"PLWHA","PLWHA",NA,5041,NA
"MSM Late Dx",2015,NA,NA,NA,NA,NA
"MSM Late Dx",2015,NA,"True Prevalence",NA,NA,NA
"MSM Late Dx",2015,NA,"Undiagnosed Fraction (%)",NA,NA,NA
"non-MSM Late Dx",2010,"PLWHA","PLWHA",NA,1583,NA
"non-MSM Late Dx",2010,"Base Case","Undiagnosed Cases",420.6,430.3,439.7
"non-MSM Late Dx",2010,"Base Case","True Prevalence",2003.6,2013.3,2022.7
"non-MSM Late Dx",2010,"Base Case","Undiagnosed Fraction (%)",21,21.4,21.7
"non-MSM Late Dx",2010,"Upper Bound","Undiagnosed Cases",686.4,699.1,711.8
"non-MSM Late Dx",2010,"Upper Bound","True Prevalence",2269.4,2282.1,2294.8
"non-MSM Late Dx",2010,"Upper Bound","Undiagnosed Fraction (%)",30.2,30.6,31
"non-MSM Late Dx",2011,"PLWHA","PLWHA",NA,1551,NA
"non-MSM Late Dx",2011,"Base Case","Undiagnosed Cases",396.6,405.4,414.7
"non-MSM Late Dx",2011,"Base Case","True Prevalence",1947.6,1956.4,1965.7
"non-MSM Late Dx",2011,"Base Case","Undiagnosed Fraction (%)",20.4,20.7,21.1
"non-MSM Late Dx",2011,"Upper Bound","Undiagnosed Cases",657,667.6,678.8
"non-MSM Late Dx",2011,"Upper Bound","True Prevalence",2208,2218.6,2229.8
"non-MSM Late Dx",2011,"Upper Bound","Undiagnosed Fraction (%)",29.8,30.1,30.4
"non-MSM Late Dx",2012,"PLWHA","PLWHA",NA,1548,NA
"non-MSM Late Dx",2012,"Base Case","Undiagnosed Cases",361.4,372.5,386.5
"non-MSM Late Dx",2012,"Base Case","True Prevalence",1909.4,1920.5,1934.5
"non-MSM Late Dx",2012,"Base Case","Undiagnosed Fraction (%)",18.9,19.4,20
"non-MSM Late Dx",2012,"Upper Bound","Undiagnosed Cases",621,631.8,645.9
"non-MSM Late Dx",2012,"Upper Bound","True Prevalence",2169,2179.8,2193.9
"non-MSM Late Dx",2012,"Upper Bound","Undiagnosed Fraction (%)",28.6,29,29.4
"non-MSM Late Dx",2013,"PLWHA","PLWHA",NA,1564,NA
"non-MSM Late Dx",2013,"Base Case","Undiagnosed Cases",340.4,348.8,358.4
"non-MSM Late Dx",2013,"Base Case","True Prevalence",1904.4,1912.8,1922.4
"non-MSM Late Dx",2013,"Base Case","Undiagnosed Fraction (%)",17.9,18.2,18.6
"non-MSM Late Dx",2013,"Upper Bound","Undiagnosed Cases",600.8,608.8,618
"non-MSM Late Dx",2013,"Upper Bound","True Prevalence",2164.8,2172.8,2182
"non-MSM Late Dx",2013,"Upper Bound","Undiagnosed Fraction (%)",27.8,28,28.3
"non-MSM Late Dx",2014,"PLWHA","PLWHA",NA,1599,NA
"non-MSM Late Dx",2014,"Base Case","Undiagnosed Cases",322.4,332,338.6
"non-MSM Late Dx",2014,"Base Case","True Prevalence",1921.4,1931,1937.6
"non-MSM Late Dx",2014,"Base Case","Undiagnosed Fraction (%)",16.8,17.2,17.5
"non-MSM Late Dx",2014,"Upper Bound","Undiagnosed Cases",581.3,591.5,599
"non-MSM Late Dx",2014,"Upper Bound","True Prevalence",2180.3,2190.5,2198
"non-MSM Late Dx",2014,"Upper Bound","Undiagnosed Fraction (%)",26.7,27,27.3
"non-MSM Late Dx",2015,"PLWHA","PLWHA",NA,1620,NA
"non-MSM Late Dx",2015,NA,NA,NA,NA,NA
"non-MSM Late Dx",2015,NA,"True Prevalence",NA,NA,NA
"non-MSM Late Dx",2015,NA,"Undiagnosed Fraction (%)",NA,NA,NA
"Total-stratified",2010,"PLWHA","PLWHA",NA,10883,NA
"Total-stratified",2010,"Base Case","Undiagnosed Cases",1505,1528,1555
"Total-stratified",2010,"Base Case","True Prevalence",12388,12411,12438
"Total-stratified",2010,"Base Case","Undiagnosed Fraction (%)",12.1,12.3,12.5
"Total-stratified",2010,"Upper Bound","Undiagnosed Cases",2768,2805,2847
"Total-stratified",2010,"Upper Bound","True Prevalence",13651,13688,13730
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",20.3,20.5,20.7
"Total-stratified",2011,"PLWHA","PLWHA",NA,11031,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",1464,1475,1489
"Total-stratified",2011,"Base Case","True Prevalence",12495,12506,12520
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",11.7,11.8,11.9
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",2694,2717,2743
"Total-stratified",2011,"Upper Bound","True Prevalence",13725,13748,13774
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",19.6,19.8,19.9
"Total-stratified",2012,"PLWHA","PLWHA",NA,11199,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",1377,1405,1441
"Total-stratified",2012,"Base Case","True Prevalence",12576,12604,12640
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",10.9,11.1,11.4
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",2576,2614,2662
"Total-stratified",2012,"Upper Bound","True Prevalence",13775,13813,13861
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",18.7,18.9,19.2
"Total-stratified",2013,"PLWHA","PLWHA",NA,11537,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",1320,1339,1365
"Total-stratified",2013,"Base Case","True Prevalence",12857,12876,12902
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",10.3,10.4,10.6
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",2495,2521,2554
"Total-stratified",2013,"Upper Bound","True Prevalence",14032,14058,14091
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",17.8,17.9,18.1
"Total-stratified",2014,"PLWHA","PLWHA",NA,11637,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",1261,1290,1314
"Total-stratified",2014,"Base Case","True Prevalence",12898,12927,12951
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",9.8,10,10.1
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",2414,2451,2485
"Total-stratified",2014,"Upper Bound","True Prevalence",14051,14088,14122
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",17.2,17.4,17.6
"Total-stratified",2015,"PLWHA","PLWHA",NA,11985,NA
"Total-stratified",2015,NA,NA,NA,NA,NA
"Total-stratified",2015,NA,"True Prevalence",NA,NA,NA
"Total-stratified",2015,NA,"Undiagnosed Fraction (%)",NA,NA,NA
