"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"Total-stratified",2010,"Base Case","Undiagnosed Fraction (%)",15,15.1,15.3
"Total-stratified",2010,"Upper Bound","Undiagnosed Cases",1532,1543,1553
"Total-stratified",2010,"Upper Bound","True Prevalence",6051,6062,6072
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",25.3,25.5,25.6
"Total-stratified",2011,"PLWHA","PLWHA",NA,4742,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",781.5,784.9,790.4
"Total-stratified",2011,"Base Case","True Prevalence",5523.5,5526.9,5532.4
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",14.1,14.2,14.3
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",1507,1514,1521
"Total-stratified",2011,"Upper Bound","True Prevalence",6249,6256,6263
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",24.1,24.2,24.3
"Total-stratified",2012,"PLWHA","PLWHA",NA,4901,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",735.4,748.3,767
"Total-stratified",2012,"Base Case","True Prevalence",5636.4,5649.3,5668
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",13,13.2,13.5
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",1457,1469,1490
"Total-stratified",2012,"Upper Bound","True Prevalence",6358,6370,6391
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",22.9,23.1,23.3
"Total-stratified",2013,"PLWHA","PLWHA",NA,5105,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",715.4,723.9,732.2
"Total-stratified",2013,"Base Case","True Prevalence",5820.4,5828.9,5837.2
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",12.3,12.4,12.5
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",1438,1446,1453
"Total-stratified",2013,"Upper Bound","True Prevalence",6543,6551,6558
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",22,22.1,22.2
"Total-stratified",2014,"PLWHA","PLWHA",NA,5121,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",709.6,713.3,719.4
"Total-stratified",2014,"Base Case","True Prevalence",5830.6,5834.3,5840.4
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",12.2,12.2,12.3
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",1434,1442,1451
"Total-stratified",2014,"Upper Bound","True Prevalence",6555,6563,6572
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",21.9,22,22.1
"Total-stratified",2015,"PLWHA","PLWHA",NA,5406,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",731.9,738.1,745.4
"Total-stratified",2015,"Base Case","True Prevalence",6137.9,6144.1,6151.4
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",11.9,12,12.1
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",1449,1463,1474
"Total-stratified",2015,"Upper Bound","True Prevalence",6855,6869,6880
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",21.1,21.3,21.4
"Total-stratified",2016,"PLWHA","PLWHA",NA,5616,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",728,731.7,734.9
"Total-stratified",2016,"Base Case","True Prevalence",6344,6347.7,6350.9
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",11.5,11.5,11.6
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",1438,1440,1442
"Total-stratified",2016,"Upper Bound","True Prevalence",7054,7056,7058
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",20.4,20.4,20.4
