"time","group","var","MSM Inside KC","non-MSM Inside KC","non-MSM Outside KC","MSM Outside KC","value"
2011,"Diagnoses and Incidence","Base Case",52.9031588154182,14.5860945964333,18.2406429470538,31.6168142370059,117.346710595911
2011.25,"Diagnoses and Incidence","Base Case",51.8329508604407,15.0723866038035,18.1277805482124,31.0234059380335,116.05652395049
2011.5,"Diagnoses and Incidence","Base Case",50.7587511127994,15.7067059784043,18.2499004193366,30.5925461679264,115.307903678467
2011.75,"Diagnoses and Incidence","Base Case",49.85208104253,16.4038159887151,18.3747251374911,30.3397041586829,114.970326327419
2012,"Diagnoses and Incidence","Base Case",48.9054640016613,17.0478779585995,18.2104563788697,29.8322851602359,113.996083499366
2012.25,"Diagnoses and Incidence","Base Case",47.8650118154381,17.4913867263463,17.9169700782486,29.1545905958114,112.427959215844
2012.5,"Diagnoses and Incidence","Base Case",46.7110157555741,17.8051090811599,17.6897893574556,28.2751000345299,110.48101422872
2012.75,"Diagnoses and Incidence","Base Case",45.6372048125133,18.0534185094242,17.6800166034733,27.6450073490796,109.01564727449
2013,"Diagnoses and Incidence","Base Case",44.7480287527407,18.2127787369248,17.8005390552693,27.3017102447466,108.063056789681
2013.25,"Diagnoses and Incidence","Base Case",43.8158513377524,18.3534823146493,18.2141744074298,26.8133912444495,107.196899304281
2013.5,"Diagnoses and Incidence","Base Case",43.1324529911943,18.5152409912817,18.7383556207649,26.361782261946,106.747831865187
2013.75,"Diagnoses and Incidence","Base Case",42.7135959828067,18.8569582336132,19.3954418354605,25.9209905298973,106.886986581778
2014,"Diagnoses and Incidence","Base Case",42.4386993913514,19.2547531501042,20.1599694347723,25.5240168673048,107.377438843533
2014.25,"Diagnoses and Incidence","Base Case",42.3267836968863,19.4950723808556,21.1256074285806,25.4906553447605,108.438118851083
2014.5,"Diagnoses and Incidence","Base Case",41.3442604345109,19.6519240317826,22.1875757246359,25.9355324604936,109.119292651423
2014.75,"Diagnoses and Incidence","Base Case",39.8693386794034,19.6898200463256,23.3140584555972,26.8110429438576,109.684260125184
2015,"Diagnoses and Incidence","Base Case",38.8430125621281,19.863732425153,24.4620770928406,27.9129848563494,111.081806936471
2015.25,"Diagnoses and Incidence","Base Case",38.0137531601019,20.1447105000192,25.7244981481916,29.0120532699164,112.895015078229
2015.5,"Diagnoses and Incidence","Base Case",37.1690014242544,20.7768177612147,26.906560246557,29.3390883200021,114.191467752028
2015.75,"Diagnoses and Incidence","Base Case",36.0877617539233,21.6982327960176,27.7394720014235,28.9438810988275,114.469347650192
2016,"Diagnoses and Incidence","Base Case",35.0700339961598,22.6413899263342,28.2932369236089,28.4384976720757,114.443158518179
2016.25,"Diagnoses and Incidence","Base Case",34.0065303053482,23.7322437212781,28.5609792445657,28.1231618328291,114.422915104021
2016.5,"Diagnoses and Incidence","Base Case",33.3006648471752,24.8886031215099,28.5979463712901,28.2885280848361,115.075742424811
2016.75,"Diagnoses and Incidence","Base Case",32.9736998879302,26.0638105764224,28.4494167682562,28.4148993205144,115.901826553123
2017,"Diagnoses and Incidence","Base Case",33.2046221901386,27.2723239937198,28.2357295669145,28.5583332170547,117.271008967827
2017.25,"Diagnoses and Incidence","Base Case",33.9540438599414,28.4559497477974,27.9767559543184,28.4857325418739,118.872482103931
2017.5,"Diagnoses and Incidence","Base Case",34.5731994401047,29.6992470241888,27.8081504760205,28.3402255028888,120.420822443203
2017.75,"Diagnoses and Incidence","Base Case",35.0165898009602,30.8089228425458,27.5258081567275,28.2231601037188,121.574480903952
2018,"Diagnoses and Incidence","Base Case",35.2590473217408,31.6428289596678,27.3793404903473,28.2370316717503,122.518248443506
2018.25,"Diagnoses and Incidence","Base Case",35.0663415722899,31.9463472373284,27.2105047336249,28.242979510699,122.466173053942
2005,"Undiagnosed Cases","Base Case",346.455344776613,402.225863867635,448.92500087622,357.398410335798,1555.00461985626
2005.25,"Undiagnosed Cases","Base Case",344.510721430117,399.545764662321,448.3909302376,358.026613891063,1550.4740302211
2005.5,"Undiagnosed Cases","Base Case",346.733348617832,402.02363445893,449.763796290788,356.479171985326,1554.99995135288
2005.75,"Undiagnosed Cases","Base Case",350.270924315962,398.523435096247,447.508811380209,357.780523091648,1554.08369388407
2006,"Undiagnosed Cases","Base Case",349.943217177077,393.865393465471,450.553787922412,358.62401682181,1552.98641538677
2006.25,"Undiagnosed Cases","Base Case",348.969508961538,390.888824233438,454.589046229783,357.163421740254,1551.61080116501
2006.5,"Undiagnosed Cases","Base Case",346.780368975627,388.144502378268,457.407854668406,355.948818203988,1548.28154422629
2006.75,"Undiagnosed Cases","Base Case",350.407716688707,390.550408556224,457.96167618447,360.967333332581,1559.88713476198
2007,"Undiagnosed Cases","Base Case",354.005881093302,389.328914039681,451.070008075937,362.806719374652,1557.21152258357
2007.25,"Undiagnosed Cases","Base Case",350.606370189056,387.727100036028,447.24909451168,358.151950569678,1543.73451530644
2007.5,"Undiagnosed Cases","Base Case",342.068229983227,387.40331805126,446.134231255096,352.768933784113,1528.3747130737
2007.75,"Undiagnosed Cases","Base Case",338.186314781278,386.961905933137,442.847275613557,351.503759564107,1519.49925589208
2008,"Undiagnosed Cases","Base Case",343.096440391649,386.15465764128,443.888983628357,354.647287384489,1527.78736904577
2008.25,"Undiagnosed Cases","Base Case",343.002665424306,378.868720592972,443.695394928175,354.254239405245,1519.8210203507
2008.5,"Undiagnosed Cases","Base Case",342.460307279842,367.200902105316,440.556417145902,348.308702998226,1498.52632952929
2008.75,"Undiagnosed Cases","Base Case",346.836905493423,359.892591029309,439.021373014208,353.986740082966,1499.73760961991
2009,"Undiagnosed Cases","Base Case",350.841154669853,356.624751172518,438.349849579445,353.793075072383,1499.6088304942
2009.25,"Undiagnosed Cases","Base Case",357.834072331478,355.275091131812,431.750622532639,343.670855043742,1488.53064103967
2009.5,"Undiagnosed Cases","Base Case",359.088681233008,355.453501065951,425.754961973052,342.149368937192,1482.4465132092
2009.75,"Undiagnosed Cases","Base Case",364.758202942835,348.893331831931,425.995158346671,344.536036730977,1484.18272985241
2010,"Undiagnosed Cases","Base Case",363.375924718814,338.820390485107,420.878107459466,346.54286556714,1469.61728823053
2010.25,"Undiagnosed Cases","Base Case",354.022866570887,336.156953653711,414.649116148226,346.257132240202,1451.08606861303
2010.5,"Undiagnosed Cases","Base Case",346.408411699983,335.195092182222,411.323145755258,346.832236742451,1439.75888637991
2010.75,"Undiagnosed Cases","Base Case",341.992342738572,333.972022490144,403.865625989503,348.642024063799,1428.47201528202
2011,"Undiagnosed Cases","Base Case",340.625903775075,331.220803262808,399.800254359393,345.223801046333,1416.87076244361
2011.25,"Undiagnosed Cases","Base Case",339.500278303481,329.346940406531,400.576088472212,336.738605676574,1406.1619128588
2011.5,"Undiagnosed Cases","Base Case",336.558347758769,330.356370583497,403.816105494952,338.741913359377,1409.47273719659
2011.75,"Undiagnosed Cases","Base Case",336.808753124633,332.434191139524,400.253216730196,340.626341687157,1410.12250268151
2012,"Undiagnosed Cases","Base Case",334.13206133561,332.665832461419,390.934275078792,336.974539354515,1394.70670823033
2012.25,"Undiagnosed Cases","Base Case",329.084060253969,329.611208360625,382.613623944727,331.305760337679,1372.614652897
2012.5,"Undiagnosed Cases","Base Case",322.545997980042,328.14921328403,378.534208812942,324.170490539279,1353.39991061629
2012.75,"Undiagnosed Cases","Base Case",319.497983503601,327.523756474884,375.253473795428,324.7297880718,1347.00500184571
2013,"Undiagnosed Cases","Base Case",316.630881127094,325.804450193245,373.510471380605,324.823352226217,1340.76915492716
2013.25,"Undiagnosed Cases","Base Case",310.266659367775,323.580602602238,374.321913960956,319.939867579158,1328.10904351013
2013.5,"Undiagnosed Cases","Base Case",308.617067285423,323.429407161647,372.562152583738,316.744608056248,1321.35323508706
2013.75,"Undiagnosed Cases","Base Case",308.100866832074,328.574831783246,371.040785699674,311.438430085819,1319.15491440081
2014,"Undiagnosed Cases","Base Case",311.656241966911,330.935970602044,371.389845458505,306.106274067205,1320.08833209466
2014.25,"Undiagnosed Cases","Base Case",314.853046141994,330.256440493849,374.608410014813,304.658803657776,1324.37670030843
2014.5,"Undiagnosed Cases","Base Case",299.268890845078,328.375862399875,377.009665609232,306.360594121186,1311.01501297537
2014.75,"Undiagnosed Cases","Base Case",287.561197259536,326.030016233834,379.223269631923,309.957465217847,1302.77194834314
2015,"Undiagnosed Cases","Base Case",288.373286223295,325.468365804119,384.625607209203,316.886493958306,1315.35375319492
2015.25,"Undiagnosed Cases","Base Case",287.504832328586,324.698364166567,394.763506959287,322.378206254227,1329.34490970867
2015.5,"Undiagnosed Cases","Base Case",282.931845633818,331.772970354038,401.548913857862,315.455286316282,1331.709016162
2015.75,"Undiagnosed Cases","Base Case",275.56121305665,337.876815621308,403.837024702506,306.036958814122,1323.31201219459
2016,"Undiagnosed Cases","Base Case",269.45232512917,340.849362955477,406.748725194077,300.894529210541,1317.94494248927
2016.25,"Undiagnosed Cases","Base Case",261.526452371357,347.270657616853,408.627902123113,301.813924836132,1319.23893694746
2016.5,"Undiagnosed Cases","Base Case",257.303592737179,353.065411490434,409.286780318636,306.323083191979,1325.97886773823
2016.75,"Undiagnosed Cases","Base Case",254.098173589765,359.955579725479,410.106906456922,306.641023931292,1330.80168370346
2017,"Undiagnosed Cases","Base Case",256.359482463625,366.863627848413,411.098347891227,306.933283520767,1341.25474172403
2017.25,"Undiagnosed Cases","Base Case",260.198139964893,375.479954709589,414.569439320683,303.83438287919,1354.08191687436
2017.5,"Undiagnosed Cases","Base Case",258.486693616964,388.472872401279,417.010129060948,301.513407911817,1365.48310299101
2017.75,"Undiagnosed Cases","Base Case",257.410480571212,401.981009916602,417.287909183307,300.997484069467,1377.67688374059
2018,"Undiagnosed Cases","Base Case",253.738216660376,410.480415235822,419.789720260716,301.779270562651,1385.78762271957
2018.25,"Undiagnosed Cases","Base Case",247.453061167511,408.366012744879,421.581397424995,301.05585107972,1378.4563224171
2005,"Diagnoses and Incidence","Upper Bound",55.4776284085656,20.3940892432591,24.1894094693423,34.3410712760245,134.402198397192
2005.25,"Diagnoses and Incidence","Upper Bound",55.4958613896497,20.1599271726685,24.1472014642461,34.3633903474068,134.166380373971
2005.5,"Diagnoses and Incidence","Upper Bound",55.61466162964,19.9124633028054,24.0888195567946,34.3299526213874,133.945897110627
2005.75,"Diagnoses and Incidence","Upper Bound",55.749166467539,19.6754952212346,24.0305462465366,34.295564314653,133.750772249963
2006,"Diagnoses and Incidence","Upper Bound",55.8043832064616,19.4643516006702,23.9771979473729,34.2363238072235,133.482256561728
2006.25,"Diagnoses and Incidence","Upper Bound",55.8214748497425,19.3429666727037,23.8949806667848,34.1660765513675,133.225498740598
2006.5,"Diagnoses and Incidence","Upper Bound",55.810829476905,19.1399762268295,23.7864212589471,34.0871816435449,132.824408606227
2006.75,"Diagnoses and Incidence","Upper Bound",55.8146681214256,18.9995305252742,23.653013958219,34.0064694186442,132.473682023563
2007,"Diagnoses and Incidence","Upper Bound",55.7486928837524,18.9039498564997,23.3920958926113,33.7853887124503,131.830127345314
2007.25,"Diagnoses and Incidence","Upper Bound",55.5389023894313,18.8176302643185,23.1062274508953,33.4330079453778,130.895768050023
2007.5,"Diagnoses and Incidence","Upper Bound",55.2595221320658,18.6588458823769,22.7563512089889,33.0283994647125,129.703118688144
2007.75,"Diagnoses and Incidence","Upper Bound",55.096957392882,18.4065166270849,22.4431213868286,32.672134643598,128.618730050394
2008,"Diagnoses and Incidence","Upper Bound",55.1556401053723,18.09059810132,22.1782826532202,32.4345474882042,127.859068348117
2008.25,"Diagnoses and Incidence","Upper Bound",55.3399837998816,17.7337692484071,21.8796574164319,32.1490177654927,127.102428230213
2008.5,"Diagnoses and Incidence","Upper Bound",55.6255979208809,17.2536275445015,21.5164294777177,31.8405109045526,126.236165847653
2008.75,"Diagnoses and Incidence","Upper Bound",56.0198215359422,16.8825302988468,21.2445790147966,31.6041857885421,125.751116638128
2009,"Diagnoses and Incidence","Upper Bound",56.414965420246,16.649651111387,20.9388924909395,31.2586204697993,125.262129492372
2009.25,"Diagnoses and Incidence","Upper Bound",56.7264886646471,16.5073303293535,20.5412163964168,30.8916307530847,124.666666143502
2009.5,"Diagnoses and Incidence","Upper Bound",56.755498323234,16.3787060751583,20.2022777493172,30.6654633418472,124.001945489557
2009.75,"Diagnoses and Incidence","Upper Bound",56.4816040304343,16.2623996116197,19.9889817048334,30.5991400838017,123.332125430689
2010,"Diagnoses and Incidence","Upper Bound",55.7592438877289,16.2372976556834,19.7185564914684,30.5589896923457,122.274087727226
2010.25,"Diagnoses and Incidence","Upper Bound",54.6413154869664,16.3499238877924,19.4669921222175,30.5129402869658,120.971171783942
2010.5,"Diagnoses and Incidence","Upper Bound",53.3549294231772,16.5620844514369,19.3019921515046,30.3911047335707,119.610110759689
2010.75,"Diagnoses and Incidence","Upper Bound",52.0618846947136,16.8748876256017,19.2413896406615,30.1944513323939,118.372613293371
2011,"Diagnoses and Incidence","Upper Bound",50.8397097402511,17.2972656469849,19.1962681255636,29.7917105739932,117.124954086793
2011.25,"Diagnoses and Incidence","Upper Bound",49.7042127422626,17.8271595606875,19.2442946403525,29.3011541521878,116.07682109549
2011.5,"Diagnoses and Incidence","Upper Bound",48.6176612577368,18.3079282235299,19.3648064544172,28.9039227936624,115.194318729346
2011.75,"Diagnoses and Incidence","Upper Bound",47.5706322457914,18.7763588043722,19.4802009336549,28.4405729112971,114.267764895116
2012,"Diagnoses and Incidence","Upper Bound",46.4751228034599,19.2202581337394,19.4920178845463,27.845184380764,113.03258320251
2012.25,"Diagnoses and Incidence","Upper Bound",45.3383150422061,19.6316932103606,19.5400466870885,27.181093259291,111.691148198946
2012.5,"Diagnoses and Incidence","Upper Bound",44.2264209857864,19.9971452582008,19.687209534588,26.5555631043919,110.466338882967
2012.75,"Diagnoses and Incidence","Upper Bound",43.2283223754846,20.3139538032731,19.9187858594275,26.1398253306421,109.600887368827
2013,"Diagnoses and Incidence","Upper Bound",42.304697652678,20.6639773549019,20.2582761049995,25.7562227510063,108.983173863586
2013.25,"Diagnoses and Incidence","Upper Bound",41.464386682627,21.0170370436053,20.7244443054532,25.3801009488483,108.585968980534
2013.5,"Diagnoses and Incidence","Upper Bound",40.8032281661184,21.3479966318944,21.2871407425836,25.0707477017493,108.509113242346
2013.75,"Diagnoses and Incidence","Upper Bound",40.2377565696263,21.7070061761513,21.9076391473374,24.8802828992311,108.732684792346
2014,"Diagnoses and Incidence","Upper Bound",39.6853125764825,22.0477222164816,22.5765188862318,24.917506378262,109.227060057458
2014.25,"Diagnoses and Incidence","Upper Bound",38.9553098109224,22.4059025247954,23.3343968028121,25.2689432990102,109.96455243754
2014.5,"Diagnoses and Incidence","Upper Bound",37.8149747472543,22.7052834965776,24.0969054668138,25.9087624213461,110.525926131992
2014.75,"Diagnoses and Incidence","Upper Bound",36.6295117274349,23.0328616257271,24.8226684827099,26.6615740720891,111.146615907961
2015,"Diagnoses and Incidence","Upper Bound",35.6739915496374,23.4753449597152,25.5116709740076,27.3788861633118,112.039893646672
2015.25,"Diagnoses and Incidence","Upper Bound",34.7910901258035,23.9944633545026,26.1772021013477,27.7766492738279,112.739404855482
2015.5,"Diagnoses and Incidence","Upper Bound",33.8807915543912,24.654193115948,26.7033888651403,27.7311877809409,112.96956131642
2015.75,"Diagnoses and Incidence","Upper Bound",32.9553506336868,25.3835502400354,27.0572169289488,27.48819835554,112.884316158211
2016,"Diagnoses and Incidence","Upper Bound",32.136926581501,26.1440693635078,27.255036946384,27.2928453036988,112.828878195092
2016.25,"Diagnoses and Incidence","Upper Bound",31.5054928459255,26.9575780950288,27.3331236780661,27.302338823905,113.098533442925
2016.5,"Diagnoses and Incidence","Upper Bound",31.2034441139438,27.7476898680342,27.320390917672,27.4072364690569,113.678761368707
2016.75,"Diagnoses and Incidence","Upper Bound",31.2472796844331,28.5188827276544,27.2495115423639,27.4857739214919,114.501447875943
2017,"Diagnoses and Incidence","Upper Bound",31.6383562092716,29.246260456383,27.1396485544969,27.4903037826917,115.514569002843
2017.25,"Diagnoses and Incidence","Upper Bound",32.164201585318,29.939389749631,27.0518033433429,27.4202084158806,116.575603094172
2017.5,"Diagnoses and Incidence","Upper Bound",32.5605756165331,30.5137165260651,26.9551725098811,27.3436767853248,117.373141437804
2017.75,"Diagnoses and Incidence","Upper Bound",32.8045104990565,30.9196135684484,26.8779226545509,27.3175258326396,117.919572554695
2018,"Diagnoses and Incidence","Upper Bound",32.8596972398305,31.1711055628327,26.8053011526323,27.3231560847568,118.159260040052
2018.25,"Diagnoses and Incidence","Upper Bound",32.7912938887195,31.247390609671,26.7694483570177,27.3246817722197,118.132814627628
2005,"Undiagnosed Cases","Upper Bound",685.581499320777,719.111697017039,851.373414976246,705.954590684392,2962.02120199845
2005.25,"Undiagnosed Cases","Upper Bound",683.961798095658,717.326070297211,851.09938037257,705.700618413198,2958.08786717864
2005.5,"Undiagnosed Cases","Upper Bound",687.902453746916,719.697524480228,851.68830073327,704.036560203834,2963.32483916425
2005.75,"Undiagnosed Cases","Upper Bound",691.03636340222,715.772155027563,849.195765258,705.002067411947,2961.00635109973
2006,"Undiagnosed Cases","Upper Bound",690.266935893745,711.387802687858,851.811969696701,705.313256290405,2958.77996456871
2006.25,"Undiagnosed Cases","Upper Bound",687.898737742115,708.547196127099,854.333376848562,702.537945126982,2953.31725584476
2006.5,"Undiagnosed Cases","Upper Bound",686.548529530192,706.448418978696,855.238514802415,702.137059281243,2950.37252259255
2006.75,"Undiagnosed Cases","Upper Bound",691.143151085228,708.77810329131,852.995219074127,707.097770858532,2960.0142443092
2007,"Undiagnosed Cases","Upper Bound",692.995961797594,707.647650980626,843.004484613804,706.769940812445,2950.41803820447
2007.25,"Undiagnosed Cases","Upper Bound",686.308434835879,706.238604156939,837.906923689806,699.551780433699,2930.00574311632
2007.5,"Undiagnosed Cases","Upper Bound",675.777459084381,705.74711260287,834.496859457534,693.260473210272,2909.28190435506
2007.75,"Undiagnosed Cases","Upper Bound",674.436905389693,704.888248762018,829.723107786237,691.656782483291,2900.70504442124
2008,"Undiagnosed Cases","Upper Bound",680.20685641125,702.627359308263,829.551571488103,695.401998509714,2907.78778571733
2008.25,"Undiagnosed Cases","Upper Bound",679.926456014599,694.29896535224,827.714215148279,692.198445089891,2894.13808160501
2008.5,"Undiagnosed Cases","Upper Bound",682.344219206729,682.176720298122,822.33766779273,686.579010372879,2873.43761767046
2008.75,"Undiagnosed Cases","Upper Bound",687.854180792476,675.592929251066,819.726238992603,692.873407141502,2876.04675617765
2009,"Undiagnosed Cases","Upper Bound",695.213080884209,673.941375272176,817.550565634495,688.265710764083,2874.97073255496
2009.25,"Undiagnosed Cases","Upper Bound",701.645219245728,674.403815948115,808.850641182221,677.287064374552,2862.18674075062
2009.5,"Undiagnosed Cases","Upper Bound",703.839448458573,676.242471254166,802.04540463448,675.971972975934,2858.09929732315
2009.75,"Undiagnosed Cases","Upper Bound",707.887504577383,670.708484890141,802.262898532424,678.910732047154,2859.7696200471
2010,"Undiagnosed Cases","Upper Bound",701.058487651996,662.99874051884,795.907168360038,680.00557991562,2839.96997644649
2010.25,"Undiagnosed Cases","Upper Bound",687.041145205883,663.023389625561,790.037201526584,678.98082678138,2819.08256313941
2010.5,"Undiagnosed Cases","Upper Bound",676.467499360267,664.752277976612,786.436226453854,678.326519109161,2805.98252289989
2010.75,"Undiagnosed Cases","Upper Bound",670.291815875864,666.257499692768,780.118069721696,678.765346267748,2795.43273155808
2011,"Undiagnosed Cases","Upper Bound",667.750534897488,666.182942075535,777.456727483346,671.080146962703,2782.47035141907
2011.25,"Undiagnosed Cases","Upper Bound",663.968529736758,667.685359370846,779.922025950862,661.334267754024,2772.91018281249
2011.5,"Undiagnosed Cases","Upper Bound",660.202228789958,671.538542455147,784.306622377383,663.120286238855,2779.16767986134
2011.75,"Undiagnosed Cases","Upper Bound",658.234444157883,675.907075937947,781.190318301018,662.311799238051,2777.6436376349
2012,"Undiagnosed Cases","Upper Bound",652.593762770768,677.752158381837,772.541107288066,656.039492310413,2758.92652075108
2012.25,"Undiagnosed Cases","Upper Bound",643.706483237097,676.564403887855,765.693663703105,647.010874637857,2732.97542546591
2012.5,"Undiagnosed Cases","Upper Bound",634.426652197913,677.256081059561,764.048411400898,638.452134993875,2714.18327965225
2012.75,"Undiagnosed Cases","Upper Bound",630.011393659111,678.435056829546,763.037194799714,638.923893280687,2710.40753856906
2013,"Undiagnosed Cases","Upper Bound",623.611465987127,679.086434594319,764.282105155653,636.641524199343,2703.62152993644
2013.25,"Undiagnosed Cases","Upper Bound",615.590435927922,679.696298285409,767.60632809601,630.182660059513,2693.07572236885
2013.5,"Undiagnosed Cases","Upper Bound",613.113067417766,682.924450465181,768.647247092423,625.157246057277,2689.84201103265
2013.75,"Undiagnosed Cases","Upper Bound",611.246251016509,691.210779344974,769.842762547321,617.904511273982,2690.20430418279
