"time","group","var","non-MSM","MSM","value"
2015,"Diagnoses and Incidence","# Diagnosed",16,19,35
2015.25,"Diagnoses and Incidence","# Diagnosed",16,37,53
2015.5,"Diagnoses and Incidence","# Diagnosed",28,44,72
2015.75,"Diagnoses and Incidence","# Diagnosed",26,34,60
2016,"Diagnoses and Incidence","# Diagnosed",28,31,59
2016.25,"Diagnoses and Incidence","# Diagnosed",28,18,46
2016.5,"Diagnoses and Incidence","# Diagnosed",30,30,60
2016.75,"Diagnoses and Incidence","# Diagnosed",26,26,52
2017,"Diagnoses and Incidence","# Diagnosed",29,33,62
2017.25,"Diagnoses and Incidence","# Diagnosed",19,31,50
2017.5,"Diagnoses and Incidence","# Diagnosed",33,30,63
2017.75,"Diagnoses and Incidence","# Diagnosed",20,26,46
2018,"Diagnoses and Incidence","# Diagnosed",30,29,59
2018.25,"Diagnoses and Incidence","# Diagnosed",19,29,48
2005,"Diagnoses and Incidence","Base Case",24.823968779268,34.6190737119934,59.4430424912614
2005.25,"Diagnoses and Incidence","Base Case",24.7288735713099,34.7324054891109,59.4612790604208
2005.5,"Diagnoses and Incidence","Base Case",24.7881131541514,34.7167395441779,59.5048526983293
2005.75,"Diagnoses and Incidence","Base Case",24.8303301381467,34.7390839602045,59.5694140983512
2006,"Diagnoses and Incidence","Base Case",24.990474848226,34.7524297759197,59.7429046241458
2006.25,"Diagnoses and Incidence","Base Case",25.2398139009183,34.7526389411159,59.9924528420342
2006.5,"Diagnoses and Incidence","Base Case",25.4306834903319,34.6396193605171,60.0703028508491
2006.75,"Diagnoses and Incidence","Base Case",25.5452961504628,34.7220433488022,60.2673394992651
2007,"Diagnoses and Incidence","Base Case",25.3646943600498,34.7617462157613,60.1264405758111
2007.25,"Diagnoses and Incidence","Base Case",24.9389869391772,34.5025805225118,59.441567461689
2007.5,"Diagnoses and Incidence","Base Case",24.5654259161327,33.976357349712,58.5417832658447
2007.75,"Diagnoses and Incidence","Base Case",24.1268280587516,33.5029966519372,57.6298247106888
2008,"Diagnoses and Incidence","Base Case",23.7740135429292,33.2188769469132,56.9928904898424
2008.25,"Diagnoses and Incidence","Base Case",23.4700845479768,33.0965953732009,56.5666799211777
2008.5,"Diagnoses and Incidence","Base Case",23.0945313740579,32.6705828453944,55.7651142194523
2008.75,"Diagnoses and Incidence","Base Case",22.6613052695223,32.4918888730542,55.1531941425765
2009,"Diagnoses and Incidence","Base Case",22.2714210889925,32.438417990896,54.7098390798885
2009.25,"Diagnoses and Incidence","Base Case",21.7564934793014,31.8658054427631,53.6222989220645
2009.5,"Diagnoses and Incidence","Base Case",21.0935145087269,31.4482082348264,52.5417227435533
2009.75,"Diagnoses and Incidence","Base Case",20.5702049754725,31.3437634842084,51.913968459681
2010,"Diagnoses and Incidence","Base Case",20.1271201077516,31.4717451290601,51.5988652368117
2010.25,"Diagnoses and Incidence","Base Case",19.4962792469033,31.5941419074482,51.0904211543514
2010.5,"Diagnoses and Incidence","Base Case",19.0514459870878,31.6975180973557,50.7489640844435
2010.75,"Diagnoses and Incidence","Base Case",18.5744446251481,31.7413243017208,50.3157689268689
2011,"Diagnoses and Incidence","Base Case",18.2406429470538,31.6168142370059,49.8574571840596
2011.25,"Diagnoses and Incidence","Base Case",18.1277805482124,31.0234059380335,49.1511864862459
2011.5,"Diagnoses and Incidence","Base Case",18.2499004193366,30.5925461679264,48.8424465872631
2011.75,"Diagnoses and Incidence","Base Case",18.3747251374911,30.3397041586829,48.714429296174
2012,"Diagnoses and Incidence","Base Case",18.2104563788697,29.8322851602359,48.0427415391056
2012.25,"Diagnoses and Incidence","Base Case",17.9169700782486,29.1545905958114,47.07156067406
2012.5,"Diagnoses and Incidence","Base Case",17.6897893574556,28.2751000345299,45.9648893919856
2012.75,"Diagnoses and Incidence","Base Case",17.6800166034733,27.6450073490796,45.3250239525529
2013,"Diagnoses and Incidence","Base Case",17.8005390552693,27.3017102447466,45.1022493000159
2013.25,"Diagnoses and Incidence","Base Case",18.2141744074298,26.8133912444495,45.0275656518793
2013.5,"Diagnoses and Incidence","Base Case",18.7383556207649,26.361782261946,45.1001378827109
2013.75,"Diagnoses and Incidence","Base Case",19.3954418354605,25.9209905298973,45.3164323653578
2014,"Diagnoses and Incidence","Base Case",20.1599694347723,25.5240168673048,45.6839863020771
2014.25,"Diagnoses and Incidence","Base Case",21.1256074285806,25.4906553447605,46.6162627733411
2014.5,"Diagnoses and Incidence","Base Case",22.1875757246359,25.9355324604936,48.1231081851295
2014.75,"Diagnoses and Incidence","Base Case",23.3140584555972,26.8110429438576,50.1251013994548
2015,"Diagnoses and Incidence","Base Case",24.4620770928406,27.9129848563494,52.3750619491901
2015.25,"Diagnoses and Incidence","Base Case",25.7244981481916,29.0120532699164,54.736551418108
2015.5,"Diagnoses and Incidence","Base Case",26.906560246557,29.3390883200021,56.2456485665592
2015.75,"Diagnoses and Incidence","Base Case",27.7394720014235,28.9438810988275,56.683353100251
2016,"Diagnoses and Incidence","Base Case",28.2932369236089,28.4384976720757,56.7317345956846
2016.25,"Diagnoses and Incidence","Base Case",28.5609792445657,28.1231618328291,56.6841410773948
2016.5,"Diagnoses and Incidence","Base Case",28.5979463712901,28.2885280848361,56.8864744561262
2016.75,"Diagnoses and Incidence","Base Case",28.4494167682562,28.4148993205144,56.8643160887706
2017,"Diagnoses and Incidence","Base Case",28.2357295669145,28.5583332170547,56.7940627839691
2017.25,"Diagnoses and Incidence","Base Case",27.9767559543184,28.4857325418739,56.4624884961923
2017.5,"Diagnoses and Incidence","Base Case",27.8081504760205,28.3402255028888,56.1483759789093
2017.75,"Diagnoses and Incidence","Base Case",27.5258081567275,28.2231601037188,55.7489682604462
2018,"Diagnoses and Incidence","Base Case",27.3793404903473,28.2370316717503,55.6163721620977
2018.25,"Diagnoses and Incidence","Base Case",27.2105047336249,28.242979510699,55.4534842443239
2005,"Undiagnosed Cases","Base Case",448.92500087622,357.398410335798,806.323411212018
2005.25,"Undiagnosed Cases","Base Case",448.3909302376,358.026613891063,806.417544128663
2005.5,"Undiagnosed Cases","Base Case",449.763796290788,356.479171985326,806.242968276114
2005.75,"Undiagnosed Cases","Base Case",447.508811380209,357.780523091648,805.289334471857
2006,"Undiagnosed Cases","Base Case",450.553787922412,358.62401682181,809.177804744221
2006.25,"Undiagnosed Cases","Base Case",454.589046229783,357.163421740254,811.752467970037
2006.5,"Undiagnosed Cases","Base Case",457.407854668406,355.948818203988,813.356672872394
2006.75,"Undiagnosed Cases","Base Case",457.96167618447,360.967333332581,818.929009517051
2007,"Undiagnosed Cases","Base Case",451.070008075937,362.806719374652,813.876727450589
2007.25,"Undiagnosed Cases","Base Case",447.24909451168,358.151950569678,805.401045081358
2007.5,"Undiagnosed Cases","Base Case",446.134231255096,352.768933784113,798.903165039209
2007.75,"Undiagnosed Cases","Base Case",442.847275613557,351.503759564107,794.351035177664
2008,"Undiagnosed Cases","Base Case",443.888983628357,354.647287384489,798.536271012846
2008.25,"Undiagnosed Cases","Base Case",443.695394928175,354.254239405245,797.949634333419
2008.5,"Undiagnosed Cases","Base Case",440.556417145902,348.308702998226,788.865120144128
2008.75,"Undiagnosed Cases","Base Case",439.021373014208,353.986740082966,793.008113097174
2009,"Undiagnosed Cases","Base Case",438.349849579445,353.793075072383,792.142924651828
2009.25,"Undiagnosed Cases","Base Case",431.750622532639,343.670855043742,775.421477576381
2009.5,"Undiagnosed Cases","Base Case",425.754961973052,342.149368937192,767.904330910243
2009.75,"Undiagnosed Cases","Base Case",425.995158346671,344.536036730977,770.531195077648
2010,"Undiagnosed Cases","Base Case",420.878107459466,346.54286556714,767.420973026605
2010.25,"Undiagnosed Cases","Base Case",414.649116148226,346.257132240202,760.906248388428
2010.5,"Undiagnosed Cases","Base Case",411.323145755258,346.832236742451,758.155382497708
2010.75,"Undiagnosed Cases","Base Case",403.865625989503,348.642024063799,752.507650053302
2011,"Undiagnosed Cases","Base Case",399.800254359393,345.223801046333,745.024055405726
2011.25,"Undiagnosed Cases","Base Case",400.576088472212,336.738605676574,737.314694148786
2011.5,"Undiagnosed Cases","Base Case",403.816105494952,338.741913359377,742.558018854328
2011.75,"Undiagnosed Cases","Base Case",400.253216730196,340.626341687157,740.879558417354
2012,"Undiagnosed Cases","Base Case",390.934275078792,336.974539354515,727.908814433306
2012.25,"Undiagnosed Cases","Base Case",382.613623944727,331.305760337679,713.919384282407
2012.5,"Undiagnosed Cases","Base Case",378.534208812942,324.170490539279,702.704699352221
2012.75,"Undiagnosed Cases","Base Case",375.253473795428,324.7297880718,699.983261867228
2013,"Undiagnosed Cases","Base Case",373.510471380605,324.823352226217,698.333823606823
2013.25,"Undiagnosed Cases","Base Case",374.321913960956,319.939867579158,694.261781540114
2013.5,"Undiagnosed Cases","Base Case",372.562152583738,316.744608056248,689.306760639986
2013.75,"Undiagnosed Cases","Base Case",371.040785699674,311.438430085819,682.479215785493
2014,"Undiagnosed Cases","Base Case",371.389845458505,306.106274067205,677.49611952571
2014.25,"Undiagnosed Cases","Base Case",374.608410014813,304.658803657776,679.267213672589
2014.5,"Undiagnosed Cases","Base Case",377.009665609232,306.360594121186,683.370259730419
2014.75,"Undiagnosed Cases","Base Case",379.223269631923,309.957465217847,689.180734849771
2015,"Undiagnosed Cases","Base Case",384.625607209203,316.886493958306,701.512101167509
2015.25,"Undiagnosed Cases","Base Case",394.763506959287,322.378206254227,717.141713213514
2015.5,"Undiagnosed Cases","Base Case",401.548913857862,315.455286316282,717.004200174143
2015.75,"Undiagnosed Cases","Base Case",403.837024702506,306.036958814122,709.873983516628
2016,"Undiagnosed Cases","Base Case",406.748725194077,300.894529210541,707.643254404619
2016.25,"Undiagnosed Cases","Base Case",408.627902123113,301.813924836132,710.441826959245
2016.5,"Undiagnosed Cases","Base Case",409.286780318636,306.323083191979,715.609863510615
2016.75,"Undiagnosed Cases","Base Case",410.106906456922,306.641023931292,716.747930388214
2017,"Undiagnosed Cases","Base Case",411.098347891227,306.933283520767,718.031631411993
2017.25,"Undiagnosed Cases","Base Case",414.569439320683,303.83438287919,718.403822199873
2017.5,"Undiagnosed Cases","Base Case",417.010129060948,301.513407911817,718.523536972765
2017.75,"Undiagnosed Cases","Base Case",417.287909183307,300.997484069467,718.285393252774
2018,"Undiagnosed Cases","Base Case",419.789720260716,301.779270562651,721.568990823367
2018.25,"Undiagnosed Cases","Base Case",421.581397424995,301.05585107972,722.637248504715
2005,"Diagnoses and Incidence","Upper Bound",24.1894094693423,34.3410712760245,58.5304807453669
2005.25,"Diagnoses and Incidence","Upper Bound",24.1472014642461,34.3633903474068,58.5105918116528
2005.5,"Diagnoses and Incidence","Upper Bound",24.0888195567946,34.3299526213874,58.418772178182
2005.75,"Diagnoses and Incidence","Upper Bound",24.0305462465366,34.295564314653,58.3261105611896
2006,"Diagnoses and Incidence","Upper Bound",23.9771979473729,34.2363238072235,58.2135217545964
2006.25,"Diagnoses and Incidence","Upper Bound",23.8949806667848,34.1660765513675,58.0610572181522
2006.5,"Diagnoses and Incidence","Upper Bound",23.7864212589471,34.0871816435449,57.873602902492
2006.75,"Diagnoses and Incidence","Upper Bound",23.653013958219,34.0064694186442,57.6594833768631
2007,"Diagnoses and Incidence","Upper Bound",23.3920958926113,33.7853887124503,57.1774846050615
2007.25,"Diagnoses and Incidence","Upper Bound",23.1062274508953,33.4330079453778,56.5392353962731
2007.5,"Diagnoses and Incidence","Upper Bound",22.7563512089889,33.0283994647125,55.7847506737014
2007.75,"Diagnoses and Incidence","Upper Bound",22.4431213868286,32.672134643598,55.1152560304266
2008,"Diagnoses and Incidence","Upper Bound",22.1782826532202,32.4345474882042,54.6128301414244
2008.25,"Diagnoses and Incidence","Upper Bound",21.8796574164319,32.1490177654927,54.0286751819246
2008.5,"Diagnoses and Incidence","Upper Bound",21.5164294777177,31.8405109045526,53.3569403822703
2008.75,"Diagnoses and Incidence","Upper Bound",21.2445790147966,31.6041857885421,52.8487648033387
2009,"Diagnoses and Incidence","Upper Bound",20.9388924909395,31.2586204697993,52.1975129607388
2009.25,"Diagnoses and Incidence","Upper Bound",20.5412163964168,30.8916307530847,51.4328471495014
2009.5,"Diagnoses and Incidence","Upper Bound",20.2022777493172,30.6654633418472,50.8677410911644
2009.75,"Diagnoses and Incidence","Upper Bound",19.9889817048334,30.5991400838017,50.5881217886352
2010,"Diagnoses and Incidence","Upper Bound",19.7185564914684,30.5589896923457,50.2775461838141
2010.25,"Diagnoses and Incidence","Upper Bound",19.4669921222175,30.5129402869658,49.9799324091834
2010.5,"Diagnoses and Incidence","Upper Bound",19.3019921515046,30.3911047335707,49.6930968850753
2010.75,"Diagnoses and Incidence","Upper Bound",19.2413896406615,30.1944513323939,49.4358409730554
2011,"Diagnoses and Incidence","Upper Bound",19.1962681255636,29.7917105739932,48.9879786995568
2011.25,"Diagnoses and Incidence","Upper Bound",19.2442946403525,29.3011541521878,48.5454487925404
2011.5,"Diagnoses and Incidence","Upper Bound",19.3648064544172,28.9039227936624,48.2687292480796
2011.75,"Diagnoses and Incidence","Upper Bound",19.4802009336549,28.4405729112971,47.920773844952
2012,"Diagnoses and Incidence","Upper Bound",19.4920178845463,27.845184380764,47.3372022653102
2012.25,"Diagnoses and Incidence","Upper Bound",19.5400466870885,27.181093259291,46.7211399463795
2012.5,"Diagnoses and Incidence","Upper Bound",19.687209534588,26.5555631043919,46.2427726389799
2012.75,"Diagnoses and Incidence","Upper Bound",19.9187858594275,26.1398253306421,46.0586111900695
2013,"Diagnoses and Incidence","Upper Bound",20.2582761049995,25.7562227510063,46.0144988560057
2013.25,"Diagnoses and Incidence","Upper Bound",20.7244443054532,25.3801009488483,46.1045452543015
2013.5,"Diagnoses and Incidence","Upper Bound",21.2871407425836,25.0707477017493,46.3578884443329
2013.75,"Diagnoses and Incidence","Upper Bound",21.9076391473374,24.8802828992311,46.7879220465684
2014,"Diagnoses and Incidence","Upper Bound",22.5765188862318,24.917506378262,47.4940252644938
2014.25,"Diagnoses and Incidence","Upper Bound",23.3343968028121,25.2689432990102,48.6033401018223
2014.5,"Diagnoses and Incidence","Upper Bound",24.0969054668138,25.9087624213461,50.0056678881599
2014.75,"Diagnoses and Incidence","Upper Bound",24.8226684827099,26.6615740720891,51.484242554799
2015,"Diagnoses and Incidence","Upper Bound",25.5116709740076,27.3788861633118,52.8905571373194
2015.25,"Diagnoses and Incidence","Upper Bound",26.1772021013477,27.7766492738279,53.9538513751756
2015.5,"Diagnoses and Incidence","Upper Bound",26.7033888651403,27.7311877809409,54.4345766460813
2015.75,"Diagnoses and Incidence","Upper Bound",27.0572169289488,27.48819835554,54.5454152844888
2016,"Diagnoses and Incidence","Upper Bound",27.255036946384,27.2928453036988,54.5478822500828
2016.25,"Diagnoses and Incidence","Upper Bound",27.3331236780661,27.302338823905,54.6354625019711
2016.5,"Diagnoses and Incidence","Upper Bound",27.320390917672,27.4072364690569,54.7276273867288
2016.75,"Diagnoses and Incidence","Upper Bound",27.2495115423639,27.4857739214919,54.7352854638558
2017,"Diagnoses and Incidence","Upper Bound",27.1396485544969,27.4903037826917,54.6299523371886
2017.25,"Diagnoses and Incidence","Upper Bound",27.0518033433429,27.4202084158806,54.4720117592235
2017.5,"Diagnoses and Incidence","Upper Bound",26.9551725098811,27.3436767853248,54.2988492952058
2017.75,"Diagnoses and Incidence","Upper Bound",26.8779226545509,27.3175258326396,54.1954484871905
2018,"Diagnoses and Incidence","Upper Bound",26.8053011526323,27.3231560847568,54.1284572373892
2018.25,"Diagnoses and Incidence","Upper Bound",26.7694483570177,27.3246817722197,54.0941301292374
2005,"Undiagnosed Cases","Upper Bound",851.373414976246,705.954590684392,1557.32800566064
2005.25,"Undiagnosed Cases","Upper Bound",851.09938037257,705.700618413198,1556.79999878577
2005.5,"Undiagnosed Cases","Upper Bound",851.68830073327,704.036560203834,1555.7248609371
2005.75,"Undiagnosed Cases","Upper Bound",849.195765258,705.002067411947,1554.19783266995
2006,"Undiagnosed Cases","Upper Bound",851.811969696701,705.313256290405,1557.12522598711
2006.25,"Undiagnosed Cases","Upper Bound",854.333376848562,702.537945126982,1556.87132197554
2006.5,"Undiagnosed Cases","Upper Bound",855.238514802415,702.137059281243,1557.37557408366
2006.75,"Undiagnosed Cases","Upper Bound",852.995219074127,707.097770858532,1560.09298993266
2007,"Undiagnosed Cases","Upper Bound",843.004484613804,706.769940812445,1549.77442542625
2007.25,"Undiagnosed Cases","Upper Bound",837.906923689806,699.551780433699,1537.4587041235
2007.5,"Undiagnosed Cases","Upper Bound",834.496859457534,693.260473210272,1527.75733266781
2007.75,"Undiagnosed Cases","Upper Bound",829.723107786237,691.656782483291,1521.37989026953
2008,"Undiagnosed Cases","Upper Bound",829.551571488103,695.401998509714,1524.95356999782
2008.25,"Undiagnosed Cases","Upper Bound",827.714215148279,692.198445089891,1519.91266023817
2008.5,"Undiagnosed Cases","Upper Bound",822.33766779273,686.579010372879,1508.91667816561
2008.75,"Undiagnosed Cases","Upper Bound",819.726238992603,692.873407141502,1512.59964613411
2009,"Undiagnosed Cases","Upper Bound",817.550565634495,688.265710764083,1505.81627639858
2009.25,"Undiagnosed Cases","Upper Bound",808.850641182221,677.287064374552,1486.13770555677
2009.5,"Undiagnosed Cases","Upper Bound",802.04540463448,675.971972975934,1478.01737761041
2009.75,"Undiagnosed Cases","Upper Bound",802.262898532424,678.910732047154,1481.17363057958
2010,"Undiagnosed Cases","Upper Bound",795.907168360038,680.00557991562,1475.91274827566
2010.25,"Undiagnosed Cases","Upper Bound",790.037201526584,678.98082678138,1469.01802830796
2010.5,"Undiagnosed Cases","Upper Bound",786.436226453854,678.326519109161,1464.76274556301
2010.75,"Undiagnosed Cases","Upper Bound",780.118069721696,678.765346267748,1458.88341598944
2011,"Undiagnosed Cases","Upper Bound",777.456727483346,671.080146962703,1448.53687444605
2011.25,"Undiagnosed Cases","Upper Bound",779.922025950862,661.334267754024,1441.25629370489
2011.5,"Undiagnosed Cases","Upper Bound",784.306622377383,663.120286238855,1447.42690861624
2011.75,"Undiagnosed Cases","Upper Bound",781.190318301018,662.311799238051,1443.50211753907
2012,"Undiagnosed Cases","Upper Bound",772.541107288066,656.039492310413,1428.58059959848
2012.25,"Undiagnosed Cases","Upper Bound",765.693663703105,647.010874637857,1412.70453834096
2012.5,"Undiagnosed Cases","Upper Bound",764.048411400898,638.452134993875,1402.50054639477
2012.75,"Undiagnosed Cases","Upper Bound",763.037194799714,638.923893280687,1401.9610880804
2013,"Undiagnosed Cases","Upper Bound",764.282105155653,636.641524199343,1400.923629355
2013.25,"Undiagnosed Cases","Upper Bound",767.60632809601,630.182660059513,1397.78898815552
2013.5,"Undiagnosed Cases","Upper Bound",768.647247092423,625.157246057277,1393.8044931497
2013.75,"Undiagnosed Cases","Upper Bound",769.842762547321,617.904511273982,1387.7472738213
2014,"Undiagnosed Cases","Upper Bound",773.017287505044,612.256114870786,1385.27340237583
2014.25,"Undiagnosed Cases","Upper Bound",778.829919302926,611.567622762465,1390.39754206539
2014.5,"Undiagnosed Cases","Upper Bound",783.603753721927,614.8908795482,1398.49463327013
2014.75,"Undiagnosed Cases","Upper Bound",787.608759328737,619.74174860637,1407.35050793511
2015,"Undiagnosed Cases","Upper Bound",794.740025004102,627.870420809291,1422.61044581339
2015.25,"Undiagnosed Cases","Upper Bound",805.646580214326,630.109342725371,1435.7559229397
2015.5,"Undiagnosed Cases","Upper Bound",811.270302243879,618.436085795129,1429.70638803901
2015.75,"Undiagnosed Cases","Upper Bound",812.171572137945,606.662418029784,1418.83399016773
2016,"Undiagnosed Cases","Upper Bound",813.079104778762,600.337117822426,1413.41622260119
2016.25,"Undiagnosed Cases","Upper Bound",812.908541136441,602.61853324952,1415.52707438596
2016.5,"Undiagnosed Cases","Upper Bound",811.546502223468,606.170293196913,1417.71679542038
2016.75,"Undiagnosed Cases","Upper Bound",811.008338744475,606.062932132325,1417.0712708768
2017,"Undiagnosed Cases","Upper Bound",810.528359813561,604.463564081871,1414.99192389543
2017.25,"Undiagnosed Cases","Upper Bound",813.627591824777,599.919101845132,1413.54669366991
2017.5,"Undiagnosed Cases","Upper Bound",814.478202859209,596.48728903477,1410.96549189398
2017.75,"Undiagnosed Cases","Upper Bound",814.831183058357,595.631202024927,1410.46238508328
2018,"Undiagnosed Cases","Upper Bound",816.43932048309,595.476805580038,1411.91612606313
2018.25,"Undiagnosed Cases","Upper Bound",818.516803940704,593.809831383433,1412.32663532414
