"time","group","var","MSM","non-MSM","value"
2010.25,"Undiagnosed Cases","Base Case",354.022866570887,336.156953653711,690.179820224598
2010.5,"Undiagnosed Cases","Base Case",346.408411699983,335.195092182222,681.603503882204
2010.75,"Undiagnosed Cases","Base Case",341.992342738572,333.972022490144,675.964365228717
2011,"Undiagnosed Cases","Base Case",340.625903775075,331.220803262808,671.846707037882
2011.25,"Undiagnosed Cases","Base Case",339.500278303481,329.346940406531,668.847218710012
2011.5,"Undiagnosed Cases","Base Case",336.558347758769,330.356370583497,666.914718342266
2011.75,"Undiagnosed Cases","Base Case",336.808753124633,332.434191139524,669.242944264157
2012,"Undiagnosed Cases","Base Case",334.13206133561,332.665832461419,666.797893797028
2012.25,"Undiagnosed Cases","Base Case",329.084060253969,329.611208360625,658.695268614593
2012.5,"Undiagnosed Cases","Base Case",322.545997980042,328.14921328403,650.695211264072
2012.75,"Undiagnosed Cases","Base Case",319.497983503601,327.523756474884,647.021739978485
2013,"Undiagnosed Cases","Base Case",316.630881127094,325.804450193245,642.435331320338
2013.25,"Undiagnosed Cases","Base Case",310.266659367775,323.580602602238,633.847261970013
2013.5,"Undiagnosed Cases","Base Case",308.617067285423,323.429407161647,632.04647444707
2013.75,"Undiagnosed Cases","Base Case",308.100866832074,328.574831783246,636.67569861532
2014,"Undiagnosed Cases","Base Case",311.656241966911,330.935970602044,642.592212568954
2014.25,"Undiagnosed Cases","Base Case",314.853046141994,330.256440493849,645.109486635843
2014.5,"Undiagnosed Cases","Base Case",299.268890845078,328.375862399875,627.644753244953
2014.75,"Undiagnosed Cases","Base Case",287.561197259536,326.030016233834,613.59121349337
2015,"Undiagnosed Cases","Base Case",288.373286223295,325.468365804119,613.841652027413
2015.25,"Undiagnosed Cases","Base Case",287.504832328586,324.698364166567,612.203196495153
2015.5,"Undiagnosed Cases","Base Case",282.931845633818,331.772970354038,614.704815987856
2015.75,"Undiagnosed Cases","Base Case",275.56121305665,337.876815621308,613.438028677958
2016,"Undiagnosed Cases","Base Case",269.45232512917,340.849362955477,610.301688084647
2016.25,"Undiagnosed Cases","Base Case",261.526452371357,347.270657616853,608.79710998821
2016.5,"Undiagnosed Cases","Base Case",257.303592737179,353.065411490434,610.369004227613
2016.75,"Undiagnosed Cases","Base Case",254.098173589765,359.955579725479,614.053753315245
2017,"Undiagnosed Cases","Base Case",256.359482463625,366.863627848413,623.223110312037
2017.25,"Undiagnosed Cases","Base Case",260.198139964893,375.479954709589,635.678094674482
2017.5,"Undiagnosed Cases","Base Case",258.486693616964,388.472872401279,646.959566018243
2017.75,"Undiagnosed Cases","Base Case",257.410480571212,401.981009916602,659.391490487814
2018,"Undiagnosed Cases","Base Case",253.738216660376,410.480415235822,664.218631896199
2018.25,"Undiagnosed Cases","Base Case",247.453061167511,408.366012744879,655.819073912389
2005,"Diagnoses and Incidence","Upper Bound",55.4776284085656,20.3940892432591,75.8717176518247
2005.25,"Diagnoses and Incidence","Upper Bound",55.4958613896497,20.1599271726685,75.6557885623182
2005.5,"Diagnoses and Incidence","Upper Bound",55.61466162964,19.9124633028054,75.5271249324455
2005.75,"Diagnoses and Incidence","Upper Bound",55.749166467539,19.6754952212346,75.4246616887736
2006,"Diagnoses and Incidence","Upper Bound",55.8043832064616,19.4643516006702,75.2687348071318
2006.25,"Diagnoses and Incidence","Upper Bound",55.8214748497425,19.3429666727037,75.1644415224462
2006.5,"Diagnoses and Incidence","Upper Bound",55.810829476905,19.1399762268295,74.9508057037345
2006.75,"Diagnoses and Incidence","Upper Bound",55.8146681214256,18.9995305252742,74.8141986466998
2007,"Diagnoses and Incidence","Upper Bound",55.7486928837524,18.9039498564997,74.6526427402521
2007.25,"Diagnoses and Incidence","Upper Bound",55.5389023894313,18.8176302643185,74.3565326537498
2007.5,"Diagnoses and Incidence","Upper Bound",55.2595221320658,18.6588458823769,73.9183680144427
2007.75,"Diagnoses and Incidence","Upper Bound",55.096957392882,18.4065166270849,73.5034740199669
2008,"Diagnoses and Incidence","Upper Bound",55.1556401053723,18.09059810132,73.2462382066923
2008.25,"Diagnoses and Incidence","Upper Bound",55.3399837998816,17.7337692484071,73.0737530482887
2008.5,"Diagnoses and Incidence","Upper Bound",55.6255979208809,17.2536275445015,72.8792254653824
2008.75,"Diagnoses and Incidence","Upper Bound",56.0198215359422,16.8825302988468,72.902351834789
2009,"Diagnoses and Incidence","Upper Bound",56.414965420246,16.649651111387,73.064616531633
2009.25,"Diagnoses and Incidence","Upper Bound",56.7264886646471,16.5073303293535,73.2338189940005
2009.5,"Diagnoses and Incidence","Upper Bound",56.755498323234,16.3787060751583,73.1342043983923
2009.75,"Diagnoses and Incidence","Upper Bound",56.4816040304343,16.2623996116197,72.744003642054
2010,"Diagnoses and Incidence","Upper Bound",55.7592438877289,16.2372976556834,71.9965415434123
2010.25,"Diagnoses and Incidence","Upper Bound",54.6413154869664,16.3499238877924,70.9912393747588
2010.5,"Diagnoses and Incidence","Upper Bound",53.3549294231772,16.5620844514369,69.9170138746141
2010.75,"Diagnoses and Incidence","Upper Bound",52.0618846947136,16.8748876256017,68.9367723203153
2011,"Diagnoses and Incidence","Upper Bound",50.8397097402511,17.2972656469849,68.136975387236
2011.25,"Diagnoses and Incidence","Upper Bound",49.7042127422626,17.8271595606875,67.5313723029501
2011.5,"Diagnoses and Incidence","Upper Bound",48.6176612577368,18.3079282235299,66.9255894812667
2011.75,"Diagnoses and Incidence","Upper Bound",47.5706322457914,18.7763588043722,66.3469910501636
2012,"Diagnoses and Incidence","Upper Bound",46.4751228034599,19.2202581337394,65.6953809371993
2012.25,"Diagnoses and Incidence","Upper Bound",45.3383150422061,19.6316932103606,64.9700082525666
2012.5,"Diagnoses and Incidence","Upper Bound",44.2264209857864,19.9971452582008,64.2235662439873
2012.75,"Diagnoses and Incidence","Upper Bound",43.2283223754846,20.3139538032731,63.5422761787577
2013,"Diagnoses and Incidence","Upper Bound",42.304697652678,20.6639773549019,62.96867500758
2013.25,"Diagnoses and Incidence","Upper Bound",41.464386682627,21.0170370436053,62.4814237262323
2013.5,"Diagnoses and Incidence","Upper Bound",40.8032281661184,21.3479966318944,62.1512247980128
2013.75,"Diagnoses and Incidence","Upper Bound",40.2377565696263,21.7070061761513,61.9447627457777
2014,"Diagnoses and Incidence","Upper Bound",39.6853125764825,22.0477222164816,61.7330347929641
2014.25,"Diagnoses and Incidence","Upper Bound",38.9553098109224,22.4059025247954,61.3612123357179
2014.5,"Diagnoses and Incidence","Upper Bound",37.8149747472543,22.7052834965776,60.5202582438319
2014.75,"Diagnoses and Incidence","Upper Bound",36.6295117274349,23.0328616257271,59.662373353162
2015,"Diagnoses and Incidence","Upper Bound",35.6739915496374,23.4753449597152,59.1493365093526
2015.25,"Diagnoses and Incidence","Upper Bound",34.7910901258035,23.9944633545026,58.7855534803061
2015.5,"Diagnoses and Incidence","Upper Bound",33.8807915543912,24.654193115948,58.5349846703391
2015.75,"Diagnoses and Incidence","Upper Bound",32.9553506336868,25.3835502400354,58.3389008737222
2016,"Diagnoses and Incidence","Upper Bound",32.136926581501,26.1440693635078,58.2809959450087
2016.25,"Diagnoses and Incidence","Upper Bound",31.5054928459255,26.9575780950288,58.4630709409544
2016.5,"Diagnoses and Incidence","Upper Bound",31.2034441139438,27.7476898680342,58.951133981978
2016.75,"Diagnoses and Incidence","Upper Bound",31.2472796844331,28.5188827276544,59.7661624120874
2017,"Diagnoses and Incidence","Upper Bound",31.6383562092716,29.246260456383,60.8846166656546
2017.25,"Diagnoses and Incidence","Upper Bound",32.164201585318,29.939389749631,62.103591334949
2017.5,"Diagnoses and Incidence","Upper Bound",32.5605756165331,30.5137165260651,63.0742921425982
2017.75,"Diagnoses and Incidence","Upper Bound",32.8045104990565,30.9196135684484,63.7241240675049
2018,"Diagnoses and Incidence","Upper Bound",32.8596972398305,31.1711055628327,64.0308028026632
2018.25,"Diagnoses and Incidence","Upper Bound",32.7912938887195,31.247390609671,64.0386844983905
2005,"Undiagnosed Cases","Upper Bound",685.581499320777,719.111697017039,1404.69319633782
2005.25,"Undiagnosed Cases","Upper Bound",683.961798095658,717.326070297211,1401.28786839287
2005.5,"Undiagnosed Cases","Upper Bound",687.902453746916,719.697524480228,1407.59997822714
2005.75,"Undiagnosed Cases","Upper Bound",691.03636340222,715.772155027563,1406.80851842978
2006,"Undiagnosed Cases","Upper Bound",690.266935893745,711.387802687858,1401.6547385816
2006.25,"Undiagnosed Cases","Upper Bound",687.898737742115,708.547196127099,1396.44593386921
2006.5,"Undiagnosed Cases","Upper Bound",686.548529530192,706.448418978696,1392.99694850889
2006.75,"Undiagnosed Cases","Upper Bound",691.143151085228,708.77810329131,1399.92125437654
2007,"Undiagnosed Cases","Upper Bound",692.995961797594,707.647650980626,1400.64361277822
2007.25,"Undiagnosed Cases","Upper Bound",686.308434835879,706.238604156939,1392.54703899282
2007.5,"Undiagnosed Cases","Upper Bound",675.777459084381,705.74711260287,1381.52457168725
2007.75,"Undiagnosed Cases","Upper Bound",674.436905389693,704.888248762018,1379.32515415171
2008,"Undiagnosed Cases","Upper Bound",680.20685641125,702.627359308263,1382.83421571951
2008.25,"Undiagnosed Cases","Upper Bound",679.926456014599,694.29896535224,1374.22542136684
2008.5,"Undiagnosed Cases","Upper Bound",682.344219206729,682.176720298122,1364.52093950485
2008.75,"Undiagnosed Cases","Upper Bound",687.854180792476,675.592929251066,1363.44711004354
2009,"Undiagnosed Cases","Upper Bound",695.213080884209,673.941375272176,1369.15445615639
2009.25,"Undiagnosed Cases","Upper Bound",701.645219245728,674.403815948115,1376.04903519384
2009.5,"Undiagnosed Cases","Upper Bound",703.839448458573,676.242471254166,1380.08191971274
2009.75,"Undiagnosed Cases","Upper Bound",707.887504577383,670.708484890141,1378.59598946752
2010,"Undiagnosed Cases","Upper Bound",701.058487651996,662.99874051884,1364.05722817084
2010.25,"Undiagnosed Cases","Upper Bound",687.041145205883,663.023389625561,1350.06453483144
2010.5,"Undiagnosed Cases","Upper Bound",676.467499360267,664.752277976612,1341.21977733688
2010.75,"Undiagnosed Cases","Upper Bound",670.291815875864,666.257499692768,1336.54931556863
2011,"Undiagnosed Cases","Upper Bound",667.750534897488,666.182942075535,1333.93347697302
2011.25,"Undiagnosed Cases","Upper Bound",663.968529736758,667.685359370846,1331.6538891076
2011.5,"Undiagnosed Cases","Upper Bound",660.202228789958,671.538542455147,1331.74077124511
2011.75,"Undiagnosed Cases","Upper Bound",658.234444157883,675.907075937947,1334.14152009583
2012,"Undiagnosed Cases","Upper Bound",652.593762770768,677.752158381837,1330.34592115261
2012.25,"Undiagnosed Cases","Upper Bound",643.706483237097,676.564403887855,1320.27088712495
2012.5,"Undiagnosed Cases","Upper Bound",634.426652197913,677.256081059561,1311.68273325747
2012.75,"Undiagnosed Cases","Upper Bound",630.011393659111,678.435056829546,1308.44645048866
2013,"Undiagnosed Cases","Upper Bound",623.611465987127,679.086434594319,1302.69790058145
2013.25,"Undiagnosed Cases","Upper Bound",615.590435927922,679.696298285409,1295.28673421333
2013.5,"Undiagnosed Cases","Upper Bound",613.113067417766,682.924450465181,1296.03751788295
2013.75,"Undiagnosed Cases","Upper Bound",611.246251016509,691.210779344974,1302.45703036148
2014,"Undiagnosed Cases","Upper Bound",614.84112897227,695.681386101541,1310.52251507381
2014.25,"Undiagnosed Cases","Upper Bound",610.493639519715,697.850654232197,1308.34429375191
2014.5,"Undiagnosed Cases","Upper Bound",587.650161346231,698.427764248764,1286.07792559499
2014.75,"Undiagnosed Cases","Upper Bound",574.595352123224,699.431178800521,1274.02653092374
2015,"Undiagnosed Cases","Upper Bound",573.251441006855,702.546581245639,1275.79802225249
2015.25,"Undiagnosed Cases","Upper Bound",569.233380250143,706.366130207676,1275.59951045782
2015.5,"Undiagnosed Cases","Upper Bound",559.716981117467,718.176854708946,1277.89383582641
2015.75,"Undiagnosed Cases","Upper Bound",548.967159830414,727.902053368018,1276.86921319843
2016,"Undiagnosed Cases","Upper Bound",538.402395363831,734.7689009185,1273.17129628233
2016.25,"Undiagnosed Cases","Upper Bound",528.332550641166,744.852466459987,1273.18501710115
2016.5,"Undiagnosed Cases","Upper Bound",522.377576603436,753.704994673432,1276.08257127687
2016.75,"Undiagnosed Cases","Upper Bound",518.954914421957,763.473642444868,1282.42855686682
2017,"Undiagnosed Cases","Upper Bound",522.240618476078,772.42009951176,1294.66071798784
2017.25,"Undiagnosed Cases","Upper Bound",524.237806672228,783.570733926804,1307.80854059903
2017.5,"Undiagnosed Cases","Upper Bound",520.291186011719,797.612213685307,1317.90339969703
2017.75,"Undiagnosed Cases","Upper Bound",516.834139161168,810.486570745057,1327.32070990622
2018,"Undiagnosed Cases","Upper Bound",508.506122767561,816.249887030603,1324.75600979816
2018.25,"Undiagnosed Cases","Upper Bound",500.848832399421,811.973990303534,1312.82282270296
