"time","group","var","MSM","non-MSM","value"
2011.25,"Undiagnosed Cases","Base Case",336.188372572223,336.822159976195,673.010532548418
2011.5,"Undiagnosed Cases","Base Case",333.21168761587,338.705906410421,671.917594026291
2011.75,"Undiagnosed Cases","Base Case",333.359989176673,341.292822620092,674.652811796765
2012,"Undiagnosed Cases","Base Case",330.618973355668,342.140650996693,672.759624352362
2012.25,"Undiagnosed Cases","Base Case",325.485362159838,339.813792373367,665.299154533204
2012.5,"Undiagnosed Cases","Base Case",318.787442755339,339.173253787659,657.960696542997
2012.75,"Undiagnosed Cases","Base Case",315.512566445551,338.964832936095,654.477399381646
2013,"Undiagnosed Cases","Base Case",312.307077093768,337.57694222744,649.884019321208
2013.25,"Undiagnosed Cases","Base Case",305.418059798332,336.21515911272,641.633218911053
2013.5,"Undiagnosed Cases","Base Case",303.345018624939,336.481645533553,639.826664158492
2013.75,"Undiagnosed Cases","Base Case",302.989456140667,341.352012438594,644.34146857926
2014,"Undiagnosed Cases","Base Case",306.425357384377,343.641244496721,650.066601881098
2014.25,"Undiagnosed Cases","Base Case",309.195147086504,342.653082050362,651.848229136866
2014.5,"Undiagnosed Cases","Base Case",294.163913551507,339.579962228651,633.743875780158
2014.75,"Undiagnosed Cases","Base Case",283.115779469497,336.186020490013,619.301799959511
2015,"Undiagnosed Cases","Base Case",283.54932190676,334.741618705562,618.290940612321
2015.25,"Undiagnosed Cases","Base Case",282.565962704167,332.364294322357,614.930257026524
2015.5,"Undiagnosed Cases","Base Case",278.598619386737,336.625572939399,615.224192326135
2015.75,"Undiagnosed Cases","Base Case",271.752037347203,339.462357628173,611.214394975376
2016,"Undiagnosed Cases","Base Case",265.69602754703,339.0899206023,604.78594814933
2016.25,"Undiagnosed Cases","Base Case",257.794404202572,341.238131796645,599.032535999217
2016.5,"Undiagnosed Cases","Base Case",253.595068088534,341.723737503224,595.318805591758
2016.75,"Undiagnosed Cases","Base Case",249.967216619509,342.203435469859,592.170652089368
2017,"Undiagnosed Cases","Base Case",251.315778896101,341.455370582935,592.771149479036
2017.25,"Undiagnosed Cases","Base Case",254.485560674011,340.619659325869,595.10521999988
2017.5,"Undiagnosed Cases","Base Case",251.39216863852,342.149251599257,593.541420237777
2017.75,"Undiagnosed Cases","Base Case",247.225104177819,342.06555032719,589.290654505009
2005,"Diagnoses and Incidence","Upper Bound",55.4902033173229,18.3202321096252,73.8104354269481
2005.25,"Diagnoses and Incidence","Upper Bound",55.4932539843928,18.1410949393773,73.6343489237701
2005.5,"Diagnoses and Incidence","Upper Bound",55.5941604668237,17.9595543851671,73.5537148519907
2005.75,"Diagnoses and Incidence","Upper Bound",55.6968131176667,17.8228476708023,73.519660788469
2006,"Diagnoses and Incidence","Upper Bound",55.7221995130286,17.6930153055882,73.4152148186168
2006.25,"Diagnoses and Incidence","Upper Bound",55.7188186449754,17.6296222996688,73.3484409446442
2006.5,"Diagnoses and Incidence","Upper Bound",55.7067338379759,17.4604213823518,73.1671552203277
2006.75,"Diagnoses and Incidence","Upper Bound",55.7318763585732,17.357477768265,73.0893541268382
2007,"Diagnoses and Incidence","Upper Bound",55.7050428126235,17.2884013452689,72.9934441578924
2007.25,"Diagnoses and Incidence","Upper Bound",55.5303029739883,17.2059015262359,72.7362045002242
2007.5,"Diagnoses and Incidence","Upper Bound",55.2700961747009,17.0636387486295,72.3337349233304
2007.75,"Diagnoses and Incidence","Upper Bound",55.1250663220633,16.8264786395629,71.9515449616261
2008,"Diagnoses and Incidence","Upper Bound",55.200956447524,16.5049907302513,71.7059471777752
2008.25,"Diagnoses and Incidence","Upper Bound",55.377896237631,16.1426877402202,71.5205839778512
2008.5,"Diagnoses and Incidence","Upper Bound",55.6650391112491,15.664305249938,71.3293443611871
2008.75,"Diagnoses and Incidence","Upper Bound",56.0488327111426,15.2972906820556,71.3461233931982
2009,"Diagnoses and Incidence","Upper Bound",56.4398788096401,15.0289641350267,71.4688429446668
2009.25,"Diagnoses and Incidence","Upper Bound",56.7481405859574,14.8214484932767,71.569589079234
2009.5,"Diagnoses and Incidence","Upper Bound",56.7781676439916,14.6553622840156,71.4335299280073
2009.75,"Diagnoses and Incidence","Upper Bound",56.5033980672693,14.5664377271676,71.0698357944369
2010,"Diagnoses and Incidence","Upper Bound",55.7722092771024,14.5524145932704,70.3246238703728
2010.25,"Diagnoses and Incidence","Upper Bound",54.6325741291681,14.6603640477861,69.2929381769542
2010.5,"Diagnoses and Incidence","Upper Bound",53.3235020171607,14.8791264763448,68.2026284935055
2010.75,"Diagnoses and Incidence","Upper Bound",52.0000914728246,15.1894257704783,67.1895172433029
2011,"Diagnoses and Incidence","Upper Bound",50.7493045840553,15.5530165300655,66.3023211141209
2011.25,"Diagnoses and Incidence","Upper Bound",49.5779175341222,15.9804694864183,65.5583870205405
2011.5,"Diagnoses and Incidence","Upper Bound",48.4557551942861,16.3752291060811,64.8309843003672
2011.75,"Diagnoses and Incidence","Upper Bound",47.3627962675151,16.7646804607329,64.127476728248
2012,"Diagnoses and Incidence","Upper Bound",46.2214732479568,17.1101498659123,63.3316231138691
2012.25,"Diagnoses and Incidence","Upper Bound",45.0314281343177,17.3853733135359,62.4168014478536
2012.5,"Diagnoses and Incidence","Upper Bound",43.8462393717821,17.5958968903851,61.4421362621672
2012.75,"Diagnoses and Incidence","Upper Bound",42.7654671834497,17.7431974756382,60.5086646590879
2013,"Diagnoses and Incidence","Upper Bound",41.7638807916589,17.8790861170672,59.6429669087261
2013.25,"Diagnoses and Incidence","Upper Bound",40.856596796328,18.0061641951332,58.8627609914612
2013.5,"Diagnoses and Incidence","Upper Bound",40.1613401691212,18.0895839769438,58.2509241460649
2013.75,"Diagnoses and Incidence","Upper Bound",39.5910793995545,18.16701548248,57.7580948820345
2014,"Diagnoses and Incidence","Upper Bound",39.0567477710336,18.1859177284482,57.2426654994818
2014.25,"Diagnoses and Incidence","Upper Bound",38.3445636433818,18.1659794858652,56.510543129247
2014.5,"Diagnoses and Incidence","Upper Bound",37.235709658695,18.0856565328727,55.3213661915677
2014.75,"Diagnoses and Incidence","Upper Bound",36.1003179712732,18.0121902095895,54.1125081808627
2015,"Diagnoses and Incidence","Upper Bound",35.1810895357115,18.0245772779971,53.2056668137086
2015.25,"Diagnoses and Incidence","Upper Bound",34.3348691349185,18.0486720374216,52.3835411723402
2015.5,"Diagnoses and Incidence","Upper Bound",33.4509679903402,18.1421692509418,51.593137241282
2015.75,"Diagnoses and Incidence","Upper Bound",32.527837915948,18.2722903509434,50.8001282668914
2016,"Diagnoses and Incidence","Upper Bound",31.6536535716007,18.3757693502114,50.0294229218121
2016.25,"Diagnoses and Incidence","Upper Bound",30.9182584984639,18.4788419656117,49.3971004640756
2016.5,"Diagnoses and Incidence","Upper Bound",30.4793437939213,18.5362729039137,49.015616697835
2016.75,"Diagnoses and Incidence","Upper Bound",30.344214120385,18.5805923238021,48.9248064441871
2017,"Diagnoses and Incidence","Upper Bound",30.5208066734245,18.6038197453341,49.1246264187586
2017.25,"Diagnoses and Incidence","Upper Bound",30.8197893319213,18.6037662423467,49.423555574268
2017.5,"Diagnoses and Incidence","Upper Bound",30.9870378226425,18.6135982312058,49.6006360538483
2017.75,"Diagnoses and Incidence","Upper Bound",31.0340300521116,18.6145480782593,49.6485781303709
2005,"Undiagnosed Cases","Upper Bound",679.512672461157,760.785532979971,1440.29820544113
2005.25,"Undiagnosed Cases","Upper Bound",677.920491071466,756.936156735839,1434.8566478073
2005.5,"Undiagnosed Cases","Upper Bound",681.995897768976,757.235447436648,1439.23134520562
2005.75,"Undiagnosed Cases","Upper Bound",684.554088552231,751.534553543884,1436.08864209612
2006,"Undiagnosed Cases","Upper Bound",683.097547917738,745.493189650947,1428.59073756869
2006.25,"Undiagnosed Cases","Upper Bound",680.414005957952,740.996612474894,1421.41061843285
2006.5,"Undiagnosed Cases","Upper Bound",678.706593184394,737.226318601912,1415.93291178631
2006.75,"Undiagnosed Cases","Upper Bound",683.518422648789,737.466868866146,1420.98529151493
2007,"Undiagnosed Cases","Upper Bound",686.371890997014,733.802308993696,1420.17419999071
2007.25,"Undiagnosed Cases","Upper Bound",680.351962348022,730.214459430552,1410.56642177857
2007.5,"Undiagnosed Cases","Upper Bound",669.849407710621,728.102527261075,1397.9519349717
2007.75,"Undiagnosed Cases","Upper Bound",668.539310163362,725.713331179838,1394.2526413432
2008,"Undiagnosed Cases","Upper Bound",674.625135360428,721.853549755875,1396.4786851163
2008.25,"Undiagnosed Cases","Upper Bound",674.282922085127,711.371477736917,1385.65439982204
2008.5,"Undiagnosed Cases","Upper Bound",676.872384940414,697.187288440043,1374.05967338046
2008.75,"Undiagnosed Cases","Upper Bound",681.840349358535,689.183026144963,1371.0233755035
2009,"Undiagnosed Cases","Upper Bound",688.715120232922,686.029558666344,1374.74467889927
2009.25,"Undiagnosed Cases","Upper Bound",695.121549283354,684.728514660885,1379.85006394424
2009.5,"Undiagnosed Cases","Upper Bound",697.361293176501,684.657994974904,1382.01928815141
2009.75,"Undiagnosed Cases","Upper Bound",701.522957873327,677.006479602934,1378.52943747626
2010,"Undiagnosed Cases","Upper Bound",694.851563662115,667.204119274674,1362.05568293679
2010.25,"Undiagnosed Cases","Upper Bound",680.835869107492,665.539768056455,1346.37563716395
2010.5,"Undiagnosed Cases","Upper Bound",670.312642202019,665.646670402038,1335.95931260406
2010.75,"Undiagnosed Cases","Upper Bound",664.05778913443,665.674354082112,1329.73214321654
2011,"Undiagnosed Cases","Upper Bound",661.501532944782,664.028845108767,1325.53037805355
2011.25,"Undiagnosed Cases","Upper Bound",657.591690746742,664.11390716631,1321.70559791305
2011.5,"Undiagnosed Cases","Upper Bound",653.764759639015,666.506597316482,1320.2713569555
2011.75,"Undiagnosed Cases","Upper Bound",651.586015938615,668.918800128976,1320.50481606759
2012,"Undiagnosed Cases","Upper Bound",645.758213474709,668.76936531787,1314.52757879258
2012.25,"Undiagnosed Cases","Upper Bound",636.746216105668,665.37971529949,1302.12593140516
2012.5,"Undiagnosed Cases","Upper Bound",627.177099944295,663.698095466285,1290.87519541058
2012.75,"Undiagnosed Cases","Upper Bound",622.265578353612,661.981762532317,1284.24734088593
2013,"Undiagnosed Cases","Upper Bound",615.242059634284,659.392310084981,1274.63436971927
2013.25,"Undiagnosed Cases","Upper Bound",606.366385461577,657.055639404393,1263.42202486597
2013.5,"Undiagnosed Cases","Upper Bound",603.523996777467,656.666818626486,1260.19081540395
2013.75,"Undiagnosed Cases","Upper Bound",601.830852463543,660.546408951316,1262.37726141486
2014,"Undiagnosed Cases","Upper Bound",605.277146692497,660.87350103994,1266.15064773244
2014.25,"Undiagnosed Cases","Upper Bound",600.664020261624,658.258765545893,1258.92278580752
2014.5,"Undiagnosed Cases","Upper Bound",578.597610738237,653.319514014947,1231.91712475318
2014.75,"Undiagnosed Cases","Upper Bound",566.137443313281,649.022314308167,1215.15975762145
2015,"Undiagnosed Cases","Upper Bound",564.305058621477,647.004565779851,1211.30962440133
2015.25,"Undiagnosed Cases","Upper Bound",560.398902074497,644.802595134861,1205.20149720936
2015.5,"Undiagnosed Cases","Upper Bound",551.612529564725,649.311755200845,1200.92428476557
2015.75,"Undiagnosed Cases","Upper Bound",541.322141727942,651.681280810439,1193.00342253838
2016,"Undiagnosed Cases","Upper Bound",530.597335231151,651.058422383363,1181.65575761451
2016.25,"Undiagnosed Cases","Upper Bound",520.182418026089,652.705827499481,1172.88824552557
2016.5,"Undiagnosed Cases","Upper Bound",513.810069617762,652.290605071443,1166.10067468921
2016.75,"Undiagnosed Cases","Upper Bound",509.262617385423,651.949484250153,1161.21210163558
2017,"Undiagnosed Cases","Upper Bound",511.03645325237,650.139847840527,1161.1763010929
2017.25,"Undiagnosed Cases","Upper Bound",511.668353501867,648.706784979386,1160.37513848125
2017.5,"Undiagnosed Cases","Upper Bound",505.40074704513,649.35341575466,1154.75416279979
2017.75,"Undiagnosed Cases","Upper Bound",498.226483288267,648.471484736604,1146.69796802487
