"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"MSM",2015,"Base Case","Undiagnosed Fraction (%)",7.1,7.3,7.4
"MSM",2015,"Upper Bound","Undiagnosed Cases",625.5,639.4,648.5
"MSM",2015,"Upper Bound","True Prevalence",4774.5,4788.4,4797.5
"MSM",2015,"Upper Bound","Undiagnosed Fraction (%)",13.1,13.4,13.5
"MSM",2016,"PLWHA","PLWHA",NA,4286,NA
"MSM",2016,"Base Case","Undiagnosed Cases",310.7,314.3,317.6
"MSM",2016,"Base Case","True Prevalence",4596.7,4600.3,4603.6
"MSM",2016,"Base Case","Undiagnosed Fraction (%)",6.8,6.8,6.9
"MSM",2016,"Upper Bound","Undiagnosed Cases",619.5,623.8,627
"MSM",2016,"Upper Bound","True Prevalence",4905.5,4909.8,4913
"MSM",2016,"Upper Bound","Undiagnosed Fraction (%)",12.6,12.7,12.8
"MSM",2017,"PLWHA","PLWHA",NA,4554,NA
"MSM",2017,"Base Case","Undiagnosed Cases",313.9,315.9,318.9
"MSM",2017,"Base Case","True Prevalence",4867.9,4869.9,4872.9
"MSM",2017,"Base Case","Undiagnosed Fraction (%)",6.4,6.5,6.5
"MSM",2017,"Upper Bound","Undiagnosed Cases",618.5,621.8,626.8
"MSM",2017,"Upper Bound","True Prevalence",5172.5,5175.8,5180.8
"MSM",2017,"Upper Bound","Undiagnosed Fraction (%)",12,12,12.1
"Total-stratified",2010,"PLWHA","PLWHA",NA,4576,NA
"Total-stratified",2010,"Base Case","Undiagnosed Cases",771.4,778.7,786.4
"Total-stratified",2010,"Base Case","True Prevalence",5347.4,5354.7,5362.4
"Total-stratified",2010,"Base Case","Undiagnosed Fraction (%)",14.4,14.5,14.7
"Total-stratified",2010,"Upper Bound","Undiagnosed Cases",1492,1500,1509
"Total-stratified",2010,"Upper Bound","True Prevalence",6068,6076,6085
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",24.6,24.7,24.8
"Total-stratified",2011,"PLWHA","PLWHA",NA,4793,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",756.2,759.6,764.2
"Total-stratified",2011,"Base Case","True Prevalence",5549.2,5552.6,5557.2
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",13.6,13.7,13.8
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",1474,1477,1481
"Total-stratified",2011,"Upper Bound","True Prevalence",6267,6270,6274
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",23.5,23.6,23.6
"Total-stratified",2012,"PLWHA","PLWHA",NA,4934,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",714.8,726.7,744.3
"Total-stratified",2012,"Base Case","True Prevalence",5648.8,5660.7,5678.3
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",12.7,12.8,13.1
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",1431,1441,1459
"Total-stratified",2012,"Upper Bound","True Prevalence",6365,6375,6393
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",22.5,22.6,22.8
"Total-stratified",2013,"PLWHA","PLWHA",NA,5139,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",698,705.4,712.4
"Total-stratified",2013,"Base Case","True Prevalence",5837,5844.4,5851.4
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",12,12.1,12.2
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",1419,1425,1430
"Total-stratified",2013,"Upper Bound","True Prevalence",6558,6564,6569
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",21.6,21.7,21.8
"Total-stratified",2014,"PLWHA","PLWHA",NA,5185,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",693,698.3,705.8
"Total-stratified",2014,"Base Case","True Prevalence",5878,5883.3,5890.8
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",11.8,11.9,12
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",1417,1427,1440
"Total-stratified",2014,"Upper Bound","True Prevalence",6602,6612,6625
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",21.5,21.6,21.7
"Total-stratified",2015,"PLWHA","PLWHA",NA,5472,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",718.2,727.4,733.5
"Total-stratified",2015,"Base Case","True Prevalence",6190.2,6199.4,6205.5
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",11.6,11.7,11.8
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",1450,1458,1467
"Total-stratified",2015,"Upper Bound","True Prevalence",6922,6930,6939
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",20.9,21,21.1
"Total-stratified",2016,"PLWHA","PLWHA",NA,5668,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",722.5,727.6,732.5
"Total-stratified",2016,"Base Case","True Prevalence",6390.5,6395.6,6400.5
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",11.3,11.4,11.4
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",1444,1447,1449
"Total-stratified",2016,"Upper Bound","True Prevalence",7112,7115,7117
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",20.3,20.3,20.4
"Total-stratified",2017,"PLWHA","PLWHA",NA,6026,NA
"Total-stratified",2017,"Base Case","Undiagnosed Cases",734.8,736.9,738.9
"Total-stratified",2017,"Base Case","True Prevalence",6760.8,6762.9,6764.9
"Total-stratified",2017,"Base Case","Undiagnosed Fraction (%)",10.9,10.9,10.9
"Total-stratified",2017,"Upper Bound","Undiagnosed Cases",1447,1448,1449
"Total-stratified",2017,"Upper Bound","True Prevalence",7473,7474,7475
"Total-stratified",2017,"Upper Bound","Undiagnosed Fraction (%)",19.4,19.4,19.4
