"time","group","var","non-MSM","MSM","value"
2008.75,"Diagnoses and Incidence","Base Case",22.8459478141169,32.3209318817568,55.1668796958737
2009,"Diagnoses and Incidence","Base Case",22.4203430733278,32.3047581802137,54.7251012535416
2009.25,"Diagnoses and Incidence","Base Case",21.8781070736871,31.776057931908,53.6541650055951
2009.5,"Diagnoses and Incidence","Base Case",21.1431017381815,31.3951875613364,52.5382892995179
2009.75,"Diagnoses and Incidence","Base Case",20.60104902519,31.314314161329,51.915363186519
2010,"Diagnoses and Incidence","Base Case",20.1129081015654,31.4568452416181,51.5697533431835
2010.25,"Diagnoses and Incidence","Base Case",19.4705531890784,31.5880045421318,51.0585577312102
2010.5,"Diagnoses and Incidence","Base Case",19.0270177165469,31.6954449496373,50.7224626661842
2010.75,"Diagnoses and Incidence","Base Case",18.5771779794388,31.7317090475543,50.3088870269931
2011,"Diagnoses and Incidence","Base Case",18.256537372188,31.5983712004769,49.8549085726649
2011.25,"Diagnoses and Incidence","Base Case",18.1077004438468,30.9883508651605,49.0960513090073
2011.5,"Diagnoses and Incidence","Base Case",18.1875547133808,30.5026476530247,48.6902023664055
2011.75,"Diagnoses and Incidence","Base Case",18.2426176714799,30.1897558837997,48.4323735552796
2012,"Diagnoses and Incidence","Base Case",18.061780148981,29.6298579446261,47.6916380936071
2012.25,"Diagnoses and Incidence","Base Case",17.7384381481331,28.9091463441905,46.6475844923237
2012.5,"Diagnoses and Incidence","Base Case",17.5171286239183,27.9983471667196,45.515475790638
2012.75,"Diagnoses and Incidence","Base Case",17.4985475425831,27.3414880831673,44.8400356257505
2013,"Diagnoses and Incidence","Base Case",17.6158077988788,26.9891720348671,44.6049798337459
2013.25,"Diagnoses and Incidence","Base Case",18.0063637148623,26.5445235999081,44.5508873147704
2013.5,"Diagnoses and Incidence","Base Case",18.557598466952,26.1508136934615,44.7084121604135
2013.75,"Diagnoses and Incidence","Base Case",19.2910124263565,25.8058793633908,45.0968917897473
2014,"Diagnoses and Incidence","Base Case",20.1169732289102,25.4999991527924,45.6169723817026
2014.25,"Diagnoses and Incidence","Base Case",21.1255502498494,25.5463239515686,46.671874201418
2014.5,"Diagnoses and Incidence","Base Case",22.2437460476949,26.056372023977,48.3001180716719
2014.75,"Diagnoses and Incidence","Base Case",23.3991346231431,26.977390805601,50.3765254287441
2015,"Diagnoses and Incidence","Base Case",24.5353057734608,28.0983481393439,52.6336539128047
2015.25,"Diagnoses and Incidence","Base Case",25.7644919049431,29.1755905424936,54.9400824474367
2015.5,"Diagnoses and Incidence","Base Case",26.8919832653967,29.5145467721381,56.4065300375349
2015.75,"Diagnoses and Incidence","Base Case",27.6484697365566,29.1686051748032,56.8170749113599
2016,"Diagnoses and Incidence","Base Case",28.1381260648834,28.7306207189181,56.8687467838015
2016.25,"Diagnoses and Incidence","Base Case",28.3487941401458,28.4942034358382,56.842997575984
2016.5,"Diagnoses and Incidence","Base Case",28.3733390300204,28.7383102301344,57.1116492601547
2016.75,"Diagnoses and Incidence","Base Case",28.2936068186817,28.9619782577461,57.2555850764278
2017,"Diagnoses and Incidence","Base Case",28.1256078167136,29.2208228510704,57.3464306677841
2017.25,"Diagnoses and Incidence","Base Case",27.991324388719,29.2858287504892,57.2771531392082
2017.5,"Diagnoses and Incidence","Base Case",27.9429674944371,29.205490951517,57.148458445954
2017.75,"Diagnoses and Incidence","Base Case",27.8350175299583,29.1402594398175,56.9752769697759
2005,"Undiagnosed Cases","Base Case",456.133759222513,370.912514434791,827.046273657304
2005.25,"Undiagnosed Cases","Base Case",455.630929645282,370.848851479833,826.479781125115
2005.5,"Undiagnosed Cases","Base Case",457.354538671128,369.178235591917,826.532774263045
2005.75,"Undiagnosed Cases","Base Case",455.25826992742,370.190440650255,825.448710577675
2006,"Undiagnosed Cases","Base Case",458.657728199673,370.759513303148,829.417241502821
2006.25,"Undiagnosed Cases","Base Case",462.911860211445,368.845300166753,831.757160378198
2006.5,"Undiagnosed Cases","Base Case",465.85264966066,367.575769666251,833.428419326912
2006.75,"Undiagnosed Cases","Base Case",466.722902521556,372.728992458488,839.451894980045
2007,"Undiagnosed Cases","Base Case",459.888131769225,374.033729940016,833.921861709241
2007.25,"Undiagnosed Cases","Base Case",455.8922772153,369.302131490998,825.194408706298
2007.5,"Undiagnosed Cases","Base Case",454.56330186746,364.17240550366,818.73570737112
2007.75,"Undiagnosed Cases","Base Case",451.530819419887,362.730066180024,814.260885599911
2008,"Undiagnosed Cases","Base Case",452.741965453147,365.632705839299,818.374671292446
2008.25,"Undiagnosed Cases","Base Case",452.854260914045,364.860278338548,817.714539252593
2008.5,"Undiagnosed Cases","Base Case",450.059761888915,359.075088371719,809.134850260634
2008.75,"Undiagnosed Cases","Base Case",448.203352555427,365.176452932017,813.379805487444
2009,"Undiagnosed Cases","Base Case",447.146749749112,364.792509654734,811.939259403846
2009.25,"Undiagnosed Cases","Base Case",440.368401929823,354.628989528649,794.997391458472
2009.5,"Undiagnosed Cases","Base Case",433.695623782909,353.140407252717,786.836031035627
2009.75,"Undiagnosed Cases","Base Case",434.074579788687,355.555498042834,789.63007783152
2010,"Undiagnosed Cases","Base Case",428.807853213973,357.583818493254,786.391671707227
2010.25,"Undiagnosed Cases","Base Case",422.504198260724,357.321607163013,779.825805423736
2010.5,"Undiagnosed Cases","Base Case",419.055216091569,357.968188249834,777.023404341404
2010.75,"Undiagnosed Cases","Base Case",411.652365984286,359.776197337458,771.428563321744
2011,"Undiagnosed Cases","Base Case",407.781592339569,356.386996866707,764.168589206276
2011.25,"Undiagnosed Cases","Base Case",408.56107041626,347.604832799526,756.165903215786
2011.5,"Undiagnosed Cases","Base Case",411.338789991927,349.053205409153,760.39199540108
2011.75,"Undiagnosed Cases","Base Case",406.942077000238,350.734340092531,757.676417092769
2012,"Undiagnosed Cases","Base Case",397.518611346997,346.8171474767,744.335758823697
2012.25,"Undiagnosed Cases","Base Case",388.895045929786,340.825323759987,729.720369689773
2012.5,"Undiagnosed Cases","Base Case",384.701904538544,333.401672104256,718.1035766428
2012.75,"Undiagnosed Cases","Base Case",381.225018002044,333.57781319598,714.802831198023
2013,"Undiagnosed Cases","Base Case",378.877931654958,333.565366666745,712.443298321703
2013.25,"Undiagnosed Cases","Base Case",378.805615152437,328.839452195546,707.645067347983
2013.5,"Undiagnosed Cases","Base Case",377.687019179629,325.735153956462,703.422173136092
2013.75,"Undiagnosed Cases","Base Case",377.120932459009,320.839462716657,697.960395175666
2014,"Undiagnosed Cases","Base Case",377.503134374366,315.54321334912,693.046347723486
2014.25,"Undiagnosed Cases","Base Case",380.665498246463,314.220251118314,694.885749364777
2014.5,"Undiagnosed Cases","Base Case",383.243746907278,316.134942415641,699.378689322919
2014.75,"Undiagnosed Cases","Base Case",385.732779456847,320.033571109962,705.766350566809
2015,"Undiagnosed Cases","Base Case",391.311620362552,326.877586315466,718.189206678018
2015.25,"Undiagnosed Cases","Base Case",401.600098846142,331.861169673152,733.461268519294
2015.5,"Undiagnosed Cases","Base Case",407.987454500175,324.918613227001,732.906067727176
2015.75,"Undiagnosed Cases","Base Case",409.611376812784,315.624177640149,725.235554452933
2016,"Undiagnosed Cases","Base Case",411.819509079596,310.696575276063,722.516084355659
2016.25,"Undiagnosed Cases","Base Case",412.723544854181,311.952355223985,724.675900078166
2016.5,"Undiagnosed Cases","Base Case",413.688593379323,316.808148689838,730.496742069161
2016.75,"Undiagnosed Cases","Base Case",414.981651488118,317.56637846578,732.548029953898
2017,"Undiagnosed Cases","Base Case",415.917583632201,318.920035116567,734.837618748769
2017.25,"Undiagnosed Cases","Base Case",419.927852372169,316.557173818961,736.48502619113
2017.5,"Undiagnosed Cases","Base Case",423.203846466347,314.17443366305,737.378280129397
2017.75,"Undiagnosed Cases","Base Case",424.937899057723,313.934524301871,738.872423359594
2005,"Diagnoses and Incidence","Upper Bound",24.3562555226708,34.1812986516713,58.5375541743421
2005.25,"Diagnoses and Incidence","Upper Bound",24.3062766558727,34.1471775202546,58.4534541761273
2005.5,"Diagnoses and Incidence","Upper Bound",24.2480644080948,34.0582968164744,58.3063612245691
2005.75,"Diagnoses and Incidence","Upper Bound",24.177740685383,33.9608788580194,58.1386195434024
2006,"Diagnoses and Incidence","Upper Bound",24.1263058540078,33.8672163937107,57.9935222477185
2006.25,"Diagnoses and Incidence","Upper Bound",24.0303705539836,33.769228827869,57.7995993818526
2006.5,"Diagnoses and Incidence","Upper Bound",23.919105101415,33.6724946253261,57.5915997267411
2006.75,"Diagnoses and Incidence","Upper Bound",23.7727019551436,33.5992740215252,57.3719759766688
2007,"Diagnoses and Incidence","Upper Bound",23.5310625539983,33.3940506374802,56.9251131914785
2007.25,"Diagnoses and Incidence","Upper Bound",23.2412434138678,33.0694233668272,56.3106667806949
2007.5,"Diagnoses and Incidence","Upper Bound",22.908251369231,32.6962749435059,55.6045263127369
2007.75,"Diagnoses and Incidence","Upper Bound",22.5897284451035,32.3583570726779,54.9480855177814
2008,"Diagnoses and Incidence","Upper Bound",22.3202681674423,32.1473936119342,54.4676617793765
2008.25,"Diagnoses and Incidence","Upper Bound",22.0085211341151,31.8900039172794,53.8985250513945
2008.5,"Diagnoses and Incidence","Upper Bound",21.6557475620258,31.6054045757975,53.2611521378233
2008.75,"Diagnoses and Incidence","Upper Bound",21.3608881950394,31.4049692252141,52.7658574202535
2009,"Diagnoses and Incidence","Upper Bound",21.045414659455,31.0920881615938,52.1375028210488
2009.25,"Diagnoses and Incidence","Upper Bound",20.6417188320607,30.7487730665711,51.3904918986319
2009.5,"Diagnoses and Incidence","Upper Bound",20.3115074780162,30.5425975394666,50.8541050174827
2009.75,"Diagnoses and Incidence","Upper Bound",20.0762126323776,30.4923002009803,50.5685128333579
2010,"Diagnoses and Incidence","Upper Bound",19.805758758066,30.4619966721733,50.2677554302393
2010.25,"Diagnoses and Incidence","Upper Bound",19.5530805982894,30.4131149002795,49.9661954985689
2010.5,"Diagnoses and Incidence","Upper Bound",19.3954149850829,30.2667780013066,49.6621929863895
2010.75,"Diagnoses and Incidence","Upper Bound",19.3313238128751,30.0575389195138,49.3888627323889
2011,"Diagnoses and Incidence","Upper Bound",19.2890333167556,29.6529381146886,48.9419714314442
2011.25,"Diagnoses and Incidence","Upper Bound",19.3260607085565,29.1360058721854,48.4620665807418
2011.5,"Diagnoses and Incidence","Upper Bound",19.4316625468238,28.7060490921435,48.1377116389673
2011.75,"Diagnoses and Incidence","Upper Bound",19.5205791456013,28.1998034226217,47.7203825682229
2012,"Diagnoses and Incidence","Upper Bound",19.5161470207032,27.5757125976549,47.091859618358
2012.25,"Diagnoses and Incidence","Upper Bound",19.5549006146737,26.8931356164415,46.4480362311152
2012.5,"Diagnoses and Incidence","Upper Bound",19.6918216396342,26.2530583305387,45.9448799701729
2012.75,"Diagnoses and Incidence","Upper Bound",19.925707917036,25.8397154770403,45.7654233940763
2013,"Diagnoses and Incidence","Upper Bound",20.2651344732027,25.492300108212,45.7574345814147
2013.25,"Diagnoses and Incidence","Upper Bound",20.7357890985995,25.1821933860668,45.9179824846663
2013.5,"Diagnoses and Incidence","Upper Bound",21.3268318397713,24.9533879217425,46.2802197615138
2013.75,"Diagnoses and Incidence","Upper Bound",21.9714699391423,24.8470911001015,46.8185610392438
2014,"Diagnoses and Incidence","Upper Bound",22.6423445284486,24.95903387148,47.6013783999286
2014.25,"Diagnoses and Incidence","Upper Bound",23.3851541424977,25.3776299542882,48.7627840967859
2014.5,"Diagnoses and Incidence","Upper Bound",24.1366101345238,26.0725727432409,50.2091828777647
2014.75,"Diagnoses and Incidence","Upper Bound",24.8273136513446,26.8512460568661,51.6785597082107
2015,"Diagnoses and Incidence","Upper Bound",25.482074839797,27.5717693115139,53.0538441513109
2015.25,"Diagnoses and Incidence","Upper Bound",26.0977481371445,27.9849185627861,54.0826666999306
2015.5,"Diagnoses and Incidence","Upper Bound",26.581999079871,27.9855522898577,54.5675513697287
2015.75,"Diagnoses and Incidence","Upper Bound",26.8969782198021,27.8218030061611,54.7187812259632
2016,"Diagnoses and Incidence","Upper Bound",27.0772510997173,27.707330116061,54.7845812157783
2016.25,"Diagnoses and Incidence","Upper Bound",27.1534690325028,27.8039229764951,54.9573920089979
2016.5,"Diagnoses and Incidence","Upper Bound",27.1697199763245,27.9941666357548,55.1638866120793
2016.75,"Diagnoses and Incidence","Upper Bound",27.1276684077884,28.1605494611026,55.288217868891
2017,"Diagnoses and Incidence","Upper Bound",27.0749265870846,28.2598660030379,55.3347925901225
2017.25,"Diagnoses and Incidence","Upper Bound",27.0492637904531,28.2584301225958,55.3076939130489
2017.5,"Diagnoses and Incidence","Upper Bound",27.0190867633109,28.2198496217925,55.2389363851033
2017.75,"Diagnoses and Incidence","Upper Bound",26.9965248093625,28.2037092103092,55.2002340196717
2005,"Undiagnosed Cases","Upper Bound",864.124044645697,729.896651948398,1594.02069659409
2005.25,"Undiagnosed Cases","Upper Bound",863.970987362433,728.917231847395,1592.88821920983
2005.5,"Undiagnosed Cases","Upper Bound",864.778405817778,727.033129300526,1591.8115351183
2005.75,"Undiagnosed Cases","Upper Bound",862.365392782609,727.467968576373,1589.83336135898
2006,"Undiagnosed Cases","Upper Bound",865.206993001342,727.363967908345,1592.57096090969
2006.25,"Undiagnosed Cases","Upper Bound",867.811568373686,724.12424924822,1591.93581762191
2006.5,"Undiagnosed Cases","Upper Bound",868.89926689238,723.637932860461,1592.53719975284
2006.75,"Undiagnosed Cases","Upper Bound",866.625253014154,728.623791645551,1595.24904465971
2007,"Undiagnosed Cases","Upper Bound",856.883499370396,727.814887461473,1584.69838683187
2007.25,"Undiagnosed Cases","Upper Bound",851.325824143176,720.70482647849,1572.03065062167
2007.5,"Undiagnosed Cases","Upper Bound",847.668147864911,714.670351487523,1562.33849935243
2007.75,"Undiagnosed Cases","Upper Bound",843.036544375621,712.706762236792,1555.74330661241
2008,"Undiagnosed Cases","Upper Bound",843.045892451558,716.152317878644,1559.1982103302
2008.25,"Undiagnosed Cases","Upper Bound",841.235275836052,712.715554361946,1553.950830198
2008.5,"Undiagnosed Cases","Upper Bound",836.140426571978,707.288667927648,1543.42909449963
2008.75,"Undiagnosed Cases","Upper Bound",833.08959949306,713.899627428081,1546.98922692114
2009,"Undiagnosed Cases","Upper Bound",830.506544306292,709.180708845192,1539.68725315148
2009.25,"Undiagnosed Cases","Upper Bound",821.34505131885,698.085878123775,1519.43092944262
2009.5,"Undiagnosed Cases","Upper Bound",814.271111498859,696.676077817785,1510.94718931664
2009.75,"Undiagnosed Cases","Upper Bound",814.488610296168,699.546241055645,1514.03485135181
2010,"Undiagnosed Cases","Upper Bound",808.224044532801,700.621230820664,1508.84527535346
2010.25,"Undiagnosed Cases","Upper Bound",802.405630493186,699.626947772466,1502.03257826565
2010.5,"Undiagnosed Cases","Upper Bound",798.938104700946,698.774329999511,1497.71243470046
2010.75,"Undiagnosed Cases","Upper Bound",792.68516416366,699.006130735207,1491.69129489887
2011,"Undiagnosed Cases","Upper Bound",790.1682076106,691.325119541332,1481.49332715193
2011.25,"Undiagnosed Cases","Upper Bound",792.729199193094,680.954181938376,1473.68338113147
2011.5,"Undiagnosed Cases","Upper Bound",796.725674074079,682.09810744496,1478.82378151904
2011.75,"Undiagnosed Cases","Upper Bound",793.110647493632,680.962449705215,1474.07309719885
2012,"Undiagnosed Cases","Upper Bound",784.458167576211,674.360631050958,1458.81879862717
2012.25,"Undiagnosed Cases","Upper Bound",777.629062607727,665.025099562891,1442.65416217062
2012.5,"Undiagnosed Cases","Upper Bound",775.938911970779,656.087599893321,1432.0265118641
2012.75,"Undiagnosed Cases","Upper Bound",774.943927750117,656.086548937864,1431.03047668798
2013,"Undiagnosed Cases","Upper Bound",775.677083293475,653.888584449733,1429.56566774321
2013.25,"Undiagnosed Cases","Upper Bound",778.413489777515,647.661270893833,1426.07476067135
2013.5,"Undiagnosed Cases","Upper Bound",780.511595576135,643.003228539799,1423.51482411593
2013.75,"Undiagnosed Cases","Upper Bound",782.867642295137,636.265775416159,1419.1334177113
2014,"Undiagnosed Cases","Upper Bound",786.184096290086,630.694042586523,1416.87813887661
2014.25,"Undiagnosed Cases","Upper Bound",792.028670772646,630.169061688371,1422.19773246102
2014.5,"Undiagnosed Cases","Upper Bound",796.958402034461,633.805020606693,1430.76342264115
2014.75,"Undiagnosed Cases","Upper Bound",800.964034965999,638.96855349822,1439.93258846422
2015,"Undiagnosed Cases","Upper Bound",808.14516632258,646.735305162895,1454.88047148548
2015.25,"Undiagnosed Cases","Upper Bound",818.928720782828,648.529085769703,1467.45780655253
2015.5,"Undiagnosed Cases","Upper Bound",823.910474019221,636.934730408406,1460.84520442763
2015.75,"Undiagnosed Cases","Upper Bound",824.031935845009,625.482366182076,1449.51430202709
2016,"Undiagnosed Cases","Upper Bound",824.172551944891,619.520107974209,1443.6926599191
2016.25,"Undiagnosed Cases","Upper Bound",823.151559573806,622.303287697245,1445.45484727105
2016.5,"Undiagnosed Cases","Upper Bound",822.63797716029,626.431077908699,1449.06905506899
2016.75,"Undiagnosed Cases","Upper Bound",822.32354876874,626.969383243483,1449.29293201222
2017,"Undiagnosed Cases","Upper Bound",822.251772446768,626.798728461399,1449.05050090817
2017.25,"Undiagnosed Cases","Upper Bound",825.82539896431,622.767111265162,1448.59251022947
2017.5,"Undiagnosed Cases","Upper Bound",827.803292422215,619.36032557673,1447.16361799895
2017.75,"Undiagnosed Cases","Upper Bound",829.177984647953,618.472996416521,1447.65098106447
