"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"MSM Inside KC",2017,"Upper Bound","Undiagnosed Fraction (%)",8.7,8.8,8.9
"non-MSM Inside KC",2010,"PLWHA","PLWHA",NA,1614,NA
"non-MSM Inside KC",2010,"Base Case","Undiagnosed Cases",340.5,342.5,345.4
"non-MSM Inside KC",2010,"Base Case","True Prevalence",1954.5,1956.5,1959.4
"non-MSM Inside KC",2010,"Base Case","Undiagnosed Fraction (%)",17.4,17.5,17.6
"non-MSM Inside KC",2010,"Upper Bound","Undiagnosed Cases",665.5,666,667.2
"non-MSM Inside KC",2010,"Upper Bound","True Prevalence",2279.5,2280,2281.2
"non-MSM Inside KC",2010,"Upper Bound","Undiagnosed Fraction (%)",29.2,29.2,29.2
"non-MSM Inside KC",2011,"PLWHA","PLWHA",NA,1569,NA
"non-MSM Inside KC",2011,"Base Case","Undiagnosed Cases",336.8,338.7,341.3
"non-MSM Inside KC",2011,"Base Case","True Prevalence",1905.8,1907.7,1910.3
"non-MSM Inside KC",2011,"Base Case","Undiagnosed Fraction (%)",17.7,17.8,17.9
"non-MSM Inside KC",2011,"Upper Bound","Undiagnosed Cases",664,665.9,668.9
"non-MSM Inside KC",2011,"Upper Bound","True Prevalence",2233,2234.9,2237.9
"non-MSM Inside KC",2011,"Upper Bound","Undiagnosed Fraction (%)",29.7,29.8,29.9
"non-MSM Inside KC",2012,"PLWHA","PLWHA",NA,1562,NA
"non-MSM Inside KC",2012,"Base Case","Undiagnosed Cases",339,340,342.1
"non-MSM Inside KC",2012,"Base Case","True Prevalence",1901,1902,1904.1
"non-MSM Inside KC",2012,"Base Case","Undiagnosed Fraction (%)",17.8,17.9,18
"non-MSM Inside KC",2012,"Upper Bound","Undiagnosed Cases",662,665,668.8
"non-MSM Inside KC",2012,"Upper Bound","True Prevalence",2224,2227,2230.8
"non-MSM Inside KC",2012,"Upper Bound","Undiagnosed Fraction (%)",29.8,29.9,30
"non-MSM Inside KC",2013,"PLWHA","PLWHA",NA,1569,NA
"non-MSM Inside KC",2013,"Base Case","Undiagnosed Cases",336.2,337.9,341.4
"non-MSM Inside KC",2013,"Base Case","True Prevalence",1905.2,1906.9,1910.4
"non-MSM Inside KC",2013,"Base Case","Undiagnosed Fraction (%)",17.6,17.7,17.9
"non-MSM Inside KC",2013,"Upper Bound","Undiagnosed Cases",656.7,658.4,660.5
"non-MSM Inside KC",2013,"Upper Bound","True Prevalence",2225.7,2227.4,2229.5
"non-MSM Inside KC",2013,"Upper Bound","Undiagnosed Fraction (%)",29.5,29.6,29.6
"non-MSM Inside KC",2014,"PLWHA","PLWHA",NA,1601,NA
"non-MSM Inside KC",2014,"Base Case","Undiagnosed Cases",336.2,340.5,343.6
"non-MSM Inside KC",2014,"Base Case","True Prevalence",1937.2,1941.5,1944.6
"non-MSM Inside KC",2014,"Base Case","Undiagnosed Fraction (%)",17.4,17.5,17.7
"non-MSM Inside KC",2014,"Upper Bound","Undiagnosed Cases",649,655.4,660.9
"non-MSM Inside KC",2014,"Upper Bound","True Prevalence",2250,2256.4,2261.9
"non-MSM Inside KC",2014,"Upper Bound","Undiagnosed Fraction (%)",28.8,29,29.2
"non-MSM Inside KC",2015,"PLWHA","PLWHA",NA,1616,NA
"non-MSM Inside KC",2015,"Base Case","Undiagnosed Cases",332.4,335.8,339.5
"non-MSM Inside KC",2015,"Base Case","True Prevalence",1948.4,1951.8,1955.5
"non-MSM Inside KC",2015,"Base Case","Undiagnosed Fraction (%)",17.1,17.2,17.4
"non-MSM Inside KC",2015,"Upper Bound","Undiagnosed Cases",644.8,648.2,651.7
"non-MSM Inside KC",2015,"Upper Bound","True Prevalence",2260.8,2264.2,2267.7
"non-MSM Inside KC",2015,"Upper Bound","Undiagnosed Fraction (%)",28.5,28.6,28.7
"non-MSM Inside KC",2016,"PLWHA","PLWHA",NA,1649,NA
"non-MSM Inside KC",2016,"Base Case","Undiagnosed Cases",339.1,341.1,342.2
"non-MSM Inside KC",2016,"Base Case","True Prevalence",1988.1,1990.1,1991.2
"non-MSM Inside KC",2016,"Base Case","Undiagnosed Fraction (%)",17.1,17.1,17.2
"non-MSM Inside KC",2016,"Upper Bound","Undiagnosed Cases",651.1,652,652.7
"non-MSM Inside KC",2016,"Upper Bound","True Prevalence",2300.1,2301,2301.7
"non-MSM Inside KC",2016,"Upper Bound","Undiagnosed Fraction (%)",28.3,28.3,28.4
"non-MSM Inside KC",2017,"PLWHA","PLWHA",NA,1687,NA
"non-MSM Inside KC",2017,"Base Case","Undiagnosed Cases",340.6,341.6,342.1
"non-MSM Inside KC",2017,"Base Case","True Prevalence",2027.6,2028.6,2029.1
"non-MSM Inside KC",2017,"Base Case","Undiagnosed Fraction (%)",16.8,16.8,16.9
"non-MSM Inside KC",2017,"Upper Bound","Undiagnosed Cases",648.5,649.2,650.1
"non-MSM Inside KC",2017,"Upper Bound","True Prevalence",2335.5,2336.2,2337.1
"non-MSM Inside KC",2017,"Upper Bound","Undiagnosed Fraction (%)",27.8,27.8,27.8
"non-MSM Outside KC",2010,"PLWHA","PLWHA",NA,1127,NA
"non-MSM Outside KC",2010,"Base Case","Undiagnosed Cases",411.7,420.5,428.8
"non-MSM Outside KC",2010,"Base Case","True Prevalence",1538.7,1547.5,1555.8
"non-MSM Outside KC",2010,"Base Case","Undiagnosed Fraction (%)",26.8,27.2,27.6
"non-MSM Outside KC",2010,"Upper Bound","Undiagnosed Cases",792.7,800.6,808.2
"non-MSM Outside KC",2010,"Upper Bound","True Prevalence",1919.7,1927.6,1935.2
"non-MSM Outside KC",2010,"Upper Bound","Undiagnosed Fraction (%)",41.3,41.5,41.8
"non-MSM Outside KC",2011,"PLWHA","PLWHA",NA,1177,NA
"non-MSM Outside KC",2011,"Base Case","Undiagnosed Cases",406.9,408.7,411.3
"non-MSM Outside KC",2011,"Base Case","True Prevalence",1583.9,1585.7,1588.3
"non-MSM Outside KC",2011,"Base Case","Undiagnosed Fraction (%)",25.7,25.8,25.9
"non-MSM Outside KC",2011,"Upper Bound","Undiagnosed Cases",790.2,793.2,796.7
"non-MSM Outside KC",2011,"Upper Bound","True Prevalence",1967.2,1970.2,1973.7
"non-MSM Outside KC",2011,"Upper Bound","Undiagnosed Fraction (%)",40.2,40.3,40.4
"non-MSM Outside KC",2012,"PLWHA","PLWHA",NA,1208,NA
"non-MSM Outside KC",2012,"Base Case","Undiagnosed Cases",381.2,388.1,397.5
"non-MSM Outside KC",2012,"Base Case","True Prevalence",1589.2,1596.1,1605.5
"non-MSM Outside KC",2012,"Base Case","Undiagnosed Fraction (%)",24,24.3,24.8
"non-MSM Outside KC",2012,"Upper Bound","Undiagnosed Cases",774.9,778.2,784.5
"non-MSM Outside KC",2012,"Upper Bound","True Prevalence",1982.9,1986.2,1992.5
"non-MSM Outside KC",2012,"Upper Bound","Undiagnosed Fraction (%)",39.1,39.2,39.4
"non-MSM Outside KC",2013,"PLWHA","PLWHA",NA,1243,NA
"non-MSM Outside KC",2013,"Base Case","Undiagnosed Cases",377.1,378.1,378.9
"non-MSM Outside KC",2013,"Base Case","True Prevalence",1620.1,1621.1,1621.9
"non-MSM Outside KC",2013,"Base Case","Undiagnosed Fraction (%)",23.3,23.3,23.4
"non-MSM Outside KC",2013,"Upper Bound","Undiagnosed Cases",775.7,779.4,782.9
"non-MSM Outside KC",2013,"Upper Bound","True Prevalence",2018.7,2022.4,2025.9
"non-MSM Outside KC",2013,"Upper Bound","Undiagnosed Fraction (%)",38.4,38.5,38.6
"non-MSM Outside KC",2014,"PLWHA","PLWHA",NA,1258,NA
"non-MSM Outside KC",2014,"Base Case","Undiagnosed Cases",377.5,381.8,385.7
"non-MSM Outside KC",2014,"Base Case","True Prevalence",1635.5,1639.8,1643.7
"non-MSM Outside KC",2014,"Base Case","Undiagnosed Fraction (%)",23.1,23.3,23.5
"non-MSM Outside KC",2014,"Upper Bound","Undiagnosed Cases",786.2,794,801
"non-MSM Outside KC",2014,"Upper Bound","True Prevalence",2044.2,2052,2059
"non-MSM Outside KC",2014,"Upper Bound","Undiagnosed Fraction (%)",38.5,38.7,38.9
"non-MSM Outside KC",2015,"PLWHA","PLWHA",NA,1323,NA
"non-MSM Outside KC",2015,"Base Case","Undiagnosed Cases",391.3,402.6,409.6
"non-MSM Outside KC",2015,"Base Case","True Prevalence",1714.3,1725.6,1732.6
"non-MSM Outside KC",2015,"Base Case","Undiagnosed Fraction (%)",22.8,23.3,23.6
"non-MSM Outside KC",2015,"Upper Bound","Undiagnosed Cases",808.1,818.8,824
"non-MSM Outside KC",2015,"Upper Bound","True Prevalence",2131.1,2141.8,2147
"non-MSM Outside KC",2015,"Upper Bound","Undiagnosed Fraction (%)",37.9,38.2,38.4
"non-MSM Outside KC",2016,"PLWHA","PLWHA",NA,1382,NA
"non-MSM Outside KC",2016,"Base Case","Undiagnosed Cases",411.8,413.3,415
"non-MSM Outside KC",2016,"Base Case","True Prevalence",1793.8,1795.3,1797
"non-MSM Outside KC",2016,"Base Case","Undiagnosed Fraction (%)",23,23,23.1
"non-MSM Outside KC",2016,"Upper Bound","Undiagnosed Cases",822.3,823.1,824.2
"non-MSM Outside KC",2016,"Upper Bound","True Prevalence",2204.3,2205.1,2206.2
"non-MSM Outside KC",2016,"Upper Bound","Undiagnosed Fraction (%)",37.3,37.3,37.4
"non-MSM Outside KC",2017,"PLWHA","PLWHA",NA,1472,NA
"non-MSM Outside KC",2017,"Base Case","Undiagnosed Cases",415.9,421,424.9
"non-MSM Outside KC",2017,"Base Case","True Prevalence",1887.9,1893,1896.9
"non-MSM Outside KC",2017,"Base Case","Undiagnosed Fraction (%)",22,22.2,22.4
"non-MSM Outside KC",2017,"Upper Bound","Undiagnosed Cases",822.3,826.3,829.2
"non-MSM Outside KC",2017,"Upper Bound","True Prevalence",2294.3,2298.3,2301.2
"non-MSM Outside KC",2017,"Upper Bound","Undiagnosed Fraction (%)",35.8,36,36
"MSM Outside KC",2010,"PLWHA","PLWHA",NA,3449,NA
"MSM Outside KC",2010,"Base Case","Undiagnosed Cases",357.3,358.2,359.8
"MSM Outside KC",2010,"Base Case","True Prevalence",3806.3,3807.2,3808.8
"MSM Outside KC",2010,"Base Case","Undiagnosed Fraction (%)",9.4,9.4,9.4
"MSM Outside KC",2010,"Upper Bound","Undiagnosed Cases",698.8,699.5,700.6
"MSM Outside KC",2010,"Upper Bound","True Prevalence",4147.8,4148.5,4149.6
"MSM Outside KC",2010,"Upper Bound","Undiagnosed Fraction (%)",16.8,16.9,16.9
"MSM Outside KC",2011,"PLWHA","PLWHA",NA,3616,NA
"MSM Outside KC",2011,"Base Case","Undiagnosed Cases",347.6,350.9,356.4
"MSM Outside KC",2011,"Base Case","True Prevalence",3963.6,3966.9,3972.4
"MSM Outside KC",2011,"Base Case","Undiagnosed Fraction (%)",8.8,8.8,9
"MSM Outside KC",2011,"Upper Bound","Undiagnosed Cases",681,683.8,691.3
"MSM Outside KC",2011,"Upper Bound","True Prevalence",4297,4299.8,4307.3
"MSM Outside KC",2011,"Upper Bound","Undiagnosed Fraction (%)",15.8,15.9,16
"MSM Outside KC",2012,"PLWHA","PLWHA",NA,3726,NA
"MSM Outside KC",2012,"Base Case","Undiagnosed Cases",333.4,338.7,346.8
"MSM Outside KC",2012,"Base Case","True Prevalence",4059.4,4064.7,4072.8
"MSM Outside KC",2012,"Base Case","Undiagnosed Fraction (%)",8.2,8.3,8.5
"MSM Outside KC",2012,"Upper Bound","Undiagnosed Cases",656.1,662.9,674.4
"MSM Outside KC",2012,"Upper Bound","True Prevalence",4382.1,4388.9,4400.4
"MSM Outside KC",2012,"Upper Bound","Undiagnosed Fraction (%)",15,15.1,15.3
"MSM Outside KC",2013,"PLWHA","PLWHA",NA,3896,NA
"MSM Outside KC",2013,"Base Case","Undiagnosed Cases",320.8,327.2,333.6
"MSM Outside KC",2013,"Base Case","True Prevalence",4216.8,4223.2,4229.6
"MSM Outside KC",2013,"Base Case","Undiagnosed Fraction (%)",7.6,7.7,7.9
"MSM Outside KC",2013,"Upper Bound","Undiagnosed Cases",636.3,645.2,653.9
"MSM Outside KC",2013,"Upper Bound","True Prevalence",4532.3,4541.2,4549.9
"MSM Outside KC",2013,"Upper Bound","Undiagnosed Fraction (%)",14,14.2,14.4
"MSM Outside KC",2014,"PLWHA","PLWHA",NA,3927,NA
"MSM Outside KC",2014,"Base Case","Undiagnosed Cases",314.2,316.5,320
"MSM Outside KC",2014,"Base Case","True Prevalence",4241.2,4243.5,4247
"MSM Outside KC",2014,"Base Case","Undiagnosed Fraction (%)",7.4,7.5,7.5
"MSM Outside KC",2014,"Upper Bound","Undiagnosed Cases",630.2,633.4,639
"MSM Outside KC",2014,"Upper Bound","True Prevalence",4557.2,4560.4,4566
"MSM Outside KC",2014,"Upper Bound","Undiagnosed Fraction (%)",13.8,13.9,14
"MSM Outside KC",2015,"PLWHA","PLWHA",NA,4149,NA
"MSM Outside KC",2015,"Base Case","Undiagnosed Cases",315.6,324.8,331.9
"MSM Outside KC",2015,"Base Case","True Prevalence",4464.6,4473.8,4480.9
"MSM Outside KC",2015,"Base Case","Undiagnosed Fraction (%)",7.1,7.3,7.4
"MSM Outside KC",2015,"Upper Bound","Undiagnosed Cases",625.5,639.4,648.5
"MSM Outside KC",2015,"Upper Bound","True Prevalence",4774.5,4788.4,4797.5
"MSM Outside KC",2015,"Upper Bound","Undiagnosed Fraction (%)",13.1,13.4,13.5
"MSM Outside KC",2016,"PLWHA","PLWHA",NA,4286,NA
"MSM Outside KC",2016,"Base Case","Undiagnosed Cases",310.7,314.3,317.6
"MSM Outside KC",2016,"Base Case","True Prevalence",4596.7,4600.3,4603.6
"MSM Outside KC",2016,"Base Case","Undiagnosed Fraction (%)",6.8,6.8,6.9
"MSM Outside KC",2016,"Upper Bound","Undiagnosed Cases",619.5,623.8,627
"MSM Outside KC",2016,"Upper Bound","True Prevalence",4905.5,4909.8,4913
"MSM Outside KC",2016,"Upper Bound","Undiagnosed Fraction (%)",12.6,12.7,12.8
"MSM Outside KC",2017,"PLWHA","PLWHA",NA,4554,NA
"MSM Outside KC",2017,"Base Case","Undiagnosed Cases",313.9,315.9,318.9
"MSM Outside KC",2017,"Base Case","True Prevalence",4867.9,4869.9,4872.9
"MSM Outside KC",2017,"Base Case","Undiagnosed Fraction (%)",6.4,6.5,6.5
"MSM Outside KC",2017,"Upper Bound","Undiagnosed Cases",618.5,621.8,626.8
"MSM Outside KC",2017,"Upper Bound","True Prevalence",5172.5,5175.8,5180.8
"MSM Outside KC",2017,"Upper Bound","Undiagnosed Fraction (%)",12,12,12.1
"Total-stratified",2010,"PLWHA","PLWHA",NA,11125,NA
"Total-stratified",2010,"Base Case","Undiagnosed Cases",1451,1469,1492
"Total-stratified",2010,"Base Case","True Prevalence",12576,12594,12617
"Total-stratified",2010,"Base Case","Undiagnosed Fraction (%)",11.5,11.7,11.8
"Total-stratified",2010,"Upper Bound","Undiagnosed Cases",2821,2844,2871
"Total-stratified",2010,"Upper Bound","True Prevalence",13946,13969,13996
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",20.2,20.4,20.5
"Total-stratified",2011,"PLWHA","PLWHA",NA,11187,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",1429,1433,1439
"Total-stratified",2011,"Base Case","True Prevalence",12616,12620,12626
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",11.3,11.4,11.4
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",2795,2799,2807
"Total-stratified",2011,"Upper Bound","True Prevalence",13982,13986,13994
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",20,20,20.1
"Total-stratified",2012,"PLWHA","PLWHA",NA,11317,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",1369,1389,1417
"Total-stratified",2012,"Base Case","True Prevalence",12686,12706,12734
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",10.8,10.9,11.1
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",2715,2739,2773
"Total-stratified",2012,"Upper Bound","True Prevalence",14032,14056,14090
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",19.3,19.5,19.7
"Total-stratified",2013,"PLWHA","PLWHA",NA,11624,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",1342,1349,1362
"Total-stratified",2013,"Base Case","True Prevalence",12966,12973,12986
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",10.4,10.4,10.5
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",2682,2690,2704
"Total-stratified",2013,"Upper Bound","True Prevalence",14306,14314,14328
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",18.7,18.8,18.9
"Total-stratified",2014,"PLWHA","PLWHA",NA,11787,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",1325,1337,1347
"Total-stratified",2014,"Base Case","True Prevalence",13112,13124,13134
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",10.1,10.2,10.3
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",2655,2670,2683
"Total-stratified",2014,"Upper Bound","True Prevalence",14442,14457,14470
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",18.4,18.5,18.5
"Total-stratified",2015,"PLWHA","PLWHA",NA,12157,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",1336,1342,1348
"Total-stratified",2015,"Base Case","True Prevalence",13493,13499,13505
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",9.9,9.9,10
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",2643,2661,2673
"Total-stratified",2015,"Upper Bound","True Prevalence",14800,14818,14830
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",17.9,18,18
"Total-stratified",2016,"PLWHA","PLWHA",NA,12431,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",1324,1325,1327
"Total-stratified",2016,"Base Case","True Prevalence",13755,13756,13758
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",9.6,9.6,9.6
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",2611,2617,2625
"Total-stratified",2016,"Upper Bound","True Prevalence",15042,15048,15056
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",17.4,17.4,17.4
"Total-stratified",2017,"PLWHA","PLWHA",NA,12933,NA
"Total-stratified",2017,"Base Case","Undiagnosed Cases",1328,1330,1332
"Total-stratified",2017,"Base Case","True Prevalence",14261,14263,14265
"Total-stratified",2017,"Base Case","Undiagnosed Fraction (%)",9.3,9.3,9.3
"Total-stratified",2017,"Upper Bound","Undiagnosed Cases",2594,2604,2610
"Total-stratified",2017,"Upper Bound","True Prevalence",15527,15537,15543
"Total-stratified",2017,"Upper Bound","Undiagnosed Fraction (%)",16.7,16.8,16.8
