"time","group","var","MSM Inside KC","non-MSM Inside KC","non-MSM Outside KC","MSM Outside KC","value"
2013.25,"Diagnoses and Incidence","# Diagnosed",44,20,20,29,113
2013.5,"Diagnoses and Incidence","# Diagnosed",40,17,18,29,104
2013.75,"Diagnoses and Incidence","# Diagnosed",42,12,21,32,107
2014,"Diagnoses and Incidence","# Diagnosed",32,24,17,26,99
2014.25,"Diagnoses and Incidence","# Diagnosed",60,18,18,23,119
2014.5,"Diagnoses and Incidence","# Diagnosed",59,28,21,21,129
2014.75,"Diagnoses and Incidence","# Diagnosed",35,16,21,23,95
2015,"Diagnoses and Incidence","# Diagnosed",38,24,16,20,98
2015.25,"Diagnoses and Incidence","# Diagnosed",39,16,16,37,108
2015.5,"Diagnoses and Incidence","# Diagnosed",46,11,29,44,130
2015.75,"Diagnoses and Incidence","# Diagnosed",39,21,26,34,120
2016,"Diagnoses and Incidence","# Diagnosed",44,17,29,31,121
2016.25,"Diagnoses and Incidence","# Diagnosed",35,17,28,18,98
2016.5,"Diagnoses and Incidence","# Diagnosed",35,21,28,30,114
2016.75,"Diagnoses and Incidence","# Diagnosed",31,17,27,26,101
2017,"Diagnoses and Incidence","# Diagnosed",25,24,27,32,108
2017.25,"Diagnoses and Incidence","# Diagnosed",37,16,20,33,106
2017.5,"Diagnoses and Incidence","# Diagnosed",39,20,30,30,119
2017.75,"Diagnoses and Incidence","# Diagnosed",38,19,21,28,106
2005,"Diagnoses and Incidence","Base Case",55.60243867256,20.3377764169506,24.9319826144188,34.6123580706222,135.484555774552
2005.25,"Diagnoses and Incidence","Base Case",55.5414341659823,20.0683612538384,24.8645232064006,34.6477375504789,135.1220561767
2005.5,"Diagnoses and Incidence","Base Case",55.6078599735458,19.9394710531434,24.9715499182641,34.5692729311667,135.08815387612
2005.75,"Diagnoses and Incidence","Base Case",55.8355271112263,19.7870146240454,25.0281784232807,34.5254661744074,135.17618633296
2006,"Diagnoses and Incidence","Base Case",55.9258403245489,19.5387228330479,25.2096196641633,34.4835422109187,135.157725032679
2006.25,"Diagnoses and Incidence","Base Case",55.958704880938,19.4126412643742,25.452637614123,34.4291805416293,135.253164301065
2006.5,"Diagnoses and Incidence","Base Case",55.8710175365342,19.1902705346117,25.6364850569564,34.2794282242629,134.977201352365
2006.75,"Diagnoses and Incidence","Base Case",55.91085967449,19.1646494903351,25.7610339847416,34.3555768304238,135.19211997999
2007,"Diagnoses and Incidence","Base Case",56.0359341347532,19.1144344270039,25.5732966389063,34.3883769269807,135.112042127644
2007.25,"Diagnoses and Incidence","Base Case",55.9249610047108,19.0503418128048,25.1721126513442,34.1425126286681,134.289928097528
2007.5,"Diagnoses and Incidence","Base Case",55.484149755686,18.9818098743374,24.8043300170491,33.6585177597789,132.928807406851
2007.75,"Diagnoses and Incidence","Base Case",54.9962002886306,18.8264162419012,24.3626648704314,33.217317593796,131.402598994759
2008,"Diagnoses and Incidence","Base Case",54.9507986231618,18.5926748238396,24.0021268835053,32.9506515659143,130.496251896421
2008.25,"Diagnoses and Incidence","Base Case",55.0794649355579,18.054467075066,23.7022316426551,32.8429925488065,129.679156202085
2008.5,"Diagnoses and Incidence","Base Case",55.2548903507783,17.1657342451145,23.315857804584,32.4484052520362,128.184887652513
2008.75,"Diagnoses and Incidence","Base Case",55.7562515804167,16.2836352669728,22.8459478141169,32.3209318817568,127.206766543263
2009,"Diagnoses and Incidence","Base Case",56.2984145794938,15.5703416029203,22.4203430733278,32.3047581802137,126.593857435956
2009.25,"Diagnoses and Incidence","Base Case",57.0448158609692,15.1096836025898,21.8781070736871,31.776057931908,125.808664469154
2009.5,"Diagnoses and Incidence","Base Case",57.4898266814175,14.7819304920835,21.1431017381815,31.3951875613364,124.810046473019
2009.75,"Diagnoses and Incidence","Base Case",57.7826404289209,14.5019556265292,20.60104902519,31.314314161329,124.199959241969
2010,"Diagnoses and Incidence","Base Case",57.6120870177902,14.0947535767028,20.1129081015654,31.4568452416181,123.276593937676
2010.25,"Diagnoses and Incidence","Base Case",56.7373813686152,13.9261915582707,19.4705531890784,31.5880045421318,121.722130658096
2010.5,"Diagnoses and Incidence","Base Case",55.4690020518987,14.0366922758245,19.0270177165469,31.6954449496373,120.228156993907
2010.75,"Diagnoses and Incidence","Base Case",54.1171247777999,14.3596190542542,18.5771779794388,31.7317090475543,118.785630859047
2011,"Diagnoses and Incidence","Base Case",52.8583991211303,14.8072183804273,18.256537372188,31.5983712004769,117.520526074223
2011.25,"Diagnoses and Incidence","Base Case",51.7645332806208,15.3740869513245,18.1077004438468,30.9883508651605,116.234671540953
2011.5,"Diagnoses and Incidence","Base Case",50.6644032202514,16.0971975082795,18.1875547133808,30.5026476530247,115.451803094936
2011.75,"Diagnoses and Incidence","Base Case",49.7262335994979,16.8865996506067,18.2426176714799,30.1897558837997,115.045206805384
2012,"Diagnoses and Incidence","Base Case",48.7456284621831,17.6166795418958,18.061780148981,29.6298579446261,114.053946097686
2012.25,"Diagnoses and Incidence","Base Case",47.6610835612719,18.139232556413,17.7384381481331,28.9091463441905,112.447900610009
2012.5,"Diagnoses and Incidence","Base Case",46.4500965164527,18.5146050804422,17.5171286239183,27.9983471667196,110.480177387533
2012.75,"Diagnoses and Incidence","Base Case",45.3088664299503,18.7968357242908,17.4985475425831,27.3414880831673,108.945737779992
2013,"Diagnoses and Incidence","Base Case",44.3424109019825,18.9474522355377,17.6158077988788,26.9891720348671,107.894842971266
2013.25,"Diagnoses and Incidence","Base Case",43.3249797905143,19.0546066537138,18.0063637148623,26.5445235999081,106.930473758998
2013.5,"Diagnoses and Incidence","Base Case",42.5630614618431,19.1398103717021,18.557598466952,26.1508136934615,106.411283993959
2013.75,"Diagnoses and Incidence","Base Case",42.1108154872814,19.3225289855214,19.2910124263565,25.8058793633908,106.53023626255
2014,"Diagnoses and Incidence","Base Case",41.8326809366448,19.4928579708237,20.1169732289102,25.4999991527924,106.942511289171
2014.25,"Diagnoses and Incidence","Base Case",41.7214965836877,19.4589023285941,21.1255502498494,25.5463239515686,107.8522731137
2014.5,"Diagnoses and Incidence","Base Case",40.765630600643,19.2828581170606,22.2437460476949,26.056372023977,108.348606789376
2014.75,"Diagnoses and Incidence","Base Case",39.3555680387657,18.9398096497766,23.3991346231431,26.977390805601,108.671903117286
2015,"Diagnoses and Incidence","Base Case",38.3779363046636,18.6848599047128,24.5353057734608,28.0983481393439,109.696450122181
2015.25,"Diagnoses and Incidence","Base Case",37.5884860375359,18.4644903569215,25.7644919049431,29.1755905424936,110.993058841894
2015.5,"Diagnoses and Incidence","Base Case",36.8085937236497,18.4720671599566,26.8919832653967,29.5145467721381,111.687190921141
2015.75,"Diagnoses and Incidence","Base Case",35.794509477865,18.6720310850234,27.6484697365566,29.1686051748032,111.283615474248
2016,"Diagnoses and Incidence","Base Case",34.8001346543024,18.827868615984,28.1381260648834,28.7306207189181,110.496750054088
2016.25,"Diagnoses and Incidence","Base Case",33.7132529943484,19.0368922991996,28.3487941401458,28.4942034358382,109.593142869532
2016.5,"Diagnoses and Incidence","Base Case",32.9400284630396,19.2166709497832,28.3733390300204,28.7383102301344,109.268348672978
2016.75,"Diagnoses and Incidence","Base Case",32.4915407325927,19.3264684144245,28.2936068186817,28.9619782577461,109.073594223445
2017,"Diagnoses and Incidence","Base Case",32.5230848246027,19.3966174783657,28.1256078167136,29.2208228510704,109.266132970752
2017.25,"Diagnoses and Incidence","Base Case",33.0426706361622,19.375168396565,27.991324388719,29.2858287504892,109.694992171935
2017.5,"Diagnoses and Incidence","Base Case",33.3917028281355,19.4081353620041,27.9429674944371,29.205490951517,109.948296636094
2017.75,"Diagnoses and Incidence","Base Case",33.5138966468558,19.4098088554466,27.8350175299583,29.1402594398175,109.898982472078
2005,"Undiagnosed Cases","Base Case",343.369137961015,410.619998286938,456.133759222513,370.912514434791,1581.03540990526
2005.25,"Undiagnosed Cases","Base Case",341.495233020865,408.124678961717,455.630929645282,370.848851479833,1576.0996931077
2005.5,"Undiagnosed Cases","Base Case",343.81002356777,410.658464204738,457.354538671128,369.178235591917,1581.00126203555
2005.75,"Undiagnosed Cases","Base Case",347.179592627027,407.325054321988,455.25826992742,370.190440650255,1579.95335752669
2006,"Undiagnosed Cases","Base Case",346.248190241023,402.886488035372,458.657728199673,370.759513303148,1578.55191977922
2006.25,"Undiagnosed Cases","Base Case",345.056258721535,400.173238784014,462.911860211445,368.845300166753,1576.98665788375
2006.5,"Undiagnosed Cases","Base Case",342.502394421851,397.608593436036,465.85264966066,367.575769666251,1573.5394071848
2006.75,"Undiagnosed Cases","Base Case",345.960322231941,399.867719365227,466.722902521556,372.728992458488,1585.27993657721
2007,"Undiagnosed Cases","Base Case",350.141837475303,398.035392618682,459.888131769225,374.033729940016,1582.09909180323
2007.25,"Undiagnosed Cases","Base Case",347.256179971123,396.102810948345,455.8922772153,369.302131490998,1568.55339962577
2007.5,"Undiagnosed Cases","Base Case",338.763542048419,395.914523271031,454.56330186746,364.17240550366,1553.41377269057
2007.75,"Undiagnosed Cases","Base Case",334.892159350317,395.536063767381,451.530819419887,362.730066180024,1544.68910871761
2008,"Undiagnosed Cases","Base Case",339.930028707143,394.761017448021,452.741965453147,365.632705839299,1553.06571744761
2008.25,"Undiagnosed Cases","Base Case",339.994501462204,387.081285992927,452.854260914045,364.860278338548,1544.79032670772
2008.5,"Undiagnosed Cases","Base Case",339.647570767256,374.724314607976,450.059761888915,359.075088371719,1523.50673563587
2008.75,"Undiagnosed Cases","Base Case",343.948919242397,367.458250816901,448.203352555427,365.176452932017,1524.78697554674
2009,"Undiagnosed Cases","Base Case",347.447754220137,364.241908270683,447.146749749112,364.792509654734,1523.62892189467
2009.25,"Undiagnosed Cases","Base Case",354.431203936933,362.949992056791,440.368401929823,354.628989528649,1512.3785874522
2009.5,"Undiagnosed Cases","Base Case",355.671060529197,363.090692219698,433.695623782909,353.140407252717,1505.59778378452
2009.75,"Undiagnosed Cases","Base Case",361.308688775216,355.96166812271,434.074579788687,355.555498042834,1506.90043472945
2010,"Undiagnosed Cases","Base Case",360.034382064633,345.383710345676,428.807853213973,357.583818493254,1491.80976411754
2010.25,"Undiagnosed Cases","Base Case",350.739027579988,342.532641924734,422.504198260724,357.321607163013,1473.09747492846
2010.5,"Undiagnosed Cases","Base Case",343.134393045836,341.472972319487,419.055216091569,357.968188249834,1461.63076970673
2010.75,"Undiagnosed Cases","Base Case",338.743346392811,340.474525320259,411.652365984286,359.776197337458,1450.64643503481
2011,"Undiagnosed Cases","Base Case",337.358944258169,337.928513537539,407.781592339569,356.386996866707,1439.45604700198
2011.25,"Undiagnosed Cases","Base Case",336.188372572223,336.822159976195,408.56107041626,347.604832799526,1429.1764357642
2011.5,"Undiagnosed Cases","Base Case",333.21168761587,338.705906410421,411.338789991927,349.053205409153,1432.30958942737
2011.75,"Undiagnosed Cases","Base Case",333.359989176673,341.292822620092,406.942077000238,350.734340092531,1432.32922888953
2012,"Undiagnosed Cases","Base Case",330.618973355668,342.140650996693,397.518611346997,346.8171474767,1417.09538317606
2012.25,"Undiagnosed Cases","Base Case",325.485362159838,339.813792373367,388.895045929786,340.825323759987,1395.01952422298
2012.5,"Undiagnosed Cases","Base Case",318.787442755339,339.173253787659,384.701904538544,333.401672104256,1376.0642731858
2012.75,"Undiagnosed Cases","Base Case",315.512566445551,338.964832936095,381.225018002044,333.57781319598,1369.28023057967
2013,"Undiagnosed Cases","Base Case",312.307077093768,337.57694222744,378.877931654958,333.565366666745,1362.32731764291
2013.25,"Undiagnosed Cases","Base Case",305.418059798332,336.21515911272,378.805615152437,328.839452195546,1349.27828625904
2013.5,"Undiagnosed Cases","Base Case",303.345018624939,336.481645533553,377.687019179629,325.735153956462,1343.24883729458
2013.75,"Undiagnosed Cases","Base Case",302.989456140667,341.352012438594,377.120932459009,320.839462716657,1342.30186375493
2014,"Undiagnosed Cases","Base Case",306.425357384377,343.641244496721,377.503134374366,315.54321334912,1343.11294960458
2014.25,"Undiagnosed Cases","Base Case",309.195147086504,342.653082050362,380.665498246463,314.220251118314,1346.73397850164
2014.5,"Undiagnosed Cases","Base Case",294.163913551507,339.579962228651,383.243746907278,316.134942415641,1333.12256510308
2014.75,"Undiagnosed Cases","Base Case",283.115779469497,336.186020490013,385.732779456847,320.033571109962,1325.06815052632
2015,"Undiagnosed Cases","Base Case",283.54932190676,334.741618705562,391.311620362552,326.877586315466,1336.48014729034
2015.25,"Undiagnosed Cases","Base Case",282.565962704167,332.364294322357,401.600098846142,331.861169673152,1348.39152554582
2015.5,"Undiagnosed Cases","Base Case",278.598619386737,336.625572939399,407.987454500175,324.918613227001,1348.13026005331
2015.75,"Undiagnosed Cases","Base Case",271.752037347203,339.462357628173,409.611376812784,315.624177640149,1336.44994942831
2016,"Undiagnosed Cases","Base Case",265.69602754703,339.0899206023,411.819509079596,310.696575276063,1327.30203250499
2016.25,"Undiagnosed Cases","Base Case",257.794404202572,341.238131796645,412.723544854181,311.952355223985,1323.70843607738
2016.5,"Undiagnosed Cases","Base Case",253.595068088534,341.723737503224,413.688593379323,316.808148689838,1325.81554766092
2016.75,"Undiagnosed Cases","Base Case",249.967216619509,342.203435469859,414.981651488118,317.56637846578,1324.71868204327
2017,"Undiagnosed Cases","Base Case",251.315778896101,341.455370582935,415.917583632201,318.920035116567,1327.6087682278
2017.25,"Undiagnosed Cases","Base Case",254.485560674011,340.619659325869,419.927852372169,316.557173818961,1331.59024619101
2017.5,"Undiagnosed Cases","Base Case",251.39216863852,342.149251599257,423.203846466347,314.17443366305,1330.91970036717
2017.75,"Undiagnosed Cases","Base Case",247.225104177819,342.06555032719,424.937899057723,313.934524301871,1328.1630778646
2005,"Diagnoses and Incidence","Upper Bound",55.4902033173229,18.3202321096252,24.3562555226708,34.1812986516713,132.34798960129
2005.25,"Diagnoses and Incidence","Upper Bound",55.4932539843928,18.1410949393773,24.3062766558727,34.1471775202546,132.087803099897
2005.5,"Diagnoses and Incidence","Upper Bound",55.5941604668237,17.9595543851671,24.2480644080948,34.0582968164744,131.86007607656
2005.75,"Diagnoses and Incidence","Upper Bound",55.6968131176667,17.8228476708023,24.177740685383,33.9608788580194,131.658280331871
2006,"Diagnoses and Incidence","Upper Bound",55.7221995130286,17.6930153055882,24.1263058540078,33.8672163937107,131.408737066335
2006.25,"Diagnoses and Incidence","Upper Bound",55.7188186449754,17.6296222996688,24.0303705539836,33.769228827869,131.148040326497
2006.5,"Diagnoses and Incidence","Upper Bound",55.7067338379759,17.4604213823518,23.919105101415,33.6724946253261,130.758754947069
2006.75,"Diagnoses and Incidence","Upper Bound",55.7318763585732,17.357477768265,23.7727019551436,33.5992740215252,130.461330103507
2007,"Diagnoses and Incidence","Upper Bound",55.7050428126235,17.2884013452689,23.5310625539983,33.3940506374802,129.918557349371
2007.25,"Diagnoses and Incidence","Upper Bound",55.5303029739883,17.2059015262359,23.2412434138678,33.0694233668272,129.046871280919
2007.5,"Diagnoses and Incidence","Upper Bound",55.2700961747009,17.0636387486295,22.908251369231,32.6962749435059,127.938261236067
2007.75,"Diagnoses and Incidence","Upper Bound",55.1250663220633,16.8264786395629,22.5897284451035,32.3583570726779,126.899630479408
2008,"Diagnoses and Incidence","Upper Bound",55.200956447524,16.5049907302513,22.3202681674423,32.1473936119342,126.173608957152
2008.25,"Diagnoses and Incidence","Upper Bound",55.377896237631,16.1426877402202,22.0085211341151,31.8900039172794,125.419109029246
2008.5,"Diagnoses and Incidence","Upper Bound",55.6650391112491,15.664305249938,21.6557475620258,31.6054045757975,124.59049649901
2008.75,"Diagnoses and Incidence","Upper Bound",56.0488327111426,15.2972906820556,21.3608881950394,31.4049692252141,124.111980813452
2009,"Diagnoses and Incidence","Upper Bound",56.4398788096401,15.0289641350267,21.045414659455,31.0920881615938,123.606345765716
2009.25,"Diagnoses and Incidence","Upper Bound",56.7481405859574,14.8214484932767,20.6417188320607,30.7487730665711,122.960080977866
2009.5,"Diagnoses and Incidence","Upper Bound",56.7781676439916,14.6553622840156,20.3115074780162,30.5425975394666,122.28763494549
2009.75,"Diagnoses and Incidence","Upper Bound",56.5033980672693,14.5664377271676,20.0762126323776,30.4923002009803,121.638348627795
2010,"Diagnoses and Incidence","Upper Bound",55.7722092771024,14.5524145932704,19.805758758066,30.4619966721733,120.592379300612
2010.25,"Diagnoses and Incidence","Upper Bound",54.6325741291681,14.6603640477861,19.5530805982894,30.4131149002795,119.259133675523
2010.5,"Diagnoses and Incidence","Upper Bound",53.3235020171607,14.8791264763448,19.3954149850829,30.2667780013066,117.864821479895
2010.75,"Diagnoses and Incidence","Upper Bound",52.0000914728246,15.1894257704783,19.3313238128751,30.0575389195138,116.578379975692
2011,"Diagnoses and Incidence","Upper Bound",50.7493045840553,15.5530165300655,19.2890333167556,29.6529381146886,115.244292545565
2011.25,"Diagnoses and Incidence","Upper Bound",49.5779175341222,15.9804694864183,19.3260607085565,29.1360058721854,114.020453601282
2011.5,"Diagnoses and Incidence","Upper Bound",48.4557551942861,16.3752291060811,19.4316625468238,28.7060490921435,112.968695939334
2011.75,"Diagnoses and Incidence","Upper Bound",47.3627962675151,16.7646804607329,19.5205791456013,28.1998034226217,111.847859296471
2012,"Diagnoses and Incidence","Upper Bound",46.2214732479568,17.1101498659123,19.5161470207032,27.5757125976549,110.423482732227
2012.25,"Diagnoses and Incidence","Upper Bound",45.0314281343177,17.3853733135359,19.5549006146737,26.8931356164415,108.864837678969
2012.5,"Diagnoses and Incidence","Upper Bound",43.8462393717821,17.5958968903851,19.6918216396342,26.2530583305387,107.38701623234
2012.75,"Diagnoses and Incidence","Upper Bound",42.7654671834497,17.7431974756382,19.925707917036,25.8397154770403,106.274088053164
2013,"Diagnoses and Incidence","Upper Bound",41.7638807916589,17.8790861170672,20.2651344732027,25.492300108212,105.400401490141
2013.25,"Diagnoses and Incidence","Upper Bound",40.856596796328,18.0061641951332,20.7357890985995,25.1821933860668,104.780743476128
2013.5,"Diagnoses and Incidence","Upper Bound",40.1613401691212,18.0895839769438,21.3268318397713,24.9533879217425,104.531143907579
2013.75,"Diagnoses and Incidence","Upper Bound",39.5910793995545,18.16701548248,21.9714699391423,24.8470911001015,104.576655921278
2014,"Diagnoses and Incidence","Upper Bound",39.0567477710336,18.1859177284482,22.6423445284486,24.95903387148,104.84404389941
2014.25,"Diagnoses and Incidence","Upper Bound",38.3445636433818,18.1659794858652,23.3851541424977,25.3776299542882,105.273327226033
2014.5,"Diagnoses and Incidence","Upper Bound",37.235709658695,18.0856565328727,24.1366101345238,26.0725727432409,105.530549069332
2014.75,"Diagnoses and Incidence","Upper Bound",36.1003179712732,18.0121902095895,24.8273136513446,26.8512460568661,105.791067889073
2015,"Diagnoses and Incidence","Upper Bound",35.1810895357115,18.0245772779971,25.482074839797,27.5717693115139,106.25951096502
2015.25,"Diagnoses and Incidence","Upper Bound",34.3348691349185,18.0486720374216,26.0977481371445,27.9849185627861,106.466207872271
2015.5,"Diagnoses and Incidence","Upper Bound",33.4509679903402,18.1421692509418,26.581999079871,27.9855522898577,106.160688611011
2015.75,"Diagnoses and Incidence","Upper Bound",32.527837915948,18.2722903509434,26.8969782198021,27.8218030061611,105.518909492855
2016,"Diagnoses and Incidence","Upper Bound",31.6536535716007,18.3757693502114,27.0772510997173,27.707330116061,104.81400413759
2016.25,"Diagnoses and Incidence","Upper Bound",30.9182584984639,18.4788419656117,27.1534690325028,27.8039229764951,104.354492473073
2016.5,"Diagnoses and Incidence","Upper Bound",30.4793437939213,18.5362729039137,27.1697199763245,27.9941666357548,104.179503309914
2016.75,"Diagnoses and Incidence","Upper Bound",30.344214120385,18.5805923238021,27.1276684077884,28.1605494611026,104.213024313078
2017,"Diagnoses and Incidence","Upper Bound",30.5208066734245,18.6038197453341,27.0749265870846,28.2598660030379,104.459419008881
2017.25,"Diagnoses and Incidence","Upper Bound",30.8197893319213,18.6037662423467,27.0492637904531,28.2584301225958,104.731249487317
2017.5,"Diagnoses and Incidence","Upper Bound",30.9870378226425,18.6135982312058,27.0190867633109,28.2198496217925,104.839572438952
2017.75,"Diagnoses and Incidence","Upper Bound",31.0340300521116,18.6145480782593,26.9965248093625,28.2037092103092,104.848812150043
2005,"Undiagnosed Cases","Upper Bound",679.512672461157,760.785532979971,864.124044645697,729.896651948398,3034.31890203522
2005.25,"Undiagnosed Cases","Upper Bound",677.920491071466,756.936156735839,863.970987362433,728.917231847395,3027.74486701713
2005.5,"Undiagnosed Cases","Upper Bound",681.995897768976,757.235447436648,864.778405817778,727.033129300526,3031.04288032393
2005.75,"Undiagnosed Cases","Upper Bound",684.554088552231,751.534553543884,862.365392782609,727.467968576373,3025.9220034551
2006,"Undiagnosed Cases","Upper Bound",683.097547917738,745.493189650947,865.206993001342,727.363967908345,3021.16169847837
2006.25,"Undiagnosed Cases","Upper Bound",680.414005957952,740.996612474894,867.811568373686,724.12424924822,3013.34643605475
2006.5,"Undiagnosed Cases","Upper Bound",678.706593184394,737.226318601912,868.89926689238,723.637932860461,3008.47011153915
2006.75,"Undiagnosed Cases","Upper Bound",683.518422648789,737.466868866146,866.625253014154,728.623791645551,3016.23433617464
2007,"Undiagnosed Cases","Upper Bound",686.371890997014,733.802308993696,856.883499370396,727.814887461473,3004.87258682258
2007.25,"Undiagnosed Cases","Upper Bound",680.351962348022,730.214459430552,851.325824143176,720.70482647849,2982.59707240024
2007.5,"Undiagnosed Cases","Upper Bound",669.849407710621,728.102527261075,847.668147864911,714.670351487523,2960.29043432413
2007.75,"Undiagnosed Cases","Upper Bound",668.539310163362,725.713331179838,843.036544375621,712.706762236792,2949.99594795561
2008,"Undiagnosed Cases","Upper Bound",674.625135360428,721.853549755875,843.045892451558,716.152317878644,2955.67689544651
2008.25,"Undiagnosed Cases","Upper Bound",674.282922085127,711.371477736917,841.235275836052,712.715554361946,2939.60523002004
2008.5,"Undiagnosed Cases","Upper Bound",676.872384940414,697.187288440043,836.140426571978,707.288667927648,2917.48876788008
2008.75,"Undiagnosed Cases","Upper Bound",681.840349358535,689.183026144963,833.08959949306,713.899627428081,2918.01260242464
2009,"Undiagnosed Cases","Upper Bound",688.715120232922,686.029558666344,830.506544306292,709.180708845192,2914.43193205075
2009.25,"Undiagnosed Cases","Upper Bound",695.121549283354,684.728514660885,821.34505131885,698.085878123775,2899.28099338686
2009.5,"Undiagnosed Cases","Upper Bound",697.361293176501,684.657994974904,814.271111498859,696.676077817785,2892.96647746805
2009.75,"Undiagnosed Cases","Upper Bound",701.522957873327,677.006479602934,814.488610296168,699.546241055645,2892.56428882807
2010,"Undiagnosed Cases","Upper Bound",694.851563662115,667.204119274674,808.224044532801,700.621230820664,2870.90095829025
2010.25,"Undiagnosed Cases","Upper Bound",680.835869107492,665.539768056455,802.405630493186,699.626947772466,2848.4082154296
2010.5,"Undiagnosed Cases","Upper Bound",670.312642202019,665.646670402038,798.938104700946,698.774329999511,2833.67174730452
2010.75,"Undiagnosed Cases","Upper Bound",664.05778913443,665.674354082112,792.68516416366,699.006130735207,2821.42343811541
2011,"Undiagnosed Cases","Upper Bound",661.501532944782,664.028845108767,790.1682076106,691.325119541332,2807.02370520548
2011.25,"Undiagnosed Cases","Upper Bound",657.591690746742,664.11390716631,792.729199193094,680.954181938376,2795.38897904452
2011.5,"Undiagnosed Cases","Upper Bound",653.764759639015,666.506597316482,796.725674074079,682.09810744496,2799.09513847454
2011.75,"Undiagnosed Cases","Upper Bound",651.586015938615,668.918800128976,793.110647493632,680.962449705215,2794.57791326644
2012,"Undiagnosed Cases","Upper Bound",645.758213474709,668.76936531787,784.458167576211,674.360631050958,2773.34637741975
2012.25,"Undiagnosed Cases","Upper Bound",636.746216105668,665.37971529949,777.629062607727,665.025099562891,2744.78009357578
2012.5,"Undiagnosed Cases","Upper Bound",627.177099944295,663.698095466285,775.938911970779,656.087599893321,2722.90170727468
2012.75,"Undiagnosed Cases","Upper Bound",622.265578353612,661.981762532317,774.943927750117,656.086548937864,2715.27781757391
2013,"Undiagnosed Cases","Upper Bound",615.242059634284,659.392310084981,775.677083293475,653.888584449733,2704.20003746247
2013.25,"Undiagnosed Cases","Upper Bound",606.366385461577,657.055639404393,778.413489777515,647.661270893833,2689.49678553732
2013.5,"Undiagnosed Cases","Upper Bound",603.523996777467,656.666818626486,780.511595576135,643.003228539799,2683.70563951989
2013.75,"Undiagnosed Cases","Upper Bound",601.830852463543,660.546408951316,782.867642295137,636.265775416159,2681.51067912616
2014,"Undiagnosed Cases","Upper Bound",605.277146692497,660.87350103994,786.184096290086,630.694042586523,2683.02878660905
2014.25,"Undiagnosed Cases","Upper Bound",600.664020261624,658.258765545893,792.028670772646,630.169061688371,2681.12051826853
2014.5,"Undiagnosed Cases","Upper Bound",578.597610738237,653.319514014947,796.958402034461,633.805020606693,2662.68054739434
2014.75,"Undiagnosed Cases","Upper Bound",566.137443313281,649.022314308167,800.964034965999,638.96855349822,2655.09234608567
2015,"Undiagnosed Cases","Upper Bound",564.305058621477,647.004565779851,808.14516632258,646.735305162895,2666.1900958868
2015.25,"Undiagnosed Cases","Upper Bound",560.398902074497,644.802595134861,818.928720782828,648.529085769703,2672.65930376189
2015.5,"Undiagnosed Cases","Upper Bound",551.612529564725,649.311755200845,823.910474019221,636.934730408406,2661.7694891932
