"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"non-MSM",2016,"Base Case","Undiagnosed Cases",255.9,256.6,257.3
"non-MSM",2016,"Base Case","True Prevalence",1854.9,1855.6,1856.3
"non-MSM",2016,"Base Case","Undiagnosed Fraction (%)",13.8,13.8,13.9
"non-MSM",2016,"Upper Bound","Undiagnosed Cases",510.2,510.9,511.5
"non-MSM",2016,"Upper Bound","True Prevalence",2109.2,2109.9,2110.5
"non-MSM",2016,"Upper Bound","Undiagnosed Fraction (%)",24.2,24.2,24.2
"MSM",2011,"PLWHA","PLWHA",NA,4961,NA
"MSM",2011,"Base Case","Undiagnosed Cases",301.1,301.9,303
"MSM",2011,"Base Case","True Prevalence",5262.1,5262.9,5264
"MSM",2011,"Base Case","Undiagnosed Fraction (%)",5.7,5.7,5.8
"MSM",2011,"Upper Bound","Undiagnosed Cases",591.7,592.6,593.5
"MSM",2011,"Upper Bound","True Prevalence",5552.7,5553.6,5554.5
"MSM",2011,"Upper Bound","Undiagnosed Fraction (%)",10.7,10.7,10.7
"MSM",2012,"PLWHA","PLWHA",NA,7932,NA
"MSM",2012,"Base Case","Undiagnosed Cases",289.1,294.9,301
"MSM",2012,"Base Case","True Prevalence",8221.1,8226.9,8233
"MSM",2012,"Base Case","Undiagnosed Fraction (%)",3.5,3.6,3.7
"MSM",2012,"Upper Bound","Undiagnosed Cases",566.8,576.3,586.9
"MSM",2012,"Upper Bound","True Prevalence",8498.8,8508.3,8518.9
"MSM",2012,"Upper Bound","Undiagnosed Fraction (%)",6.7,6.8,6.9
"MSM",2013,"PLWHA","PLWHA",NA,5002,NA
"MSM",2013,"Base Case","Undiagnosed Cases",277.8,281.3,286.6
"MSM",2013,"Base Case","True Prevalence",5279.8,5283.3,5288.6
"MSM",2013,"Base Case","Undiagnosed Fraction (%)",5.3,5.3,5.4
"MSM",2013,"Upper Bound","Undiagnosed Cases",547.4,553.3,561.3
"MSM",2013,"Upper Bound","True Prevalence",5549.4,5555.3,5563.3
"MSM",2013,"Upper Bound","Undiagnosed Fraction (%)",9.9,10,10.1
"MSM",2014,"PLWHA","PLWHA",NA,5051,NA
"MSM",2014,"Base Case","Undiagnosed Cases",259,272.4,281.9
"MSM",2014,"Base Case","True Prevalence",5310,5323.4,5332.9
"MSM",2014,"Base Case","Undiagnosed Fraction (%)",4.9,5.1,5.3
"MSM",2014,"Upper Bound","Undiagnosed Cases",515.2,533.5,549
"MSM",2014,"Upper Bound","True Prevalence",5566.2,5584.5,5600
"MSM",2014,"Upper Bound","Undiagnosed Fraction (%)",9.3,9.6,9.8
"MSM",2015,"PLWHA","PLWHA",NA,5109,NA
"MSM",2015,"Base Case","Undiagnosed Cases",246.5,256,261.4
"MSM",2015,"Base Case","True Prevalence",5355.5,5365,5370.4
"MSM",2015,"Base Case","Undiagnosed Fraction (%)",4.6,4.8,4.9
"MSM",2015,"Upper Bound","Undiagnosed Cases",489,504.2,515.4
"MSM",2015,"Upper Bound","True Prevalence",5598,5613.2,5624.4
"MSM",2015,"Upper Bound","Undiagnosed Fraction (%)",8.7,9,9.2
"MSM",2016,"PLWHA","PLWHA",NA,5199,NA
"MSM",2016,"Base Case","Undiagnosed Cases",231,234.7,241.3
"MSM",2016,"Base Case","True Prevalence",5430,5433.7,5440.3
"MSM",2016,"Base Case","Undiagnosed Fraction (%)",4.3,4.3,4.4
"MSM",2016,"Upper Bound","Undiagnosed Cases",465.8,471.2,480
"MSM",2016,"Upper Bound","True Prevalence",5664.8,5670.2,5679
"MSM",2016,"Upper Bound","Undiagnosed Fraction (%)",8.2,8.3,8.5
"Total-stratified",2011,"PLWHA","PLWHA",NA,6342,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",542.6,546.8,551.9
"Total-stratified",2011,"Base Case","True Prevalence",6884.6,6888.8,6893.9
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",7.9,7.9,8
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",1077,1080,1083
"Total-stratified",2011,"Upper Bound","True Prevalence",7419,7422,7425
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",14.5,14.6,14.6
"Total-stratified",2012,"PLWHA","PLWHA",NA,9342,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",532.7,539.7,550.3
"Total-stratified",2012,"Base Case","True Prevalence",9874.7,9881.7,9892.3
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",5.4,5.5,5.6
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",1054,1064,1078
"Total-stratified",2012,"Upper Bound","True Prevalence",10396,10406,10420
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",10.1,10.2,10.3
"Total-stratified",2013,"PLWHA","PLWHA",NA,6455,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",522.2,526.1,531.9
"Total-stratified",2013,"Base Case","True Prevalence",6977.2,6981.1,6986.9
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",7.5,7.5,7.6
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",1041,1045,1051
"Total-stratified",2013,"Upper Bound","True Prevalence",7496,7500,7506
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",13.9,13.9,14
"Total-stratified",2014,"PLWHA","PLWHA",NA,6572,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",509.2,521.2,529.8
"Total-stratified",2014,"Base Case","True Prevalence",7081.2,7093.2,7101.8
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",7.2,7.3,7.5
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",1016,1032,1046
"Total-stratified",2014,"Upper Bound","True Prevalence",7588,7604,7618
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",13.4,13.6,13.7
"Total-stratified",2015,"PLWHA","PLWHA",NA,6660,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",500.9,506.6,510.4
"Total-stratified",2015,"Base Case","True Prevalence",7160.9,7166.6,7170.4
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",7,7.1,7.1
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",997.5,1008,1016
"Total-stratified",2015,"Upper Bound","True Prevalence",7657.5,7668,7676
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",13,13.1,13.2
"Total-stratified",2016,"PLWHA","PLWHA",NA,6798,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",487.8,491.2,497.1
"Total-stratified",2016,"Base Case","True Prevalence",7285.8,7289.2,7295.1
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",6.7,6.7,6.8
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",977.2,982.1,990.2
"Total-stratified",2016,"Upper Bound","True Prevalence",7775.2,7780.1,7788.2
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",12.6,12.6,12.7
