"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"Total-stratified",2014,"Base Case","Undiagnosed Cases",492.2,510.5,524.5
"Total-stratified",2014,"Base Case","True Prevalence",7091.2,7109.5,7123.5
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",6.9,7.2,7.4
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",922,946.4,969.2
"Total-stratified",2014,"Upper Bound","True Prevalence",7521,7545.4,7568.2
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",12.3,12.5,12.8
"Total-stratified",2015,"PLWHA","PLWHA",NA,6684,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",467.8,480.1,489.7
"Total-stratified",2015,"Base Case","True Prevalence",7151.8,7164.1,7173.7
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",6.5,6.7,6.8
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",878.2,898.8,916.2
"Total-stratified",2015,"Upper Bound","True Prevalence",7562.2,7582.8,7600.2
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",11.6,11.9,12.1
"Total-stratified",2016,"PLWHA","PLWHA",NA,6777,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",434.6,445.9,459.9
"Total-stratified",2016,"Base Case","True Prevalence",7211.6,7222.9,7236.9
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",6,6.2,6.4
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",826.3,843.5,863.9
"Total-stratified",2016,"Upper Bound","True Prevalence",7603.3,7620.5,7640.9
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",10.9,11.1,11.3
"Total-stratified",2017,"PLWHA","PLWHA",NA,6949,NA
"Total-stratified",2017,"Base Case","Undiagnosed Cases",418.1,426.7,433.2
"Total-stratified",2017,"Base Case","True Prevalence",7367.1,7375.7,7382.2
"Total-stratified",2017,"Base Case","Undiagnosed Fraction (%)",5.7,5.8,5.9
"Total-stratified",2017,"Upper Bound","Undiagnosed Cases",793.2,808.4,822.1
"Total-stratified",2017,"Upper Bound","True Prevalence",7742.2,7757.4,7771.1
"Total-stratified",2017,"Upper Bound","Undiagnosed Fraction (%)",10.2,10.4,10.6
