time,group,var,non-MSM,MSM,value
2016.5,Undiagnosed Cases,Base Case,204.8807302,234.9119008,439.792631
2016.75,Undiagnosed Cases,Base Case,203.8889124,230.6745096,434.5634221
2017,Undiagnosed Cases,Base Case,203.6620976,229.5793039,433.2414014
2017.25,Undiagnosed Cases,Base Case,202.6224013,228.9764765,431.5988778
2017.5,Undiagnosed Cases,Base Case,199.454982,224.4278657,423.8828477
2017.75,Undiagnosed Cases,Base Case,196.6028988,221.5055987,418.1084975
2012,Diagnoses and Incidence,Upper Bound,7.098346168,44.41157374,51.50991991
2012.25,Diagnoses and Incidence,Upper Bound,6.828379872,43.51208039,50.34046026
2012.5,Diagnoses and Incidence,Upper Bound,6.625399898,42.46855041,49.09395031
2012.75,Diagnoses and Incidence,Upper Bound,6.387256762,41.43619665,47.82345341
2013,Diagnoses and Incidence,Upper Bound,6.268287907,40.40509885,46.67338676
2013.25,Diagnoses and Incidence,Upper Bound,6.149011104,39.41720163,45.56621273
2013.5,Diagnoses and Incidence,Upper Bound,6.027897597,38.57270498,44.60060257
2013.75,Diagnoses and Incidence,Upper Bound,5.941391168,37.7973811,43.73877227
2014,Diagnoses and Incidence,Upper Bound,5.915957174,37.10965605,43.02561322
2014.25,Diagnoses and Incidence,Upper Bound,5.89154315,36.23316506,42.12470821
2014.5,Diagnoses and Incidence,Upper Bound,5.879587056,34.89195266,40.77153971
2014.75,Diagnoses and Incidence,Upper Bound,5.930262461,33.46544354,39.395706
2015,Diagnoses and Incidence,Upper Bound,5.9546483,32.24774467,38.20239297
2015.25,Diagnoses and Incidence,Upper Bound,5.975249006,31.03285874,37.00810774
2015.5,Diagnoses and Incidence,Upper Bound,6.080779064,29.67494003,35.75571909
2015.75,Diagnoses and Incidence,Upper Bound,6.120641775,28.22744741,34.34808918
2016,Diagnoses and Incidence,Upper Bound,6.158863125,26.861927,33.02079013
2016.25,Diagnoses and Incidence,Upper Bound,6.178660571,25.6626222,31.84128277
2016.5,Diagnoses and Incidence,Upper Bound,6.195506784,24.76616383,30.96167062
2016.75,Diagnoses and Incidence,Upper Bound,6.209752656,24.1867899,30.39654256
2017,Diagnoses and Incidence,Upper Bound,6.220736137,23.95550927,30.1762454
2017.25,Diagnoses and Incidence,Upper Bound,6.250478866,23.90614705,30.15662592
2017.5,Diagnoses and Incidence,Upper Bound,6.24941813,23.84981479,30.09923292
2017.75,Diagnoses and Incidence,Upper Bound,6.231411447,23.8350066,30.06641804
2012,Undiagnosed Cases,Upper Bound,456.1143853,592.143826,1048.258211
2012.25,Undiagnosed Cases,Upper Bound,445.8513485,584.9090008,1030.760349
2012.5,Undiagnosed Cases,Upper Bound,439.0234315,576.7822764,1015.805708
2012.75,Undiagnosed Cases,Upper Bound,435.7585447,572.7077295,1008.466274
2013,Undiagnosed Cases,Upper Bound,432.5273376,566.7634049,999.2907425
2013.25,Undiagnosed Cases,Upper Bound,425.6787398,560.5498207,986.2285605
2013.5,Undiagnosed Cases,Upper Bound,417.6650465,558.0886037,975.7536502
2013.75,Undiagnosed Cases,Upper Bound,414.0340056,556.2235124,970.2575179
2014,Undiagnosed Cases,Upper Bound,409.4489083,559.7339005,969.1828088
2014.25,Undiagnosed Cases,Upper Bound,403.3259253,555.8344529,959.1603782
2014.5,Undiagnosed Cases,Upper Bound,399.1320129,536.3213995,935.4534124
2014.75,Undiagnosed Cases,Upper Bound,396.0936273,525.8890492,921.9826765
2015,Undiagnosed Cases,Upper Bound,391.0529521,525.1184459,916.171398
2015.25,Undiagnosed Cases,Upper Bound,385.9268606,520.5388486,906.4657092
2015.5,Undiagnosed Cases,Upper Bound,384.5876691,509.7452243,894.3328935
2015.75,Undiagnosed Cases,Upper Bound,380.7104741,497.5097328,878.2202069
2016,Undiagnosed Cases,Upper Bound,376.892175,486.9785355,863.8707105
2016.25,Undiagnosed Cases,Upper Bound,372.0746049,476.5866571,848.6612621
2016.5,Undiagnosed Cases,Upper Bound,365.7734323,469.2821074,835.0555397
2016.75,Undiagnosed Cases,Upper Bound,362.9873321,463.2849381,826.2722701
2017,Undiagnosed Cases,Upper Bound,360.6847995,461.3687596,822.0535591
2017.25,Undiagnosed Cases,Upper Bound,357.473839,457.808145,815.281984
2017.5,Undiagnosed Cases,Upper Bound,352.2444801,450.959827,803.2043071
2017.75,Undiagnosed Cases,Upper Bound,347.4534645,445.7242128,793.1776773
