"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"non-MSM",2014,"CD4 Case","Undiagnosed Cases",734,734,734
"non-MSM",2014,"CD4 Case","True Prevalence",4200.4,4200.4,4200.4
"non-MSM",2014,"CD4 Case","Undiagnosed Fraction (%)",17.5,17.5,17.5
"Total-stratified",2010,"PLWHA","PLWHA",NA,11739,NA
"Total-stratified",2010,"Base Case","Undiagnosed Cases",1463,1463,1463
"Total-stratified",2010,"Base Case","True Prevalence",13202,13202,13202
"Total-stratified",2010,"Base Case","Undiagnosed Fraction (%)",11.1,11.1,11.1
"Total-stratified",2010,"CD4 Case","Undiagnosed Cases",1385,1385,1385
"Total-stratified",2010,"CD4 Case","True Prevalence",13124,13124,13124
"Total-stratified",2010,"CD4 Case","Undiagnosed Fraction (%)",10.6,10.6,10.6
"Total-stratified",2011,"PLWHA","PLWHA",NA,11745,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",1439,1439,1439
"Total-stratified",2011,"Base Case","True Prevalence",13184,13184,13184
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",10.9,10.9,10.9
"Total-stratified",2011,"CD4 Case","Undiagnosed Cases",1360,1360,1360
"Total-stratified",2011,"CD4 Case","True Prevalence",13105,13105,13105
"Total-stratified",2011,"CD4 Case","Undiagnosed Fraction (%)",10.4,10.4,10.4
"Total-stratified",2012,"PLWHA","PLWHA",NA,11900,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",1430,1430,1430
"Total-stratified",2012,"Base Case","True Prevalence",13330,13330,13330
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",10.7,10.7,10.7
"Total-stratified",2012,"CD4 Case","Undiagnosed Cases",1351,1351,1351
"Total-stratified",2012,"CD4 Case","True Prevalence",13251,13251,13251
"Total-stratified",2012,"CD4 Case","Undiagnosed Fraction (%)",10.2,10.2,10.2
"Total-stratified",2013,"PLWHA","PLWHA",NA,12280,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",1422,1422,1422
"Total-stratified",2013,"Base Case","True Prevalence",13702,13702,13702
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",10.4,10.4,10.4
"Total-stratified",2013,"CD4 Case","Undiagnosed Cases",1342,1342,1342
"Total-stratified",2013,"CD4 Case","True Prevalence",13622,13622,13622
"Total-stratified",2013,"CD4 Case","Undiagnosed Fraction (%)",9.9,9.9,9.9
"Total-stratified",2014,"PLWHA","PLWHA",NA,12691,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",1442,1442,1442
"Total-stratified",2014,"Base Case","True Prevalence",14133,14133,14133
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",10.2,10.2,10.2
"Total-stratified",2014,"CD4 Case","Undiagnosed Cases",1362,1362,1362
"Total-stratified",2014,"CD4 Case","True Prevalence",14053,14053,14053
"Total-stratified",2014,"CD4 Case","Undiagnosed Fraction (%)",9.7,9.7,9.7
