"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"Total-stratified",2010,"Upper Bound","True Prevalence",14588,14613,14642
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",19.5,19.7,19.8
"Total-stratified",2011,"PLWHA","PLWHA",NA,11745,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",1449,1453,1458
"Total-stratified",2011,"Base Case","True Prevalence",13194,13198,13203
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",11,11,11
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",2813,2822,2833
"Total-stratified",2011,"Upper Bound","True Prevalence",14558,14567,14578
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",19.3,19.4,19.4
"Total-stratified",2012,"PLWHA","PLWHA",NA,11900,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",1391,1410,1438
"Total-stratified",2012,"Base Case","True Prevalence",13291,13310,13338
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",10.5,10.6,10.8
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",2724,2750,2789
"Total-stratified",2012,"Upper Bound","True Prevalence",14624,14650,14689
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",18.6,18.8,19
"Total-stratified",2013,"PLWHA","PLWHA",NA,12280,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",1364,1373,1387
"Total-stratified",2013,"Base Case","True Prevalence",13644,13653,13667
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",10,10.1,10.1
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",2673,2690,2711
"Total-stratified",2013,"Upper Bound","True Prevalence",14953,14970,14991
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",17.9,18,18.1
"Total-stratified",2014,"PLWHA","PLWHA",NA,12691,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",1332,1351,1363
"Total-stratified",2014,"Base Case","True Prevalence",14023,14042,14054
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",9.5,9.6,9.7
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",2622,2647,2669
"Total-stratified",2014,"Upper Bound","True Prevalence",15313,15338,15360
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",17.1,17.3,17.4
