"imputed","time","var","value","Subgroup"
"No",2005.5,"# Diagnosed  ",22,"race=Hisp"
"No",2005.75,"# Diagnosed  ",14,"race=Hisp"
"No",2006,"# Diagnosed  ",15,"race=Hisp"
"No",2006.25,"# Diagnosed  ",21,"race=Hisp"
"No",2006.5,"# Diagnosed  ",12,"race=Hisp"
"No",2006.75,"# Diagnosed  ",17,"race=Hisp"
"No",2007,"# Diagnosed  ",26,"race=Hisp"
"No",2007.25,"# Diagnosed  ",20,"race=Hisp"
"No",2007.5,"# Diagnosed  ",23,"race=Hisp"
"No",2007.75,"# Diagnosed  ",20,"race=Hisp"
"No",2008,"# Diagnosed  ",17,"race=Hisp"
"No",2008.25,"# Diagnosed  ",31,"race=Hisp"
"No",2008.5,"# Diagnosed  ",21,"race=Hisp"
"No",2008.75,"# Diagnosed  ",25,"race=Hisp"
"No",2009,"# Diagnosed  ",15,"race=Hisp"
"No",2009.25,"# Diagnosed  ",26,"race=Hisp"
"No",2009.5,"# Diagnosed  ",22,"race=Hisp"
"No",2009.75,"# Diagnosed  ",23,"race=Hisp"
"No",2010,"# Diagnosed  ",24,"race=Hisp"
"No",2010.25,"# Diagnosed  ",32,"race=Hisp"
"No",2010.5,"# Diagnosed  ",27,"race=Hisp"
"No",2010.75,"# Diagnosed  ",21,"race=Hisp"
"No",2011,"# Diagnosed  ",23,"race=Hisp"
"No",2011.25,"# Diagnosed  ",12,"race=Hisp"
"No",2011.5,"# Diagnosed  ",19,"race=Hisp"
"No",2011.75,"# Diagnosed  ",22,"race=Hisp"
"No",2012,"# Diagnosed  ",16,"race=Hisp"
"No",2012.25,"# Diagnosed  ",18,"race=Hisp"
"No",2012.5,"# Diagnosed  ",15,"race=Hisp"
"No",2012.75,"# Diagnosed  ",14,"race=Hisp"
"No",2013,"# Diagnosed  ",19,"race=Hisp"
"No",2013.25,"# Diagnosed  ",23,"race=Hisp"
"No",2013.5,"# Diagnosed  ",16,"race=Hisp"
"No",2013.75,"# Diagnosed  ",21,"race=Hisp"
"No",2005,"Incidence (Base Case)  ",18.3215394028802,"race=Hisp"
"No",2005.25,"Incidence (Base Case)  ",17.6318430506084,"race=Hisp"
"No",2005.5,"Incidence (Base Case)  ",17.5951929058603,"race=Hisp"
"No",2005.75,"Incidence (Base Case)  ",17.5749807665892,"race=Hisp"
"No",2006,"Incidence (Base Case)  ",18.0203299488749,"race=Hisp"
"No",2006.25,"Incidence (Base Case)  ",18.7357456113543,"race=Hisp"
"No",2006.5,"Incidence (Base Case)  ",19.4986720749176,"race=Hisp"
"No",2006.75,"Incidence (Base Case)  ",20.6222928766694,"race=Hisp"
"No",2007,"Incidence (Base Case)  ",21.6459419195358,"race=Hisp"
"No",2007.25,"Incidence (Base Case)  ",22.2409779688842,"race=Hisp"
"No",2007.5,"Incidence (Base Case)  ",22.8175439585299,"race=Hisp"
"No",2007.75,"Incidence (Base Case)  ",23.2682431092661,"race=Hisp"
"No",2008,"Incidence (Base Case)  ",23.7431881135011,"race=Hisp"
"No",2008.25,"Incidence (Base Case)  ",24.2013191180717,"race=Hisp"
"No",2008.5,"Incidence (Base Case)  ",24.1530715337836,"race=Hisp"
"No",2008.75,"Incidence (Base Case)  ",24.1349487929831,"race=Hisp"
"No",2009,"Incidence (Base Case)  ",24.0934616258609,"race=Hisp"
"No",2009.25,"Incidence (Base Case)  ",24.2838345732007,"race=Hisp"
"No",2009.5,"Incidence (Base Case)  ",24.2287129915855,"race=Hisp"
"No",2009.75,"Incidence (Base Case)  ",24.0800626724943,"race=Hisp"
"No",2010,"Incidence (Base Case)  ",23.6902292576807,"race=Hisp"
"No",2010.25,"Incidence (Base Case)  ",22.9229695674026,"race=Hisp"
"No",2010.5,"Incidence (Base Case)  ",21.6041612260148,"race=Hisp"
"No",2010.75,"Incidence (Base Case)  ",20.1418129892876,"race=Hisp"
"No",2011,"Incidence (Base Case)  ",18.8744780063085,"race=Hisp"
"No",2011.25,"Incidence (Base Case)  ",17.8200011113839,"race=Hisp"
"No",2011.5,"Incidence (Base Case)  ",17.3065839175894,"race=Hisp"
"No",2011.75,"Incidence (Base Case)  ",16.8608189173076,"race=Hisp"
"No",2012,"Incidence (Base Case)  ",16.4315742092654,"race=Hisp"
"No",2012.25,"Incidence (Base Case)  ",16.3110217731974,"race=Hisp"
"No",2012.5,"Incidence (Base Case)  ",16.4061502808289,"race=Hisp"
"No",2012.75,"Incidence (Base Case)  ",16.7980223443789,"race=Hisp"
"No",2013,"Incidence (Base Case)  ",17.3498244406753,"race=Hisp"
"No",2013.25,"Incidence (Base Case)  ",17.7087470720505,"race=Hisp"
"No",2013.5,"Incidence (Base Case)  ",17.8015480666344,"race=Hisp"
"No",2013.75,"Incidence (Base Case)  ",17.9625231902481,"race=Hisp"
"No",2005,"Incidence (Upper Bound)  ",18.351996581638,"race=Hisp"
"No",2005.25,"Incidence (Upper Bound)  ",18.3715779015962,"race=Hisp"
"No",2005.5,"Incidence (Upper Bound)  ",18.6174793534083,"race=Hisp"
"No",2005.75,"Incidence (Upper Bound)  ",19.0512832901354,"race=Hisp"
"No",2006,"Incidence (Upper Bound)  ",19.720319744032,"race=Hisp"
"No",2006.25,"Incidence (Upper Bound)  ",20.4752562035148,"race=Hisp"
"No",2006.5,"Incidence (Upper Bound)  ",21.3134311950965,"race=Hisp"
"No",2006.75,"Incidence (Upper Bound)  ",22.1341044873763,"race=Hisp"
"No",2007,"Incidence (Upper Bound)  ",22.7831522353312,"race=Hisp"
"No",2007.25,"Incidence (Upper Bound)  ",23.2930760746451,"race=Hisp"
"No",2007.5,"Incidence (Upper Bound)  ",23.7126834203882,"race=Hisp"
"No",2007.75,"Incidence (Upper Bound)  ",24.0923535161572,"race=Hisp"
"No",2008,"Incidence (Upper Bound)  ",24.3318754713867,"race=Hisp"
"No",2008.25,"Incidence (Upper Bound)  ",24.4020855406907,"race=Hisp"
"No",2008.5,"Incidence (Upper Bound)  ",24.2984163820135,"race=Hisp"
"No",2008.75,"Incidence (Upper Bound)  ",24.1712638270843,"race=Hisp"
"No",2009,"Incidence (Upper Bound)  ",24.0328132047358,"race=Hisp"
"No",2009.25,"Incidence (Upper Bound)  ",23.8670786788133,"race=Hisp"
"No",2009.5,"Incidence (Upper Bound)  ",23.5120100489796,"race=Hisp"
"No",2009.75,"Incidence (Upper Bound)  ",22.97284740744,"race=Hisp"
"No",2010,"Incidence (Upper Bound)  ",22.1847913286757,"race=Hisp"
"No",2010.25,"Incidence (Upper Bound)  ",21.0801185214604,"race=Hisp"
"No",2010.5,"Incidence (Upper Bound)  ",19.8700291064156,"race=Hisp"
"No",2010.75,"Incidence (Upper Bound)  ",18.7533829125473,"race=Hisp"
"No",2011,"Incidence (Upper Bound)  ",17.8324490309426,"race=Hisp"
"No",2011.25,"Incidence (Upper Bound)  ",17.1738262293608,"race=Hisp"
"No",2011.5,"Incidence (Upper Bound)  ",16.7155625605651,"race=Hisp"
"No",2011.75,"Incidence (Upper Bound)  ",16.3557412041895,"race=Hisp"
"No",2012,"Incidence (Upper Bound)  ",16.1686991082668,"race=Hisp"
"No",2012.25,"Incidence (Upper Bound)  ",16.2035893221731,"race=Hisp"
"No",2012.5,"Incidence (Upper Bound)  ",16.4014694087707,"race=Hisp"
"No",2012.75,"Incidence (Upper Bound)  ",16.7155114791833,"race=Hisp"
"No",2013,"Incidence (Upper Bound)  ",16.9791340094117,"race=Hisp"
"No",2013.25,"Incidence (Upper Bound)  ",17.1313394669076,"race=Hisp"
"No",2013.5,"Incidence (Upper Bound)  ",17.2053208526055,"race=Hisp"
"No",2013.75,"Incidence (Upper Bound)  ",17.2494016553996,"race=Hisp"
"Yes",2005,"Undiagnosed (Base Case)  ",391.033341319242,"race=Hisp"
"Yes",2005.25,"Undiagnosed (Base Case)  ",388.080762769912,"race=Hisp"
"Yes",2005.5,"Undiagnosed (Base Case)  ",390.982986644614,"race=Hisp"
"Yes",2005.75,"Undiagnosed (Base Case)  ",390.917896899816,"race=Hisp"
"Yes",2006,"Undiagnosed (Base Case)  ",395.430618010196,"race=Hisp"
"Yes",2006.25,"Undiagnosed (Base Case)  ",397.749985548205,"race=Hisp"
"Yes",2006.5,"Undiagnosed (Base Case)  ",401.565306802252,"race=Hisp"
"Yes",2006.75,"Undiagnosed (Base Case)  ",409.45743122588,"race=Hisp"
"Yes",2007,"Undiagnosed (Base Case)  ",412.154088636534,"race=Hisp"
"Yes",2007.25,"Undiagnosed (Base Case)  ",412.707375817599,"race=Hisp"
"Yes",2007.5,"Undiagnosed (Base Case)  ",415.841054296627,"race=Hisp"
"Yes",2007.75,"Undiagnosed (Base Case)  ",418.971274722269,"race=Hisp"
"Yes",2008,"Undiagnosed (Base Case)  ",425.473513410398,"race=Hisp"
"Yes",2008.25,"Undiagnosed (Base Case)  ",428.350672880167,"race=Hisp"
"Yes",2008.5,"Undiagnosed (Base Case)  ",427.548698307234,"race=Hisp"
"Yes",2008.75,"Undiagnosed (Base Case)  ",429.677251312356,"race=Hisp"
"Yes",2009,"Undiagnosed (Base Case)  ",434.008551836177,"race=Hisp"
"Yes",2009.25,"Undiagnosed (Base Case)  ",439.006855293067,"race=Hisp"
"Yes",2009.5,"Undiagnosed (Base Case)  ",439.747787066351,"race=Hisp"
"Yes",2009.75,"Undiagnosed (Base Case)  ",441.942059786555,"race=Hisp"
"Yes",2010,"Undiagnosed (Base Case)  ",442.763123995968,"race=Hisp"
"Yes",2010.25,"Undiagnosed (Base Case)  ",438.451124855625,"race=Hisp"
"Yes",2010.5,"Undiagnosed (Base Case)  ",430.285380889064,"race=Hisp"
"Yes",2010.75,"Undiagnosed (Base Case)  ",425.417982246733,"race=Hisp"
"Yes",2011,"Undiagnosed (Base Case)  ",421.343619423585,"race=Hisp"
"Yes",2011.25,"Undiagnosed (Base Case)  ",420.150361613964,"race=Hisp"
"Yes",2011.5,"Undiagnosed (Base Case)  ",421.227655560814,"race=Hisp"
"Yes",2011.75,"Undiagnosed (Base Case)  ",416.83156161786,"race=Hisp"
"Yes",2012,"Undiagnosed (Base Case)  ",412.966846542587,"race=Hisp"
"Yes",2012.25,"Undiagnosed (Base Case)  ",411.042591833992,"race=Hisp"
"Yes",2012.5,"Undiagnosed (Base Case)  ",409.459946609837,"race=Hisp"
"Yes",2012.75,"Undiagnosed (Base Case)  ",410.279258666902,"race=Hisp"
"Yes",2013,"Undiagnosed (Base Case)  ",409.991624889233,"race=Hisp"
"Yes",2013.25,"Undiagnosed (Base Case)  ",405.529255689931,"race=Hisp"
"Yes",2013.5,"Undiagnosed (Base Case)  ",402.041350145196,"race=Hisp"
"Yes",2013.75,"Undiagnosed (Base Case)  ",400.064720350263,"race=Hisp"
"Yes",2005,"Undiagnosed (Upper Bound)  ",788.838951695885,"race=Hisp"
"Yes",2005.25,"Undiagnosed (Upper Bound)  ",787.214881436779,"race=Hisp"
"Yes",2005.5,"Undiagnosed (Upper Bound)  ",790.023417417193,"race=Hisp"
"Yes",2005.75,"Undiagnosed (Upper Bound)  ",790.779515458274,"race=Hisp"
"Yes",2006,"Undiagnosed (Upper Bound)  ",795.811813083925,"race=Hisp"
"Yes",2006.25,"Undiagnosed (Upper Bound)  ",797.798835892102,"race=Hisp"
"Yes",2006.5,"Undiagnosed (Upper Bound)  ",802.073212962351,"race=Hisp"
"Yes",2006.75,"Undiagnosed (Upper Bound)  ",808.972543483766,"race=Hisp"
"Yes",2007,"Undiagnosed (Upper Bound)  ",809.254876944823,"race=Hisp"
"Yes",2007.25,"Undiagnosed (Upper Bound)  ",808.192930862151,"race=Hisp"
"Yes",2007.5,"Undiagnosed (Upper Bound)  ",808.813640834483,"race=Hisp"
"Yes",2007.75,"Undiagnosed (Upper Bound)  ",809.747203216758,"race=Hisp"
"Yes",2008,"Undiagnosed (Upper Bound)  ",813.932992892917,"race=Hisp"
"Yes",2008.25,"Undiagnosed (Upper Bound)  ",812.605160096073,"race=Hisp"
"Yes",2008.5,"Undiagnosed (Upper Bound)  ",808.886789402276,"race=Hisp"
"Yes",2008.75,"Undiagnosed (Upper Bound)  ",807.961403872553,"race=Hisp"
"Yes",2009,"Undiagnosed (Upper Bound)  ",810.017042792043,"race=Hisp"
"Yes",2009.25,"Undiagnosed (Upper Bound)  ",811.797628292595,"race=Hisp"
"Yes",2009.5,"Undiagnosed (Upper Bound)  ",809.876696218701,"race=Hisp"
"Yes",2009.75,"Undiagnosed (Upper Bound)  ",809.154681933064,"race=Hisp"
"Yes",2010,"Undiagnosed (Upper Bound)  ",807.103115715033,"race=Hisp"
"Yes",2010.25,"Undiagnosed (Upper Bound)  ",799.458695719889,"race=Hisp"
"Yes",2010.5,"Undiagnosed (Upper Bound)  ",789.191719078852,"race=Hisp"
"Yes",2010.75,"Undiagnosed (Upper Bound)  ",783.563771866994,"race=Hisp"
"Yes",2011,"Undiagnosed (Upper Bound)  ",779.292006400451,"race=Hisp"
"Yes",2011.25,"Undiagnosed (Upper Bound)  ",779.1925945165,"race=Hisp"
"Yes",2011.5,"Undiagnosed (Upper Bound)  ",780.968167443396,"race=Hisp"
"Yes",2011.75,"Undiagnosed (Upper Bound)  ",777.336213257514,"race=Hisp"
"Yes",2012,"Undiagnosed (Upper Bound)  ",774.940788158406,"race=Hisp"
"Yes",2012.25,"Undiagnosed (Upper Bound)  ",774.607920607176,"race=Hisp"
"Yes",2012.5,"Undiagnosed (Upper Bound)  ",774.902523822312,"race=Hisp"
"Yes",2012.75,"Undiagnosed (Upper Bound)  ",777.573774381888,"race=Hisp"
"Yes",2013,"Undiagnosed (Upper Bound)  ",778.464895641027,"race=Hisp"
"Yes",2013.25,"Undiagnosed (Upper Bound)  ",774.850632565135,"race=Hisp"
"Yes",2013.5,"Undiagnosed (Upper Bound)  ",772.69119530432,"race=Hisp"
"Yes",2013.75,"Undiagnosed (Upper Bound)  ",771.592692149533,"race=Hisp"
"No",2005,"Undiagnosed (Base Case)  ",223.619285842751,"race=Hisp"
"No",2005.25,"Undiagnosed (Base Case)  ",218.95009689641,"race=Hisp"
"No",2005.5,"Undiagnosed (Base Case)  ",220.489781292968,"race=Hisp"
"No",2005.75,"Undiagnosed (Base Case)  ",218.430332598261,"race=Hisp"
"No",2006,"Undiagnosed (Base Case)  ",220.979398850449,"race=Hisp"
"No",2006.25,"Undiagnosed (Base Case)  ",221.539205390059,"race=Hisp"
"No",2006.5,"Undiagnosed (Base Case)  ",223.133046045518,"race=Hisp"
"No",2006.75,"Undiagnosed (Base Case)  ",229.669547224583,"race=Hisp"
"No",2007,"Undiagnosed (Base Case)  ",231.672921745923,"race=Hisp"
"No",2007.25,"Undiagnosed (Base Case)  ",230.997632462275,"race=Hisp"
"No",2007.5,"Undiagnosed (Base Case)  ",232.891074241693,"race=Hisp"
"No",2007.75,"Undiagnosed (Base Case)  ",234.547827676751,"race=Hisp"
"No",2008,"Undiagnosed (Base Case)  ",239.872124491791,"race=Hisp"
"No",2008.25,"Undiagnosed (Base Case)  ",242.525765123256,"race=Hisp"
"No",2008.5,"Undiagnosed (Base Case)  ",240.534400476444,"race=Hisp"
"No",2008.75,"Undiagnosed (Base Case)  ",241.78317163841,"race=Hisp"
"No",2009,"Undiagnosed (Base Case)  ",244.760293886554,"race=Hisp"
"No",2009.25,"Undiagnosed (Base Case)  ",249.73741714762,"race=Hisp"
"No",2009.5,"Undiagnosed (Base Case)  ",250.420243931556,"race=Hisp"
"No",2009.75,"Undiagnosed (Base Case)  ",253.162729607293,"race=Hisp"
"No",2010,"Undiagnosed (Base Case)  ",255.142086517655,"race=Hisp"
"No",2010.25,"Undiagnosed (Base Case)  ",252.594535817057,"race=Hisp"
"No",2010.5,"Undiagnosed (Base Case)  ",245.31964255886,"race=Hisp"
"No",2010.75,"Undiagnosed (Base Case)  ",240.676502950268,"race=Hisp"
"No",2011,"Undiagnosed (Base Case)  ",236.748061756009,"race=Hisp"
"No",2011.25,"Undiagnosed (Base Case)  ",235.140233437042,"race=Hisp"
"No",2011.5,"Undiagnosed (Base Case)  ",236.71320107202,"race=Hisp"
"No",2011.75,"Undiagnosed (Base Case)  ",233.018831894123,"race=Hisp"
"No",2012,"Undiagnosed (Base Case)  ",229.436386023574,"race=Hisp"
"No",2012.25,"Undiagnosed (Base Case)  ",228.044226679363,"race=Hisp"
"No",2012.5,"Undiagnosed (Base Case)  ",226.977059066879,"race=Hisp"
"No",2012.75,"Undiagnosed (Base Case)  ",228.738126450415,"race=Hisp"
"No",2013,"Undiagnosed (Base Case)  ",230.257589716515,"race=Hisp"
"No",2013.25,"Undiagnosed (Base Case)  ",227.909188778318,"race=Hisp"
"No",2013.5,"Undiagnosed (Base Case)  ",225.968230967501,"race=Hisp"
"No",2013.75,"Undiagnosed (Base Case)  ",226.009216015126,"race=Hisp"
"No",2005,"Undiagnosed (Upper Bound)  ",433.297567002492,"race=Hisp"
"No",2005.25,"Undiagnosed (Upper Bound)  ",430.838926926839,"race=Hisp"
"No",2005.5,"Undiagnosed (Upper Bound)  ",432.758107281861,"race=Hisp"
"No",2005.75,"Undiagnosed (Upper Bound)  ",432.914370682159,"race=Hisp"
"No",2006,"Undiagnosed (Upper Bound)  ",437.79716336192,"race=Hisp"
"No",2006.25,"Undiagnosed (Upper Bound)  ",439.932734431383,"race=Hisp"
"No",2006.5,"Undiagnosed (Upper Bound)  ",444.821904933272,"race=Hisp"
"No",2006.75,"Undiagnosed (Upper Bound)  ",453.216881032196,"race=Hisp"
"No",2007,"Undiagnosed (Upper Bound)  ",455.135001203472,"race=Hisp"
"No",2007.25,"Undiagnosed (Upper Bound)  ",455.849777921467,"race=Hisp"
"No",2007.5,"Undiagnosed (Upper Bound)  ",458.252757705533,"race=Hisp"
"No",2007.75,"Undiagnosed (Upper Bound)  ",461.521289495258,"race=Hisp"
"No",2008,"Undiagnosed (Upper Bound)  ",468.17796027532,"race=Hisp"
"No",2008.25,"Undiagnosed (Upper Bound)  ",469.429489649476,"race=Hisp"
"No",2008.5,"Undiagnosed (Upper Bound)  ",467.842831837491,"race=Hisp"
"No",2008.75,"Undiagnosed (Upper Bound)  ",469.069524764399,"race=Hisp"
"No",2009,"Undiagnosed (Upper Bound)  ",473.23429526641,"race=Hisp"
"No",2009.25,"Undiagnosed (Upper Bound)  ",477.506009712344,"race=Hisp"
"No",2009.5,"Undiagnosed (Upper Bound)  ",477.884589027632,"race=Hisp"
"No",2009.75,"Undiagnosed (Upper Bound)  ",479.501914335604,"race=Hisp"
"No",2010,"Undiagnosed (Upper Bound)  ",479.592481295618,"race=Hisp"
"No",2010.25,"Undiagnosed (Upper Bound)  ",473.117953348315,"race=Hisp"
"No",2010.5,"Undiagnosed (Upper Bound)  ",463.117523714868,"race=Hisp"
"No",2010.75,"Undiagnosed (Upper Bound)  ",457.137715861822,"race=Hisp"
"No",2011,"Undiagnosed (Upper Bound)  ",452.035485897313,"race=Hisp"
"No",2011.25,"Undiagnosed (Upper Bound)  ",451.02201387845,"race=Hisp"
"No",2011.5,"Undiagnosed (Upper Bound)  ",451.909382196445,"race=Hisp"
"No",2011.75,"Undiagnosed (Upper Bound)  ",447.200795195139,"race=Hisp"
"No",2012,"Undiagnosed (Upper Bound)  ",443.65264378792,"race=Hisp"
"No",2012.25,"Undiagnosed (Upper Bound)  ",442.328833183509,"race=Hisp"
"No",2012.5,"Undiagnosed (Upper Bound)  ",441.850035831426,"race=Hisp"
