"imputed","time","var","value","Subgroup"
"No",2005,"# Diagnosed  ",86,"race=White"
"No",2005.25,"# Diagnosed  ",85,"race=White"
"No",2005.5,"# Diagnosed  ",77,"race=White"
"No",2005.75,"# Diagnosed  ",92,"race=White"
"No",2006,"# Diagnosed  ",82,"race=White"
"No",2006.25,"# Diagnosed  ",91,"race=White"
"No",2006.5,"# Diagnosed  ",87,"race=White"
"No",2006.75,"# Diagnosed  ",85,"race=White"
"No",2007,"# Diagnosed  ",97,"race=White"
"No",2007.25,"# Diagnosed  ",91,"race=White"
"No",2007.5,"# Diagnosed  ",84,"race=White"
"No",2007.75,"# Diagnosed  ",70,"race=White"
"No",2008,"# Diagnosed  ",64,"race=White"
"No",2008.25,"# Diagnosed  ",84,"race=White"
"No",2008.5,"# Diagnosed  ",73,"race=White"
"No",2008.75,"# Diagnosed  ",67,"race=White"
"No",2009,"# Diagnosed  ",89,"race=White"
"No",2009.25,"# Diagnosed  ",87,"race=White"
"No",2009.5,"# Diagnosed  ",69,"race=White"
"No",2009.75,"# Diagnosed  ",74,"race=White"
"No",2010,"# Diagnosed  ",96,"race=White"
"No",2010.25,"# Diagnosed  ",76,"race=White"
"No",2010.5,"# Diagnosed  ",79,"race=White"
"No",2010.75,"# Diagnosed  ",65,"race=White"
"No",2011,"# Diagnosed  ",79,"race=White"
"No",2011.25,"# Diagnosed  ",68,"race=White"
"No",2011.5,"# Diagnosed  ",59,"race=White"
"No",2011.75,"# Diagnosed  ",75,"race=White"
"No",2012,"# Diagnosed  ",81,"race=White"
"No",2012.25,"# Diagnosed  ",80,"race=White"
"No",2012.5,"# Diagnosed  ",66,"race=White"
"No",2012.75,"# Diagnosed  ",64,"race=White"
"No",2013,"# Diagnosed  ",67,"race=White"
"No",2013.25,"# Diagnosed  ",65,"race=White"
"No",2013.5,"# Diagnosed  ",57,"race=White"
"No",2013.75,"# Diagnosed  ",62,"race=White"
"No",2005,"Incidence (Base Case)  ",84.36755310113,"race=White"
"No",2005.25,"Incidence (Base Case)  ",84.1542506113333,"race=White"
"No",2005.5,"Incidence (Base Case)  ",83.9400586792103,"race=White"
"No",2005.75,"Incidence (Base Case)  ",83.7495112269777,"race=White"
"No",2006,"Incidence (Base Case)  ",83.3860412277586,"race=White"
"No",2006.25,"Incidence (Base Case)  ",82.9613379626246,"race=White"
"No",2006.5,"Incidence (Base Case)  ",82.3493875298661,"race=White"
"No",2006.75,"Incidence (Base Case)  ",81.6048432582545,"race=White"
"No",2007,"Incidence (Base Case)  ",80.7155409551012,"race=White"
"No",2007.25,"Incidence (Base Case)  ",79.5798614406849,"race=White"
"No",2007.5,"Incidence (Base Case)  ",78.3861614648625,"race=White"
"No",2007.75,"Incidence (Base Case)  ",77.3278229072113,"race=White"
"No",2008,"Incidence (Base Case)  ",76.602965341417,"race=White"
"No",2008.25,"Incidence (Base Case)  ",76.1589236465873,"race=White"
"No",2008.5,"Incidence (Base Case)  ",75.692307664223,"race=White"
"No",2008.75,"Incidence (Base Case)  ",75.3501914420562,"race=White"
"No",2009,"Incidence (Base Case)  ",75.0778989639041,"race=White"
"No",2009.25,"Incidence (Base Case)  ",74.544121654518,"race=White"
"No",2009.5,"Incidence (Base Case)  ",73.8756878578884,"race=White"
"No",2009.75,"Incidence (Base Case)  ",73.2933297230302,"race=White"
"No",2010,"Incidence (Base Case)  ",72.5916585112126,"race=White"
"No",2010.25,"Incidence (Base Case)  ",71.5434762276562,"race=White"
"No",2010.5,"Incidence (Base Case)  ",70.5088871152978,"race=White"
"No",2010.75,"Incidence (Base Case)  ",69.4926694973083,"race=White"
"No",2011,"Incidence (Base Case)  ",68.6554915099625,"race=White"
"No",2011.25,"Incidence (Base Case)  ",67.8028853864031,"race=White"
"No",2011.5,"Incidence (Base Case)  ",67.122168831437,"race=White"
"No",2011.75,"Incidence (Base Case)  ",66.6071788436747,"race=White"
"No",2012,"Incidence (Base Case)  ",65.9162285304041,"race=White"
"No",2012.25,"Incidence (Base Case)  ",64.9959136863974,"race=White"
"No",2012.5,"Incidence (Base Case)  ",63.9848943675415,"race=White"
"No",2012.75,"Incidence (Base Case)  ",63.1502395493177,"race=White"
"No",2013,"Incidence (Base Case)  ",62.4936270688925,"race=White"
"No",2013.25,"Incidence (Base Case)  ",61.9633121559222,"race=White"
"No",2013.5,"Incidence (Base Case)  ",61.6160070368213,"race=White"
"No",2013.75,"Incidence (Base Case)  ",61.5237982213744,"race=White"
"No",2005,"Incidence (Upper Bound)  ",82.44131346255,"race=White"
"No",2005.25,"Incidence (Upper Bound)  ",82.0724785597584,"race=White"
"No",2005.5,"Incidence (Upper Bound)  ",81.6757020414741,"race=White"
"No",2005.75,"Incidence (Upper Bound)  ",81.1983561499832,"race=White"
"No",2006,"Incidence (Upper Bound)  ",80.6409868859041,"race=White"
"No",2006.25,"Incidence (Upper Bound)  ",79.9959171165713,"race=White"
"No",2006.5,"Incidence (Upper Bound)  ",79.210202696037,"race=White"
"No",2006.75,"Incidence (Upper Bound)  ",78.3052242637149,"race=White"
"No",2007,"Incidence (Upper Bound)  ",77.2941212700503,"race=White"
"No",2007.25,"Incidence (Upper Bound)  ",76.2278481091275,"race=White"
"No",2007.5,"Incidence (Upper Bound)  ",75.2031569086475,"race=White"
"No",2007.75,"Incidence (Upper Bound)  ",74.3148336744172,"race=White"
"No",2008,"Incidence (Upper Bound)  ",73.6322696016814,"race=White"
"No",2008.25,"Incidence (Upper Bound)  ",73.040865052308,"race=White"
"No",2008.5,"Incidence (Upper Bound)  ",72.4571983816662,"race=White"
"No",2008.75,"Incidence (Upper Bound)  ",71.9146074416093,"race=White"
"No",2009,"Incidence (Upper Bound)  ",71.3348450462003,"race=White"
"No",2009.25,"Incidence (Upper Bound)  ",70.6405815426412,"race=White"
"No",2009.5,"Incidence (Upper Bound)  ",69.8905866017141,"race=White"
"No",2009.75,"Incidence (Upper Bound)  ",69.1055453225931,"race=White"
"No",2010,"Incidence (Upper Bound)  ",68.1844524914037,"race=White"
"No",2010.25,"Incidence (Upper Bound)  ",67.1769433324674,"race=White"
"No",2010.5,"Incidence (Upper Bound)  ",66.1914142821539,"race=White"
"No",2010.75,"Incidence (Upper Bound)  ",65.2929675625622,"race=White"
"No",2011,"Incidence (Upper Bound)  ",64.4890041149841,"race=White"
"No",2011.25,"Incidence (Upper Bound)  ",63.7504373957439,"race=White"
"No",2011.5,"Incidence (Upper Bound)  ",63.1084348683417,"race=White"
"No",2011.75,"Incidence (Upper Bound)  ",62.4670354042943,"race=White"
"No",2012,"Incidence (Upper Bound)  ",61.7326472874505,"race=White"
"No",2012.25,"Incidence (Upper Bound)  ",60.9417872121577,"race=White"
"No",2012.5,"Incidence (Upper Bound)  ",60.2136386090389,"race=White"
"No",2012.75,"Incidence (Upper Bound)  ",59.6354958563781,"race=White"
"No",2013,"Incidence (Upper Bound)  ",59.1998427879671,"race=White"
"No",2013.25,"Incidence (Upper Bound)  ",58.8964713892013,"race=White"
"No",2013.5,"Incidence (Upper Bound)  ",58.7459165034894,"race=White"
"No",2013.75,"Incidence (Upper Bound)  ",58.712880944909,"race=White"
"Yes",2005,"Undiagnosed (Base Case)  ",1575.72727557941,"race=White"
"Yes",2005.25,"Undiagnosed (Base Case)  ",1570.99402175731,"race=White"
"Yes",2005.5,"Undiagnosed (Base Case)  ",1570.23592396099,"race=White"
"Yes",2005.75,"Undiagnosed (Base Case)  ",1567.44375186259,"race=White"
"Yes",2006,"Undiagnosed (Base Case)  ",1560.47581807524,"race=White"
"Yes",2006.25,"Undiagnosed (Base Case)  ",1554.64268036372,"race=White"
"Yes",2006.5,"Undiagnosed (Base Case)  ",1545.04245014595,"race=White"
"Yes",2006.75,"Undiagnosed (Base Case)  ",1537.63193816116,"race=White"
"Yes",2007,"Undiagnosed (Base Case)  ",1525.14092878192,"race=White"
"Yes",2007.25,"Undiagnosed (Base Case)  ",1506.75654082149,"race=White"
"Yes",2007.5,"Undiagnosed (Base Case)  ",1491.94950455596,"race=White"
"Yes",2007.75,"Undiagnosed (Base Case)  ",1484.84036163718,"race=White"
"Yes",2008,"Undiagnosed (Base Case)  ",1487.45150671796,"race=White"
"Yes",2008.25,"Undiagnosed (Base Case)  ",1485.20453870084,"race=White"
"Yes",2008.5,"Undiagnosed (Base Case)  ",1476.57267802535,"race=White"
"Yes",2008.75,"Undiagnosed (Base Case)  ",1476.36562796143,"race=White"
"Yes",2009,"Undiagnosed (Base Case)  ",1470.48797432992,"race=White"
"Yes",2009.25,"Undiagnosed (Base Case)  ",1452.81101818343,"race=White"
"Yes",2009.5,"Undiagnosed (Base Case)  ",1442.48686670827,"race=White"
"Yes",2009.75,"Undiagnosed (Base Case)  ",1439.66088929254,"race=White"
"Yes",2010,"Undiagnosed (Base Case)  ",1424.35629968941,"race=White"
"Yes",2010.25,"Undiagnosed (Base Case)  ",1404.02607839819,"race=White"
"Yes",2010.5,"Undiagnosed (Base Case)  ",1391.17349407657,"race=White"
"Yes",2010.75,"Undiagnosed (Base Case)  ",1381.58368981337,"race=White"
"Yes",2011,"Undiagnosed (Base Case)  ",1372.69431820521,"race=White"
"Yes",2011.25,"Undiagnosed (Base Case)  ",1360.05204748285,"race=White"
"Yes",2011.5,"Undiagnosed (Base Case)  ",1356.80957392954,"race=White"
"Yes",2011.75,"Undiagnosed (Base Case)  ",1352.07833634579,"race=White"
"Yes",2012,"Undiagnosed (Base Case)  ",1336.03455207073,"race=White"
"Yes",2012.25,"Undiagnosed (Base Case)  ",1315.64154500402,"race=White"
"Yes",2012.5,"Undiagnosed (Base Case)  ",1300.00676138216,"race=White"
"Yes",2012.75,"Undiagnosed (Base Case)  ",1291.74466602624,"race=White"
"Yes",2013,"Undiagnosed (Base Case)  ",1282.88065535947,"race=White"
"Yes",2013.25,"Undiagnosed (Base Case)  ",1272.77577564866,"race=White"
"Yes",2013.5,"Undiagnosed (Base Case)  ",1266.99910385602,"race=White"
"Yes",2013.75,"Undiagnosed (Base Case)  ",1263.89322378412,"race=White"
"Yes",2005,"Undiagnosed (Upper Bound)  ",2953.32351175112,"race=White"
"Yes",2005.25,"Undiagnosed (Upper Bound)  ",2941.4646669496,"race=White"
"Yes",2005.5,"Undiagnosed (Upper Bound)  ",2933.96173137487,"race=White"
"Yes",2005.75,"Undiagnosed (Upper Bound)  ",2922.07950131743,"race=White"
"Yes",2006,"Undiagnosed (Upper Bound)  ",2907.31094814348,"race=White"
"Yes",2006.25,"Undiagnosed (Upper Bound)  ",2893.28501093126,"race=White"
"Yes",2006.5,"Undiagnosed (Upper Bound)  ",2875.76921150283,"race=White"
"Yes",2006.75,"Undiagnosed (Upper Bound)  ",2860.07591489956,"race=White"
"Yes",2007,"Undiagnosed (Upper Bound)  ",2838.20166700303,"race=White"
"Yes",2007.25,"Undiagnosed (Upper Bound)  ",2812.00640935269,"race=White"
"Yes",2007.5,"Undiagnosed (Upper Bound)  ",2790.61263528697,"race=White"
"Yes",2007.75,"Undiagnosed (Upper Bound)  ",2778.21473378753,"race=White"
"Yes",2008,"Undiagnosed (Upper Bound)  ",2776.19944902717,"race=White"
"Yes",2008.25,"Undiagnosed (Upper Bound)  ",2767.4738827719,"race=White"
"Yes",2008.5,"Undiagnosed (Upper Bound)  ",2753.33108275808,"race=White"
"Yes",2008.75,"Undiagnosed (Upper Bound)  ",2747.62266566753,"race=White"
"Yes",2009,"Undiagnosed (Upper Bound)  ",2733.96717855649,"race=White"
"Yes",2009.25,"Undiagnosed (Upper Bound)  ",2709.34714824863,"race=White"
"Yes",2009.5,"Undiagnosed (Upper Bound)  ",2693.87868118915,"race=White"
"Yes",2009.75,"Undiagnosed (Upper Bound)  ",2684.89378506873,"race=White"
"Yes",2010,"Undiagnosed (Upper Bound)  ",2661.36328484595,"race=White"
"Yes",2010.25,"Undiagnosed (Upper Bound)  ",2635.33703412219,"race=White"
"Yes",2010.5,"Undiagnosed (Upper Bound)  ",2616.59206401794,"race=White"
"Yes",2010.75,"Undiagnosed (Upper Bound)  ",2602.55159832895,"race=White"
"Yes",2011,"Undiagnosed (Upper Bound)  ",2588.10730298439,"race=White"
"Yes",2011.25,"Undiagnosed (Upper Bound)  ",2571.40507922258,"race=White"
"Yes",2011.5,"Undiagnosed (Upper Bound)  ",2564.85081338201,"race=White"
"Yes",2011.75,"Undiagnosed (Upper Bound)  ",2554.91166997888,"race=White"
"Yes",2012,"Undiagnosed (Upper Bound)  ",2533.21103495033,"race=White"
"Yes",2012.25,"Undiagnosed (Upper Bound)  ",2507.70081701176,"race=White"
"Yes",2012.5,"Undiagnosed (Upper Bound)  ",2488.63898645365,"race=White"
"Yes",2012.75,"Undiagnosed (Upper Bound)  ",2477.24655089876,"race=White"
"Yes",2013,"Undiagnosed (Upper Bound)  ",2465.14667714666,"race=White"
"Yes",2013.25,"Undiagnosed (Upper Bound)  ",2452.24279216585,"race=White"
"Yes",2013.5,"Undiagnosed (Upper Bound)  ",2444.49342949505,"race=White"
"Yes",2013.75,"Undiagnosed (Upper Bound)  ",2438.80897960384,"race=White"
"No",2005,"Undiagnosed (Base Case)  ",792.517623824976,"race=White"
"No",2005.25,"Undiagnosed (Base Case)  ",791.185770682572,"race=White"
"No",2005.5,"Undiagnosed (Base Case)  ",793.727840418823,"race=White"
"No",2005.75,"Undiagnosed (Base Case)  ",795.872717551977,"race=White"
"No",2006,"Undiagnosed (Base Case)  ",793.278955158007,"race=White"
"No",2006.25,"Undiagnosed (Base Case)  ",792.846157770134,"race=White"
"No",2006.5,"Undiagnosed (Base Case)  ",788.378418851097,"race=White"
"No",2006.75,"Undiagnosed (Base Case)  ",786.34496891551,"race=White"
"No",2007,"Undiagnosed (Base Case)  ",780.036947885627,"race=White"
"No",2007.25,"Undiagnosed (Base Case)  ",766.539492025136,"race=White"
"No",2007.5,"Undiagnosed (Base Case)  ",755.302873006812,"race=White"
"No",2007.75,"Undiagnosed (Base Case)  ",750.47261353578,"race=White"
"No",2008,"Undiagnosed (Base Case)  ",755.772735643764,"race=White"
"No",2008.25,"Undiagnosed (Base Case)  ",758.274926911507,"race=White"
"No",2008.5,"Undiagnosed (Base Case)  ",753.581980966044,"race=White"
"No",2008.75,"Undiagnosed (Base Case)  ",757.879438701573,"race=White"
"No",2009,"Undiagnosed (Base Case)  ",758.883196947182,"race=White"
"No",2009.25,"Undiagnosed (Base Case)  ",747.434451955574,"race=White"
"No",2009.5,"Undiagnosed (Base Case)  ",742.037978947102,"race=White"
"No",2009.75,"Undiagnosed (Base Case)  ",745.579910792164,"race=White"
"No",2010,"Undiagnosed (Base Case)  ",738.201975346799,"race=White"
"No",2010.25,"Undiagnosed (Base Case)  ",723.550651338609,"race=White"
"No",2010.5,"Undiagnosed (Base Case)  ",716.30019433512,"race=White"
"No",2010.75,"Undiagnosed (Base Case)  ",711.304236620852,"race=White"
"No",2011,"Undiagnosed (Base Case)  ",708.171344394147,"race=White"
"No",2011.25,"Undiagnosed (Base Case)  ",700.14311074939,"race=White"
"No",2011.5,"Undiagnosed (Base Case)  ",701.540316121183,"race=White"
"No",2011.75,"Undiagnosed (Base Case)  ",703.491362929755,"race=White"
"No",2012,"Undiagnosed (Base Case)  ",694.431199797273,"race=White"
"No",2012.25,"Undiagnosed (Base Case)  ",680.106059257304,"race=White"
"No",2012.5,"Undiagnosed (Base Case)  ",668.833907681252,"race=White"
"No",2012.75,"Undiagnosed (Base Case)  ",664.735364452355,"race=White"
"No",2013,"Undiagnosed (Base Case)  ",660.150344800521,"race=White"
"No",2013.25,"Undiagnosed (Base Case)  ",653.845606137492,"race=White"
"No",2013.5,"Undiagnosed (Base Case)  ",651.317955848753,"race=White"
"No",2013.75,"Undiagnosed (Base Case)  ",652.207110347649,"race=White"
"No",2005,"Undiagnosed (Upper Bound)  ",1567.52922863534,"race=White"
"No",2005.25,"Undiagnosed (Upper Bound)  ",1564.55813405247,"race=White"
"No",2005.5,"Undiagnosed (Upper Bound)  ",1566.54774568583,"race=White"
"No",2005.75,"Undiagnosed (Upper Bound)  ",1564.54350630717,"race=White"
"No",2006,"Undiagnosed (Upper Bound)  ",1559.59685760536,"race=White"
"No",2006.25,"Undiagnosed (Upper Bound)  ",1555.34094258755,"race=White"
"No",2006.5,"Undiagnosed (Upper Bound)  ",1547.43858558066,"race=White"
"No",2006.75,"Undiagnosed (Upper Bound)  ",1541.40396940598,"race=White"
"No",2007,"Undiagnosed (Upper Bound)  ",1528.54920021628,"race=White"
"No",2007.25,"Undiagnosed (Upper Bound)  ",1510.14148871616,"race=White"
"No",2007.5,"Undiagnosed (Upper Bound)  ",1495.79208576641,"race=White"
"No",2007.75,"Undiagnosed (Upper Bound)  ",1490.04734072151,"race=White"
"No",2008,"Undiagnosed (Upper Bound)  ",1495.33579172438,"race=White"
"No",2008.25,"Undiagnosed (Upper Bound)  ",1494.26231282697,"race=White"
"No",2008.5,"Undiagnosed (Upper Bound)  ",1487.62304413095,"race=White"
"No",2008.75,"Undiagnosed (Upper Bound)  ",1490.07111440148,"race=White"
"No",2009,"Undiagnosed (Upper Bound)  ",1485.03841952237,"race=White"
"No",2009.25,"Undiagnosed (Upper Bound)  ",1468.46535169794,"race=White"
"No",2009.5,"Undiagnosed (Upper Bound)  ",1460.84486604938,"race=White"
"No",2009.75,"Undiagnosed (Upper Bound)  ",1460.32987360536,"race=White"
"No",2010,"Undiagnosed (Upper Bound)  ",1444.69192702584,"race=White"
"No",2010.25,"Undiagnosed (Upper Bound)  ",1425.5727993482,"race=White"
"No",2010.5,"Undiagnosed (Upper Bound)  ",1413.11069878305,"race=White"
"No",2010.75,"Undiagnosed (Upper Bound)  ",1405.16920082363,"race=White"
"No",2011,"Undiagnosed (Upper Bound)  ",1396.81412789538,"race=White"
"No",2011.25,"Undiagnosed (Upper Bound)  ",1385.832818298,"race=White"
"No",2011.5,"Undiagnosed (Upper Bound)  ",1385.43312901086,"race=White"
"No",2011.75,"Undiagnosed (Upper Bound)  ",1382.06142434225,"race=White"
"No",2012,"Undiagnosed (Upper Bound)  ",1366.49086722135,"race=White"
"No",2012.25,"Undiagnosed (Upper Bound)  ",1346.16792679604,"race=White"
"No",2012.5,"Undiagnosed (Upper Bound)  ",1331.57475805242,"race=White"
"No",2012.75,"Undiagnosed (Upper Bound)  ",1324.51047365279,"race=White"
"No",2013,"Undiagnosed (Upper Bound)  ",1316.64385771909,"race=White"
"No",2013.25,"Undiagnosed (Upper Bound)  ",1307.74007108343,"race=White"
"No",2013.5,"Undiagnosed (Upper Bound)  ",1304.10510086562,"race=White"
"No",2013.75,"Undiagnosed (Upper Bound)  ",1302.93000561037,"race=White"
