"imputed","time","var","value","Subgroup"
"Yes",2009.25,"Incidence (Upper Bound)  ",81.642914146982,"mode=MSM"
"Yes",2009.5,"Incidence (Upper Bound)  ",81.1932224514694,"mode=MSM"
"Yes",2009.75,"Incidence (Upper Bound)  ",80.6630512199219,"mode=MSM"
"Yes",2010,"Incidence (Upper Bound)  ",80.0316682147908,"mode=MSM"
"Yes",2010.25,"Incidence (Upper Bound)  ",79.2971164992438,"mode=MSM"
"Yes",2010.5,"Incidence (Upper Bound)  ",78.508670725465,"mode=MSM"
"Yes",2010.75,"Incidence (Upper Bound)  ",77.7166304280551,"mode=MSM"
"Yes",2011,"Incidence (Upper Bound)  ",76.9389826055037,"mode=MSM"
"Yes",2011.25,"Incidence (Upper Bound)  ",76.1854543292553,"mode=MSM"
"Yes",2011.5,"Incidence (Upper Bound)  ",75.4827816644794,"mode=MSM"
"Yes",2011.75,"Incidence (Upper Bound)  ",74.8088268365227,"mode=MSM"
"Yes",2012,"Incidence (Upper Bound)  ",74.154491764405,"mode=MSM"
"Yes",2012.25,"Incidence (Upper Bound)  ",73.5409026482274,"mode=MSM"
"Yes",2012.5,"Incidence (Upper Bound)  ",73.0153267010537,"mode=MSM"
"Yes",2012.75,"Incidence (Upper Bound)  ",72.6458438792516,"mode=MSM"
"Yes",2013,"Incidence (Upper Bound)  ",72.3874302345127,"mode=MSM"
"Yes",2013.25,"Incidence (Upper Bound)  ",72.2053424709144,"mode=MSM"
"Yes",2013.5,"Incidence (Upper Bound)  ",72.1296488705674,"mode=MSM"
"Yes",2013.75,"Incidence (Upper Bound)  ",72.1190406238971,"mode=MSM"
"No",2005,"# Diagnosed  ",94,"mode=MSM"
"No",2005.25,"# Diagnosed  ",91,"mode=MSM"
"No",2005.5,"# Diagnosed  ",79,"mode=MSM"
"No",2005.75,"# Diagnosed  ",92,"mode=MSM"
"No",2006,"# Diagnosed  ",90,"mode=MSM"
"No",2006.25,"# Diagnosed  ",101,"mode=MSM"
"No",2006.5,"# Diagnosed  ",82,"mode=MSM"
"No",2006.75,"# Diagnosed  ",84,"mode=MSM"
"No",2007,"# Diagnosed  ",101,"mode=MSM"
"No",2007.25,"# Diagnosed  ",108,"mode=MSM"
"No",2007.5,"# Diagnosed  ",95,"mode=MSM"
"No",2007.75,"# Diagnosed  ",79,"mode=MSM"
"No",2008,"# Diagnosed  ",75,"mode=MSM"
"No",2008.25,"# Diagnosed  ",103,"mode=MSM"
"No",2008.5,"# Diagnosed  ",71,"mode=MSM"
"No",2008.75,"# Diagnosed  ",82,"mode=MSM"
"No",2009,"# Diagnosed  ",95,"mode=MSM"
"No",2009.25,"# Diagnosed  ",95,"mode=MSM"
"No",2009.5,"# Diagnosed  ",85,"mode=MSM"
"No",2009.75,"# Diagnosed  ",88,"mode=MSM"
"No",2010,"# Diagnosed  ",101,"mode=MSM"
"No",2010.25,"# Diagnosed  ",98,"mode=MSM"
"No",2010.5,"# Diagnosed  ",91,"mode=MSM"
"No",2010.75,"# Diagnosed  ",84,"mode=MSM"
"No",2011,"# Diagnosed  ",93,"mode=MSM"
"No",2011.25,"# Diagnosed  ",87,"mode=MSM"
"No",2011.5,"# Diagnosed  ",75,"mode=MSM"
"No",2011.75,"# Diagnosed  ",88,"mode=MSM"
"No",2012,"# Diagnosed  ",86,"mode=MSM"
"No",2012.25,"# Diagnosed  ",93,"mode=MSM"
"No",2012.5,"# Diagnosed  ",76,"mode=MSM"
"No",2012.75,"# Diagnosed  ",65,"mode=MSM"
"No",2013,"# Diagnosed  ",86,"mode=MSM"
"No",2013.25,"# Diagnosed  ",76,"mode=MSM"
"No",2013.5,"# Diagnosed  ",68,"mode=MSM"
"No",2013.75,"# Diagnosed  ",78,"mode=MSM"
"No",2005,"Incidence (Base Case)  ",90.3808745028395,"mode=MSM"
"No",2005.25,"Incidence (Base Case)  ",90.3047781242515,"mode=MSM"
"No",2005.5,"Incidence (Base Case)  ",90.2891065524863,"mode=MSM"
"No",2005.75,"Incidence (Base Case)  ",90.4148745005107,"mode=MSM"
"No",2006,"Incidence (Base Case)  ",90.4734132075095,"mode=MSM"
"No",2006.25,"Incidence (Base Case)  ",90.471114760417,"mode=MSM"
"No",2006.5,"Incidence (Base Case)  ",90.3346094745762,"mode=MSM"
"No",2006.75,"Incidence (Base Case)  ",90.3023881739431,"mode=MSM"
"No",2007,"Incidence (Base Case)  ",90.2216751227871,"mode=MSM"
"No",2007.25,"Incidence (Base Case)  ",89.8425059549748,"mode=MSM"
"No",2007.5,"Incidence (Base Case)  ",89.2102259130266,"mode=MSM"
"No",2007.75,"Incidence (Base Case)  ",88.6345676931696,"mode=MSM"
"No",2008,"Incidence (Base Case)  ",88.3394299528406,"mode=MSM"
"No",2008.25,"Incidence (Base Case)  ",88.2426728311947,"mode=MSM"
"No",2008.5,"Incidence (Base Case)  ",88.0462518929467,"mode=MSM"
"No",2008.75,"Incidence (Base Case)  ",88.1412652578338,"mode=MSM"
"No",2009,"Incidence (Base Case)  ",88.2428269456116,"mode=MSM"
"No",2009.25,"Incidence (Base Case)  ",88.1554994120868,"mode=MSM"
"No",2009.5,"Incidence (Base Case)  ",87.9278662166398,"mode=MSM"
"No",2009.75,"Incidence (Base Case)  ",87.6641966718338,"mode=MSM"
"No",2010,"Incidence (Base Case)  ",87.2374111698407,"mode=MSM"
"No",2010.25,"Incidence (Base Case)  ",86.4918994776145,"mode=MSM"
"No",2010.5,"Incidence (Base Case)  ",85.5476805164785,"mode=MSM"
"No",2010.75,"Incidence (Base Case)  ",84.5494310907606,"mode=MSM"
"No",2011,"Incidence (Base Case)  ",83.5672354345022,"mode=MSM"
"No",2011.25,"Incidence (Base Case)  ",82.500460193418,"mode=MSM"
"No",2011.5,"Incidence (Base Case)  ",81.4865029673187,"mode=MSM"
"No",2011.75,"Incidence (Base Case)  ",80.6160607820979,"mode=MSM"
"No",2012,"Incidence (Base Case)  ",79.6657534582893,"mode=MSM"
"No",2012.25,"Incidence (Base Case)  ",78.6733679218519,"mode=MSM"
"No",2012.5,"Incidence (Base Case)  ",77.6458703349001,"mode=MSM"
"No",2012.75,"Incidence (Base Case)  ",76.8945213966873,"mode=MSM"
"No",2013,"Incidence (Base Case)  ",76.4576835936405,"mode=MSM"
"No",2013.25,"Incidence (Base Case)  ",76.019780709745,"mode=MSM"
"No",2013.5,"Incidence (Base Case)  ",75.772274338567,"mode=MSM"
"No",2013.75,"Incidence (Base Case)  ",75.7529080427706,"mode=MSM"
"No",2005,"Incidence (Upper Bound)  ",90.0807903467945,"mode=MSM"
"No",2005.25,"Incidence (Upper Bound)  ",90.0157226862025,"mode=MSM"
"No",2005.5,"Incidence (Upper Bound)  ",89.9854009771696,"mode=MSM"
"No",2005.75,"Incidence (Upper Bound)  ",89.9416490281708,"mode=MSM"
"No",2006,"Incidence (Upper Bound)  ",89.8698515620996,"mode=MSM"
"No",2006.25,"Incidence (Upper Bound)  ",89.7536900197932,"mode=MSM"
"No",2006.5,"Incidence (Upper Bound)  ",89.598828856931,"mode=MSM"
"No",2006.75,"Incidence (Upper Bound)  ",89.3965171739436,"mode=MSM"
"No",2007,"Incidence (Upper Bound)  ",89.0776157858792,"mode=MSM"
"No",2007.25,"Incidence (Upper Bound)  ",88.6242539095412,"mode=MSM"
"No",2007.5,"Incidence (Upper Bound)  ",88.1193681261822,"mode=MSM"
"No",2007.75,"Incidence (Upper Bound)  ",87.6984406551782,"mode=MSM"
"No",2008,"Incidence (Upper Bound)  ",87.44037769023,"mode=MSM"
"No",2008.25,"Incidence (Upper Bound)  ",87.2235323944941,"mode=MSM"
"No",2008.5,"Incidence (Upper Bound)  ",87.031729968071,"mode=MSM"
"No",2008.75,"Incidence (Upper Bound)  ",86.8866599220443,"mode=MSM"
"No",2009,"Incidence (Upper Bound)  ",86.6673466064786,"mode=MSM"
"No",2009.25,"Incidence (Upper Bound)  ",86.3324569961047,"mode=MSM"
"No",2009.5,"Incidence (Upper Bound)  ",85.883451640164,"mode=MSM"
"No",2009.75,"Incidence (Upper Bound)  ",85.314730442808,"mode=MSM"
"No",2010,"Incidence (Upper Bound)  ",84.581665003646,"mode=MSM"
"No",2010.25,"Incidence (Upper Bound)  ",83.6842278857377,"mode=MSM"
"No",2010.5,"Incidence (Upper Bound)  ",82.7029417497485,"mode=MSM"
"No",2010.75,"Incidence (Upper Bound)  ",81.7113263109625,"mode=MSM"
"No",2011,"Incidence (Upper Bound)  ",80.7280846030885,"mode=MSM"
"No",2011.25,"Incidence (Upper Bound)  ",79.7666664061461,"mode=MSM"
"No",2011.5,"Incidence (Upper Bound)  ",78.8708198558466,"mode=MSM"
"No",2011.75,"Incidence (Upper Bound)  ",78.0025407525143,"mode=MSM"
"No",2012,"Incidence (Upper Bound)  ",77.1430017334362,"mode=MSM"
"No",2012.25,"Incidence (Upper Bound)  ",76.3241454565668,"mode=MSM"
"No",2012.5,"Incidence (Upper Bound)  ",75.6199887244126,"mode=MSM"
"No",2012.75,"Incidence (Upper Bound)  ",75.134416966358,"mode=MSM"
"No",2013,"Incidence (Upper Bound)  ",74.7964271240401,"mode=MSM"
"No",2013.25,"Incidence (Upper Bound)  ",74.5536938519297,"mode=MSM"
"No",2013.5,"Incidence (Upper Bound)  ",74.4567326694068,"mode=MSM"
"No",2013.75,"Incidence (Upper Bound)  ",74.4462713998964,"mode=MSM"
"Yes",2005,"Undiagnosed (Base Case)  ",1463.8266439756,"mode=MSM"
"Yes",2005.25,"Undiagnosed (Base Case)  ",1459.99631712541,"mode=MSM"
"Yes",2005.5,"Undiagnosed (Base Case)  ",1462.79011584692,"mode=MSM"
"Yes",2005.75,"Undiagnosed (Base Case)  ",1467.46822522648,"mode=MSM"
"Yes",2006,"Undiagnosed (Base Case)  ",1466.51099742556,"mode=MSM"
"Yes",2006.25,"Undiagnosed (Base Case)  ",1461.93077088711,"mode=MSM"
"Yes",2006.5,"Undiagnosed (Base Case)  ",1458.30035188917,"mode=MSM"
"Yes",2006.75,"Undiagnosed (Base Case)  ",1464.86264072379,"mode=MSM"
"Yes",2007,"Undiagnosed (Base Case)  ",1464.64863528081,"mode=MSM"
"Yes",2007.25,"Undiagnosed (Base Case)  ",1451.43693804715,"mode=MSM"
"Yes",2007.5,"Undiagnosed (Base Case)  ",1437.00696504882,"mode=MSM"
"Yes",2007.75,"Undiagnosed (Base Case)  ",1433.88863394573,"mode=MSM"
"Yes",2008,"Undiagnosed (Base Case)  ",1441.42192022195,"mode=MSM"
"Yes",2008.25,"Undiagnosed (Base Case)  ",1440.24516370282,"mode=MSM"
"Yes",2008.5,"Undiagnosed (Base Case)  ",1436.29519131352,"mode=MSM"
"Yes",2008.75,"Undiagnosed (Base Case)  ",1446.05089342118,"mode=MSM"
"Yes",2009,"Undiagnosed (Base Case)  ",1445.93948806766,"mode=MSM"
"Yes",2009.25,"Undiagnosed (Base Case)  ",1438.48044299968,"mode=MSM"
"Yes",2009.5,"Undiagnosed (Base Case)  ",1434.44292487563,"mode=MSM"
"Yes",2009.75,"Undiagnosed (Base Case)  ",1434.90988640584,"mode=MSM"
"Yes",2010,"Undiagnosed (Base Case)  ",1428.49157053606,"mode=MSM"
"Yes",2010.25,"Undiagnosed (Base Case)  ",1414.83180705497,"mode=MSM"
"Yes",2010.5,"Undiagnosed (Base Case)  ",1403.5488553655,"mode=MSM"
"Yes",2010.75,"Undiagnosed (Base Case)  ",1397.44603168822,"mode=MSM"
"Yes",2011,"Undiagnosed (Base Case)  ",1390.40968611805,"mode=MSM"
"Yes",2011.25,"Undiagnosed (Base Case)  ",1379.32797459267,"mode=MSM"
"Yes",2011.5,"Undiagnosed (Base Case)  ",1375.3050729323,"mode=MSM"
"Yes",2011.75,"Undiagnosed (Base Case)  ",1372.23628244121,"mode=MSM"
"Yes",2012,"Undiagnosed (Base Case)  ",1362.3324804319,"mode=MSM"
"Yes",2012.25,"Undiagnosed (Base Case)  ",1348.92927424289,"mode=MSM"
"Yes",2012.5,"Undiagnosed (Base Case)  ",1336.53000749346,"mode=MSM"
"Yes",2012.75,"Undiagnosed (Base Case)  ",1337.16423949169,"mode=MSM"
"Yes",2013,"Undiagnosed (Base Case)  ",1335.54535271844,"mode=MSM"
"Yes",2013.25,"Undiagnosed (Base Case)  ",1326.23584581464,"mode=MSM"
"Yes",2013.5,"Undiagnosed (Base Case)  ",1325.45353330865,"mode=MSM"
"Yes",2013.75,"Undiagnosed (Base Case)  ",1325.80618666094,"mode=MSM"
"Yes",2005,"Undiagnosed (Upper Bound)  ",2856.17620869583,"mode=MSM"
"Yes",2005.25,"Undiagnosed (Upper Bound)  ",2849.71331036726,"mode=MSM"
"Yes",2005.5,"Undiagnosed (Upper Bound)  ",2851.14354489254,"mode=MSM"
"Yes",2005.75,"Undiagnosed (Upper Bound)  ",2851.53261295371,"mode=MSM"
"Yes",2006,"Undiagnosed (Upper Bound)  ",2846.62174164257,"mode=MSM"
"Yes",2006.25,"Undiagnosed (Upper Bound)  ",2837.34042155702,"mode=MSM"
"Yes",2006.5,"Undiagnosed (Upper Bound)  ",2831.96794372196,"mode=MSM"
"Yes",2006.75,"Undiagnosed (Upper Bound)  ",2835.14691794993,"mode=MSM"
"Yes",2007,"Undiagnosed (Upper Bound)  ",2828.71321563669,"mode=MSM"
"Yes",2007.25,"Undiagnosed (Upper Bound)  ",2809.32120543658,"mode=MSM"
"Yes",2007.5,"Undiagnosed (Upper Bound)  ",2790.89580471545,"mode=MSM"
"Yes",2007.75,"Undiagnosed (Upper Bound)  ",2785.40046810916,"mode=MSM"
"Yes",2008,"Undiagnosed (Upper Bound)  ",2791.04912024134,"mode=MSM"
"Yes",2008.25,"Undiagnosed (Upper Bound)  ",2784.79662589326,"mode=MSM"
"Yes",2008.5,"Undiagnosed (Upper Bound)  ",2780.00106535963,"mode=MSM"
"Yes",2008.75,"Undiagnosed (Upper Bound)  ",2786.55979528539,"mode=MSM"
"Yes",2009,"Undiagnosed (Upper Bound)  ",2781.26596065239,"mode=MSM"
"Yes",2009.25,"Undiagnosed (Upper Bound)  ",2769.22958882773,"mode=MSM"
"Yes",2009.5,"Undiagnosed (Upper Bound)  ",2761.72798949696,"mode=MSM"
"Yes",2009.75,"Undiagnosed (Upper Bound)  ",2757.52223571597,"mode=MSM"
"Yes",2010,"Undiagnosed (Upper Bound)  ",2744.70374000431,"mode=MSM"
"Yes",2010.25,"Undiagnosed (Upper Bound)  ",2725.35421765655,"mode=MSM"
"Yes",2010.5,"Undiagnosed (Upper Bound)  ",2709.41807958478,"mode=MSM"
"Yes",2010.75,"Undiagnosed (Upper Bound)  ",2699.40984597246,"mode=MSM"
"Yes",2011,"Undiagnosed (Upper Bound)  ",2687.47661889582,"mode=MSM"
"Yes",2011.25,"Undiagnosed (Upper Bound)  ",2672.88622756243,"mode=MSM"
"Yes",2011.5,"Undiagnosed (Upper Bound)  ",2666.93459064984,"mode=MSM"
"Yes",2011.75,"Undiagnosed (Upper Bound)  ",2659.94906587676,"mode=MSM"
"Yes",2012,"Undiagnosed (Upper Bound)  ",2646.49853259844,"mode=MSM"
"Yes",2012.25,"Undiagnosed (Upper Bound)  ",2629.24429556811,"mode=MSM"
"Yes",2012.5,"Undiagnosed (Upper Bound)  ",2615.47965129212,"mode=MSM"
"Yes",2012.75,"Undiagnosed (Upper Bound)  ",2616.01126762394,"mode=MSM"
"Yes",2013,"Undiagnosed (Upper Bound)  ",2611.79327129937,"mode=MSM"
"Yes",2013.25,"Undiagnosed (Upper Bound)  ",2601.46186066119,"mode=MSM"
"Yes",2013.5,"Undiagnosed (Upper Bound)  ",2600.65237908447,"mode=MSM"
"Yes",2013.75,"Undiagnosed (Upper Bound)  ",2599.61832149369,"mode=MSM"
"No",2005,"Undiagnosed (Base Case)  ",738.887578512463,"mode=MSM"
"No",2005.25,"Undiagnosed (Base Case)  ",735.600064680944,"mode=MSM"
"No",2005.5,"Undiagnosed (Base Case)  ",738.334159430018,"mode=MSM"
"No",2005.75,"Undiagnosed (Base Case)  ",744.463787597707,"mode=MSM"
"No",2006,"Undiagnosed (Base Case)  ",745.037111746678,"mode=MSM"
"No",2006.25,"Undiagnosed (Base Case)  ",742.435698610044,"mode=MSM"
"No",2006.5,"Undiagnosed (Base Case)  ",739.385413435857,"mode=MSM"
"No",2006.75,"Undiagnosed (Base Case)  ",747.562793383803,"mode=MSM"
"No",2007,"Undiagnosed (Base Case)  ",750.669114990799,"mode=MSM"
"No",2007.25,"Undiagnosed (Base Case)  ",740.558902628061,"mode=MSM"
"No",2007.5,"Undiagnosed (Base Case)  ",727.258231635531,"mode=MSM"
"No",2007.75,"Undiagnosed (Base Case)  ",723.919463585683,"mode=MSM"
"No",2008,"Undiagnosed (Base Case)  ",731.753380052662,"mode=MSM"
"No",2008.25,"Undiagnosed (Base Case)  ",732.7544249789,"mode=MSM"
"No",2008.5,"Undiagnosed (Base Case)  ",728.668273413772,"mode=MSM"
"No",2008.75,"Undiagnosed (Base Case)  ",740.193640960179,"mode=MSM"
"No",2009,"Undiagnosed (Base Case)  ",743.269643107262,"mode=MSM"
"No",2009.25,"Undiagnosed (Base Case)  ",738.898474982276,"mode=MSM"
"No",2009.5,"Undiagnosed (Base Case)  ",737.459690459874,"mode=MSM"
"No",2009.75,"Undiagnosed (Base Case)  ",741.483420808582,"mode=MSM"
"No",2010,"Undiagnosed (Base Case)  ",739.781465256809,"mode=MSM"
"No",2010.25,"Undiagnosed (Base Case)  ",730.210377677212,"mode=MSM"
"No",2010.5,"Undiagnosed (Base Case)  ",722.182227480755,"mode=MSM"
"No",2010.75,"Undiagnosed (Base Case)  ",718.959950875552,"mode=MSM"
"No",2011,"Undiagnosed (Base Case)  ",715.440577116331,"mode=MSM"
"No",2011.25,"Undiagnosed (Base Case)  ",707.069336549658,"mode=MSM"
"No",2011.5,"Undiagnosed (Base Case)  ",705.216755649498,"mode=MSM"
"No",2011.75,"Undiagnosed (Base Case)  ",705.62032974462,"mode=MSM"
"No",2012,"Undiagnosed (Base Case)  ",698.956370332334,"mode=MSM"
"No",2012.25,"Undiagnosed (Base Case)  ",688.682079021482,"mode=MSM"
"No",2012.5,"Undiagnosed (Base Case)  ",677.539478453209,"mode=MSM"
"No",2012.75,"Undiagnosed (Base Case)  ",679.097067036504,"mode=MSM"
"No",2013,"Undiagnosed (Base Case)  ",680.070943795874,"mode=MSM"
"No",2013.25,"Undiagnosed (Base Case)  ",672.195870539892,"mode=MSM"
"No",2013.5,"Undiagnosed (Base Case)  ",672.510749850976,"mode=MSM"
"No",2013.75,"Undiagnosed (Base Case)  ",674.970207941004,"mode=MSM"
"No",2005,"Undiagnosed (Upper Bound)  ",1463.87602054481,"mode=MSM"
"No",2005.25,"Undiagnosed (Upper Bound)  ",1460.7642719186,"mode=MSM"
"No",2005.5,"Undiagnosed (Upper Bound)  ",1465.98945961271,"mode=MSM"
"No",2005.75,"Undiagnosed (Upper Bound)  ",1470.93371741108,"mode=MSM"
"No",2006,"Undiagnosed (Upper Bound)  ",1470.59913166813,"mode=MSM"
"No",2006.25,"Undiagnosed (Upper Bound)  ",1465.545750172,"mode=MSM"
"No",2006.5,"Undiagnosed (Upper Bound)  ",1464.49318771657,"mode=MSM"
"No",2006.75,"Undiagnosed (Upper Bound)  ",1472.97258949719,"mode=MSM"
"No",2007,"Undiagnosed (Upper Bound)  ",1471.94409330283,"mode=MSM"
"No",2007.25,"Undiagnosed (Upper Bound)  ",1456.98012069299,"mode=MSM"
"No",2007.5,"Undiagnosed (Upper Bound)  ",1442.11845732791,"mode=MSM"
"No",2007.75,"Undiagnosed (Upper Bound)  ",1439.95904194089,"mode=MSM"
"No",2008,"Undiagnosed (Upper Bound)  ",1449.6773613519,"mode=MSM"
"No",2008.25,"Undiagnosed (Upper Bound)  ",1447.46286087654,"mode=MSM"
"No",2008.5,"Undiagnosed (Upper Bound)  ",1446.68005528627,"mode=MSM"
"No",2008.75,"Undiagnosed (Upper Bound)  ",1458.35579783154,"mode=MSM"
"No",2009,"Undiagnosed (Upper Bound)  ",1458.52546774226,"mode=MSM"
"No",2009.25,"Undiagnosed (Upper Bound)  ",1451.82735441713,"mode=MSM"
"No",2009.5,"Undiagnosed (Upper Bound)  ",1449.76623730769,"mode=MSM"
"No",2009.75,"Undiagnosed (Upper Bound)  ",1451.38431783461,"mode=MSM"
"No",2010,"Undiagnosed (Upper Bound)  ",1444.24575450776,"mode=MSM"
"No",2010.25,"Undiagnosed (Upper Bound)  ",1429.83262840306,"mode=MSM"
"No",2010.5,"Undiagnosed (Upper Bound)  ",1418.20576158254,"mode=MSM"
"No",2010.75,"Undiagnosed (Upper Bound)  ",1412.27962628308,"mode=MSM"
"No",2011,"Undiagnosed (Upper Bound)  ",1404.15478899325,"mode=MSM"
"No",2011.25,"Undiagnosed (Upper Bound)  ",1392.87485496897,"mode=MSM"
"No",2011.5,"Undiagnosed (Upper Bound)  ",1390.31034548317,"mode=MSM"
"No",2011.75,"Undiagnosed (Upper Bound)  ",1386.6760969369,"mode=MSM"
"No",2012,"Undiagnosed (Upper Bound)  ",1376.19102156185,"mode=MSM"
