"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"BED-",2011,"Upper Bound","True Prevalence",3762.7,3779.3,3795.8
"BED-",2011,"Upper Bound","Undiagnosed Fraction (%)",22,22.3,22.6
"BED-",2011,"Upper Bound using Stage","Undiagnosed Cases",826.4,843.1,859.6
"BED-",2011,"Upper Bound using Stage","True Prevalence",3762.7,3779.3,3795.8
"BED-",2011,"Upper Bound using Stage","Undiagnosed Fraction (%)",22,22.3,22.6
"BED-",2012,"PLWHA","PLWHA",NA,2975,NA
"BED-",2012,"Upper Bound","Undiagnosed Cases",739.2,771.9,805.6
"BED-",2012,"Upper Bound","True Prevalence",3714.2,3746.9,3780.6
"BED-",2012,"Upper Bound","Undiagnosed Fraction (%)",19.9,20.6,21.3
"BED-",2012,"Upper Bound using Stage","Undiagnosed Cases",739.2,771.9,805.6
"BED-",2012,"Upper Bound using Stage","True Prevalence",3714.2,3746.9,3780.6
"BED-",2012,"Upper Bound using Stage","Undiagnosed Fraction (%)",19.9,20.6,21.3
"BED-",2013,"PLWHA","PLWHA",NA,3070,NA
"BED-",2013,"Upper Bound","Undiagnosed Cases",641.1,677.1,712.1
"BED-",2013,"Upper Bound","True Prevalence",3711.1,3747.1,3782.1
"BED-",2013,"Upper Bound","Undiagnosed Fraction (%)",17.3,18.1,18.8
"BED-",2013,"Upper Bound using Stage","Undiagnosed Cases",641.1,677.1,712.1
"BED-",2013,"Upper Bound using Stage","True Prevalence",3711.1,3747.1,3782.1
"BED-",2013,"Upper Bound using Stage","Undiagnosed Fraction (%)",17.3,18.1,18.8
"BED-",2014,"PLWHA","PLWHA",NA,3172.8,NA
"BED-",2014,"Upper Bound","Undiagnosed Cases",603.3,610.8,621.1
"BED-",2014,"Upper Bound","True Prevalence",3776.1,3783.6,3793.8
"BED-",2014,"Upper Bound","Undiagnosed Fraction (%)",16,16.1,16.4
"BED-",2014,"Upper Bound using Stage","Undiagnosed Cases",603.3,610.8,621.1
"BED-",2014,"Upper Bound using Stage","True Prevalence",3776.1,3783.6,3793.8
"BED-",2014,"Upper Bound using Stage","Undiagnosed Fraction (%)",16,16.1,16.4
"BEDmDD-",2010,"PLWHA","PLWHA",NA,2934.8,NA
"BEDmDD-",2010,"Upper Bound","Undiagnosed Cases",1142,1152,1161
"BEDmDD-",2010,"Upper Bound","True Prevalence",4076.8,4086.8,4095.8
"BEDmDD-",2010,"Upper Bound","Undiagnosed Fraction (%)",28,28.2,28.3
"BEDmDD-",2010,"Upper Bound using Stage","Undiagnosed Cases",1142,1152,1161
"BEDmDD-",2010,"Upper Bound using Stage","True Prevalence",4076.8,4086.8,4095.8
"BEDmDD-",2010,"Upper Bound using Stage","Undiagnosed Fraction (%)",28,28.2,28.3
"BEDmDD-",2011,"PLWHA","PLWHA",NA,2936.2,NA
"BEDmDD-",2011,"Upper Bound","Undiagnosed Cases",1114,1125,1134
"BEDmDD-",2011,"Upper Bound","True Prevalence",4050.2,4061.2,4070.2
"BEDmDD-",2011,"Upper Bound","Undiagnosed Fraction (%)",27.5,27.7,27.9
"BEDmDD-",2011,"Upper Bound using Stage","Undiagnosed Cases",1114,1125,1134
"BEDmDD-",2011,"Upper Bound using Stage","True Prevalence",4050.2,4061.2,4070.2
"BEDmDD-",2011,"Upper Bound using Stage","Undiagnosed Fraction (%)",27.5,27.7,27.9
"BEDmDD-",2012,"PLWHA","PLWHA",NA,2975,NA
"BEDmDD-",2012,"Upper Bound","Undiagnosed Cases",1075,1084,1099
"BEDmDD-",2012,"Upper Bound","True Prevalence",4050,4059,4074
"BEDmDD-",2012,"Upper Bound","Undiagnosed Fraction (%)",26.5,26.7,27
"BEDmDD-",2012,"Upper Bound using Stage","Undiagnosed Cases",1075,1084,1099
"BEDmDD-",2012,"Upper Bound using Stage","True Prevalence",4050,4059,4074
"BEDmDD-",2012,"Upper Bound using Stage","Undiagnosed Fraction (%)",26.5,26.7,27
"BEDmDD-",2013,"PLWHA","PLWHA",NA,3070,NA
"BEDmDD-",2013,"Upper Bound","Undiagnosed Cases",1068,1072,1079
"BEDmDD-",2013,"Upper Bound","True Prevalence",4138,4142,4149
"BEDmDD-",2013,"Upper Bound","Undiagnosed Fraction (%)",25.8,25.9,26
"BEDmDD-",2013,"Upper Bound using Stage","Undiagnosed Cases",1068,1072,1079
"BEDmDD-",2013,"Upper Bound using Stage","True Prevalence",4138,4142,4149
"BEDmDD-",2013,"Upper Bound using Stage","Undiagnosed Fraction (%)",25.8,25.9,26
"BEDmDD-",2014,"PLWHA","PLWHA",NA,3172.8,NA
"BEDmDD-",2014,"Upper Bound","Undiagnosed Cases",1055,1063,1070
"BEDmDD-",2014,"Upper Bound","True Prevalence",4227.8,4235.8,4242.8
"BEDmDD-",2014,"Upper Bound","Undiagnosed Fraction (%)",25,25.1,25.2
"BEDmDD-",2014,"Upper Bound using Stage","Undiagnosed Cases",1055,1063,1070
"BEDmDD-",2014,"Upper Bound using Stage","True Prevalence",4227.8,4235.8,4242.8
"BEDmDD-",2014,"Upper Bound using Stage","Undiagnosed Fraction (%)",25,25.1,25.2
"BEDm+DD+",2010,"PLWHA","PLWHA",NA,2934.8,NA
"BEDm+DD+",2010,"Upper Bound","Undiagnosed Cases",576.3,598.9,621.4
"BEDm+DD+",2010,"Upper Bound","True Prevalence",3511.1,3533.7,3556.2
"BEDm+DD+",2010,"Upper Bound","Undiagnosed Fraction (%)",16.4,16.9,17.5
"BEDm+DD+",2010,"Upper Bound using Stage","Undiagnosed Cases",576.3,598.9,621.4
"BEDm+DD+",2010,"Upper Bound using Stage","True Prevalence",3511.1,3533.7,3556.2
"BEDm+DD+",2010,"Upper Bound using Stage","Undiagnosed Fraction (%)",16.4,16.9,17.5
"BEDm+DD+",2011,"PLWHA","PLWHA",NA,2936.2,NA
"BEDm+DD+",2011,"Upper Bound","Undiagnosed Cases",558.2,561.9,568
"BEDm+DD+",2011,"Upper Bound","True Prevalence",3494.4,3498.2,3504.2
"BEDm+DD+",2011,"Upper Bound","Undiagnosed Fraction (%)",16,16.1,16.2
"BEDm+DD+",2011,"Upper Bound using Stage","Undiagnosed Cases",558.2,561.9,568
"BEDm+DD+",2011,"Upper Bound using Stage","True Prevalence",3494.4,3498.2,3504.2
"BEDm+DD+",2011,"Upper Bound using Stage","Undiagnosed Fraction (%)",16,16.1,16.2
"BEDm+DD+",2012,"PLWHA","PLWHA",NA,2975,NA
"BEDm+DD+",2012,"Upper Bound","Undiagnosed Cases",555.7,559,565.9
"BEDm+DD+",2012,"Upper Bound","True Prevalence",3530.7,3534,3540.9
"BEDm+DD+",2012,"Upper Bound","Undiagnosed Fraction (%)",15.7,15.8,16
"BEDm+DD+",2012,"Upper Bound using Stage","Undiagnosed Cases",555.7,559,565.9
"BEDm+DD+",2012,"Upper Bound using Stage","True Prevalence",3530.7,3534,3540.9
"BEDm+DD+",2012,"Upper Bound using Stage","Undiagnosed Fraction (%)",15.7,15.8,16
"BEDm+DD+",2013,"PLWHA","PLWHA",NA,3070,NA
"BEDm+DD+",2013,"Upper Bound","Undiagnosed Cases",579.3,604.6,635.6
"BEDm+DD+",2013,"Upper Bound","True Prevalence",3649.3,3674.6,3705.6
"BEDm+DD+",2013,"Upper Bound","Undiagnosed Fraction (%)",15.9,16.5,17.2
"BEDm+DD+",2013,"Upper Bound using Stage","Undiagnosed Cases",579.3,604.6,635.6
"BEDm+DD+",2013,"Upper Bound using Stage","True Prevalence",3649.3,3674.6,3705.6
"BEDm+DD+",2013,"Upper Bound using Stage","Undiagnosed Fraction (%)",15.9,16.5,17.2
"BEDm+DD+",2014,"PLWHA","PLWHA",NA,3172.8,NA
"BEDm+DD+",2014,"Upper Bound","Undiagnosed Cases",646,659.9,673.3
"BEDm+DD+",2014,"Upper Bound","True Prevalence",3818.8,3832.7,3846.1
"BEDm+DD+",2014,"Upper Bound","Undiagnosed Fraction (%)",16.9,17.2,17.5
"BEDm+DD+",2014,"Upper Bound using Stage","Undiagnosed Cases",646,659.9,673.3
"BEDm+DD+",2014,"Upper Bound using Stage","True Prevalence",3818.8,3832.7,3846.1
"BEDm+DD+",2014,"Upper Bound using Stage","Undiagnosed Fraction (%)",16.9,17.2,17.5
"Total-stratified",2010,"PLWHA","PLWHA",NA,11739,NA
"Total-stratified",2010,"Upper Bound","Undiagnosed Cases",2752,2790,2831
"Total-stratified",2010,"Upper Bound","True Prevalence",14491,14529,14570
"Total-stratified",2010,"Upper Bound","Undiagnosed Fraction (%)",19,19.2,19.4
"Total-stratified",2010,"Upper Bound using Stage","Undiagnosed Cases",2622,2665,2711
"Total-stratified",2010,"Upper Bound using Stage","True Prevalence",14361,14404,14450
"Total-stratified",2010,"Upper Bound using Stage","Undiagnosed Fraction (%)",18.3,18.5,18.8
"Total-stratified",2011,"PLWHA","PLWHA",NA,11745,NA
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",2676,2700,2726
"Total-stratified",2011,"Upper Bound","True Prevalence",14421,14445,14471
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",18.6,18.7,18.8
"Total-stratified",2011,"Upper Bound using Stage","Undiagnosed Cases",2533,2562,2596
"Total-stratified",2011,"Upper Bound using Stage","True Prevalence",14278,14307,14341
"Total-stratified",2011,"Upper Bound using Stage","Undiagnosed Fraction (%)",17.7,17.9,18.1
"Total-stratified",2012,"PLWHA","PLWHA",NA,11900,NA
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",2559,2596,2644
"Total-stratified",2012,"Upper Bound","True Prevalence",14459,14496,14544
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",17.7,17.9,18.2
"Total-stratified",2012,"Upper Bound using Stage","Undiagnosed Cases",2422,2454,2499
"Total-stratified",2012,"Upper Bound using Stage","True Prevalence",14322,14354,14399
"Total-stratified",2012,"Upper Bound using Stage","Undiagnosed Fraction (%)",16.9,17.1,17.4
"Total-stratified",2013,"PLWHA","PLWHA",NA,12280,NA
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",2482,2507,2539
"Total-stratified",2013,"Upper Bound","True Prevalence",14762,14787,14819
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",16.8,17,17.1
"Total-stratified",2013,"Upper Bound using Stage","Undiagnosed Cases",2363,2382,2407
"Total-stratified",2013,"Upper Bound using Stage","True Prevalence",14643,14662,14687
"Total-stratified",2013,"Upper Bound using Stage","Undiagnosed Fraction (%)",16.1,16.2,16.4
"Total-stratified",2014,"PLWHA","PLWHA",NA,12691,NA
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",2449,2467,2478
"Total-stratified",2014,"Upper Bound","True Prevalence",15140,15158,15169
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",16.2,16.3,16.3
"Total-stratified",2014,"Upper Bound using Stage","Undiagnosed Cases",2336,2354,2367
"Total-stratified",2014,"Upper Bound using Stage","True Prevalence",15027,15045,15058
"Total-stratified",2014,"Upper Bound using Stage","Undiagnosed Fraction (%)",15.5,15.6,15.7
