"time","group","var","MSM Inside KC","non-MSM Inside KC","non-MSM Outside KC","MSM Outside KC","value"
2008,"Diagnoses and Incidence","Base Case",54.8034564522837,18.7515642949676,24.4660201583954,33.0901002289496,131.111141134596
2008.25,"Diagnoses and Incidence","Base Case",54.9920190368662,18.1198859235782,24.2120072404465,32.9744808637739,130.298393064665
2008.5,"Diagnoses and Incidence","Base Case",55.265769809331,17.1508478664915,23.8483556362896,32.5497612113296,128.814734523442
2008.75,"Diagnoses and Incidence","Base Case",55.7979393296153,16.2407430611526,23.4010260475207,32.4041890298643,127.843897468153
2009,"Diagnoses and Incidence","Base Case",56.3148151311917,15.5265988750849,22.9875532545407,32.2819621905634,127.110929451381
2009.25,"Diagnoses and Incidence","Base Case",56.9805352863332,15.0850495491133,22.4549746382368,31.7054618938186,126.226021367502
2009.5,"Diagnoses and Incidence","Base Case",57.3376474657269,14.8049993301588,21.7475956747083,31.2755201966196,125.165762667214
2009.75,"Diagnoses and Incidence","Base Case",57.5003369272633,14.5384342654197,21.2012299706,31.1268878402077,124.366889003491
2010,"Diagnoses and Incidence","Base Case",57.2341766229694,14.155618012762,20.7211826304474,31.1968580601321,123.307835326311
2010.25,"Diagnoses and Incidence","Base Case",56.3797509309826,13.9886260527384,20.0965522007121,31.2534557267994,121.718384911232
2010.5,"Diagnoses and Incidence","Base Case",55.1347982466562,14.1093429331197,19.6646478761429,31.3212866312856,120.230075687204
2010.75,"Diagnoses and Incidence","Base Case",53.7748559797816,14.4435790667992,19.2057177621662,31.3435246669172,118.767677475664
2011,"Diagnoses and Incidence","Base Case",52.4200994743842,14.9070894988198,18.8840309036978,31.204470588936,117.415690465838
2011.25,"Diagnoses and Incidence","Base Case",51.2444307181283,15.4955388879188,18.6415109592312,30.6597398928573,116.041220458136
2011.5,"Diagnoses and Incidence","Base Case",50.0706898403383,16.2431363583352,18.6373535985178,30.2179676381726,115.169147435364
2011.75,"Diagnoses and Incidence","Base Case",49.0525562101194,17.0368754401284,18.5990848685429,29.8568936105517,114.545410129342
2012,"Diagnoses and Incidence","Base Case",48.0160868542938,17.7403331373218,18.2853090557037,29.2169574494938,113.258686496813
2012.25,"Diagnoses and Incidence","Base Case",46.9355904227312,18.1931489109778,17.8093583354741,28.4176974423532,111.355795111536
2012.5,"Diagnoses and Incidence","Base Case",45.7944417650468,18.490118310942,17.4012604942373,27.4478751914238,109.13369576165
2012.75,"Diagnoses and Incidence","Base Case",44.7672340420417,18.6877591631565,17.1097667189164,26.7642970624169,107.329056986532
2013,"Diagnoses and Incidence","Base Case",43.9324770614453,18.7993868511321,16.867192877468,26.3666222590167,105.965679049062
2013.25,"Diagnoses and Incidence","Base Case",43.0699538157469,18.8620187186564,16.7894000513682,25.8999692375554,104.621341823327
2013.5,"Diagnoses and Incidence","Base Case",42.4575633443018,18.913460813342,16.8033663305362,25.5303494710643,103.704739959244
2013.75,"Diagnoses and Incidence","Base Case",42.1454204627034,19.0765203181602,16.9438520180899,25.2851858376405,103.450978636594
2014,"Diagnoses and Incidence","Base Case",42.0065418671203,19.2608442921699,17.1169251710089,25.1755209861612,103.55983231646
2014.25,"Diagnoses and Incidence","Base Case",42.0020515745868,19.2594636035426,17.3812555045431,25.4687757501035,104.111546432776
2014.5,"Diagnoses and Incidence","Base Case",41.3047414906673,19.0992864284587,17.6785938080604,26.2315588856545,104.314180612841
2014.75,"Diagnoses and Incidence","Base Case",40.2409345728066,18.763537588008,18.0202838187994,27.3687685494214,104.393524529035
2015,"Diagnoses and Incidence","Base Case",39.7226375431543,18.4693353884443,18.4203799797213,28.7459211745866,105.358274085907
2015.25,"Diagnoses and Incidence","Base Case",39.4650169953953,18.1944725646755,18.9141544358225,30.1317746441402,106.705418640034
2015.5,"Diagnoses and Incidence","Base Case",39.3269639890398,18.1563358312854,19.3931746472242,30.902348403833,107.778822871382
2015.75,"Diagnoses and Incidence","Base Case",39.1293407110756,18.2438504923468,19.5502385750207,31.0548507126135,107.978280491057
2005,"Undiagnosed Cases","Base Case",378.580109187532,422.546742271361,459.963982530632,381.726804606622,1642.81763859615
2005.25,"Undiagnosed Cases","Base Case",377.275103139146,419.744195239402,459.268719750988,380.49082809472,1636.77884622426
2005.5,"Undiagnosed Cases","Base Case",381.082022318806,421.649992535825,460.907895590284,379.187512765509,1642.82742321042
2005.75,"Undiagnosed Cases","Base Case",384.161097135365,418.841617260664,458.945713373243,381.343555544934,1643.29198331421
2006,"Undiagnosed Cases","Base Case",383.079755410437,414.747449063891,463.092593048118,382.580759295797,1643.50055681824
2006.25,"Undiagnosed Cases","Base Case",382.063656042576,411.739742407654,467.569372846246,380.637156815569,1642.00992811205
2006.5,"Undiagnosed Cases","Base Case",379.082643644667,409.635334826663,470.345121739731,380.47762060066,1639.54072081172
2006.75,"Undiagnosed Cases","Base Case",382.570408199571,412.806786536944,470.64006856463,385.859844697352,1651.8771079985
2007,"Undiagnosed Cases","Base Case",386.209376536141,410.935292211921,464.106033006272,385.458111589273,1646.70881334361
2007.25,"Undiagnosed Cases","Base Case",382.23694257037,408.960938987283,460.454841574694,379.031027357193,1630.68375048954
2007.5,"Undiagnosed Cases","Base Case",373.801653004598,408.550279987925,458.966893424115,373.780762249818,1615.09958866646
2007.75,"Undiagnosed Cases","Base Case",371.710668579325,407.594444729592,456.674493187867,372.37884187814,1608.35844837492
2008,"Undiagnosed Cases","Base Case",376.696361769562,406.492133340063,458.906000686528,376.324807162483,1618.41930295864
2008.25,"Undiagnosed Cases","Base Case",377.251347084609,397.834521386609,459.148815660222,375.337639529176,1609.57232366062
2008.5,"Undiagnosed Cases","Base Case",378.660685823165,384.783157334466,456.396196300156,369.070057180708,1588.91009663849
2008.75,"Undiagnosed Cases","Base Case",383.12920917777,377.88734387956,454.638690170732,375.822845158551,1591.47808838661
2009,"Undiagnosed Cases","Base Case",386.767517549869,374.567413090093,453.173767548562,374.037669134703,1588.54636732323
2009.25,"Undiagnosed Cases","Base Case",393.76490264447,373.165191744692,446.913714554147,363.313705257034,1577.15751420034
2009.5,"Undiagnosed Cases","Base Case",394.832026188012,373.430243537168,440.960938761164,361.329531431475,1570.55273991782
2009.75,"Undiagnosed Cases","Base Case",399.264094351583,366.806690064579,440.880929681091,363.595466567846,1570.5471806651
2010,"Undiagnosed Cases","Base Case",397.731981187999,355.851280642683,435.70127227147,365.37569441275,1554.6602285149
2010.25,"Undiagnosed Cases","Base Case",389.515235612365,352.03498022863,430.023181193205,364.558874823946,1536.13227185815
2010.5,"Undiagnosed Cases","Base Case",381.917967490863,351.041809270842,427.294108054796,365.165712373027,1525.41959718953
2010.75,"Undiagnosed Cases","Base Case",376.637004091378,350.111966100553,420.972649416825,367.020279275201,1514.74189888396
2011,"Undiagnosed Cases","Base Case",373.679502686341,347.646579144191,417.557682003033,363.256486977176,1502.14025081074
2011.25,"Undiagnosed Cases","Base Case",372.404135244068,346.64892298733,417.310509357842,355.284853408994,1491.64842099823
2011.5,"Undiagnosed Cases","Base Case",368.916517572951,348.742188418719,420.07502089649,357.015080373997,1494.74880726216
2011.75,"Undiagnosed Cases","Base Case",368.148923234341,351.586716168768,415.698955173325,357.537133429473,1492.97172800591
2012,"Undiagnosed Cases","Base Case",364.587780993723,352.216377165956,406.0773641481,352.685055476322,1475.5665777841
2012.25,"Undiagnosed Cases","Base Case",359.09269302716,348.976627247258,398.145056590206,345.57212690009,1451.78650376471
2012.5,"Undiagnosed Cases","Base Case",352.343538071621,347.334099372146,394.140524691006,337.448625997608,1431.26678813238
2012.75,"Undiagnosed Cases","Base Case",349.387652969615,346.843371842488,389.582910700004,337.682508220857,1423.49644373296
2013,"Undiagnosed Cases","Base Case",346.064077592092,345.827011662305,385.394246510887,336.912861867382,1414.19819763267
2013.25,"Undiagnosed Cases","Base Case",338.979372760619,343.731276546616,382.875553347322,331.310189491091,1396.89639214565
2013.5,"Undiagnosed Cases","Base Case",336.887364745501,343.222554507284,379.753752208852,327.705049701115,1387.56872116275
2013.75,"Undiagnosed Cases","Base Case",336.572312119405,347.717976110063,377.087196750974,322.80500773061,1384.18249271105
2014,"Undiagnosed Cases","Base Case",339.949804118307,350.694219785627,374.39173661113,317.951783201611,1382.98754371667
2014.25,"Undiagnosed Cases","Base Case",341.771813032699,350.065381905447,372.658270909854,317.528894664661,1382.02436051266
2014.5,"Undiagnosed Cases","Base Case",326.104155254919,346.835357028813,369.680070897503,319.79609473731,1362.41567791854
2014.75,"Undiagnosed Cases","Base Case",314.954717278167,343.443006441362,367.989875399559,323.851475168712,1350.2390742878
2015,"Undiagnosed Cases","Base Case",317.106396828887,340.840926690839,369.065154961867,332.047375077514,1359.05985355911
2015.25,"Undiagnosed Cases","Base Case",317.12766120694,338.173993035857,372.53513736753,338.887046098313,1366.72383770864
2015.5,"Undiagnosed Cases","Base Case",314.42316411304,342.874067079101,372.177079127832,334.609368976207,1364.08367929618
2015.75,"Undiagnosed Cases","Base Case",310.505928572297,344.937246844508,366.341454784024,328.111408528741,1349.89603872957
2005,"Diagnoses and Incidence","Upper Bound",55.3796244579001,18.551919786479,23.5221652564687,34.6252639558338,132.078973456682
2005.25,"Diagnoses and Incidence","Upper Bound",55.422645538869,18.3595211473465,23.4490665108931,34.5696181427816,131.80085133989
2005.5,"Diagnoses and Incidence","Upper Bound",55.5495563779931,18.1652320522734,23.3276433437912,34.4910670186647,131.533498792722
2005.75,"Diagnoses and Incidence","Upper Bound",55.6434912488358,17.9678321187757,23.2346960178262,34.404735049355,131.250754434793
2006,"Diagnoses and Incidence","Upper Bound",55.6599628826437,17.7805488769321,23.191752057774,34.3470374530401,130.97930127039
2006.25,"Diagnoses and Incidence","Upper Bound",55.6437544858012,17.679301126255,23.1226936335982,34.2576854337178,130.703434679372
2006.5,"Diagnoses and Incidence","Upper Bound",55.620903856651,17.5004673611551,23.0130365734348,34.1130484785837,130.247456269825
2006.75,"Diagnoses and Incidence","Upper Bound",55.61968903832,17.3860945719003,22.8536136858247,33.9091865080078,129.768583804053
2007,"Diagnoses and Incidence","Upper Bound",55.5625857980534,17.2913254275749,22.576986352291,33.5604766043857,128.991374182305
2007.25,"Diagnoses and Incidence","Upper Bound",55.3869800095623,17.1759036819622,22.2621731264271,33.1442539419866,127.969310759938
2007.5,"Diagnoses and Incidence","Upper Bound",55.1696850115256,16.9817051037709,21.9045080111453,32.7208966003896,126.776794726831
2007.75,"Diagnoses and Incidence","Upper Bound",55.0863670190618,16.6739704852643,21.5751369262307,32.319502992525,125.654977423082
2008,"Diagnoses and Incidence","Upper Bound",55.1826148334818,16.3001144732152,21.2761724527053,32.0955537525174,124.85445551192
2008.25,"Diagnoses and Incidence","Upper Bound",55.3629594686819,15.88685786262,20.9272493523688,31.8090916640439,123.986158347715
2008.5,"Diagnoses and Incidence","Upper Bound",55.6372207628036,15.4221036622668,20.5105701891693,31.4866212929098,123.056515907149
2008.75,"Diagnoses and Incidence","Upper Bound",55.9449335056136,15.0703729531832,20.1650937545568,31.2150823698299,122.395482583183
2009,"Diagnoses and Incidence","Upper Bound",56.2227115584116,14.8288905882828,19.7730098271261,30.8455717452739,121.670183719094
2009.25,"Diagnoses and Incidence","Upper Bound",56.3931638372108,14.6507266154672,19.3197127813664,30.4662110558455,120.82981428989
2009.5,"Diagnoses and Incidence","Upper Bound",56.2975302295604,14.4993713475491,18.9103775088857,30.2029000722451,119.91017915824
2009.75,"Diagnoses and Incidence","Upper Bound",55.895737833839,14.3963878573786,18.5929599197209,30.0747766684686,118.959862279407
2010,"Diagnoses and Incidence","Upper Bound",55.0914265880726,14.3643148440621,18.2119840425878,29.9930444481353,117.660769922858
2010.25,"Diagnoses and Incidence","Upper Bound",53.9396985426119,14.4480869412005,17.8496104888444,29.8832775716048,116.120673544262
2010.5,"Diagnoses and Incidence","Upper Bound",52.6134104790937,14.6431472629454,17.5517098033054,29.7008707194735,114.509138264818
2010.75,"Diagnoses and Incidence","Upper Bound",51.2455368236454,14.9249014145894,17.3233417821818,29.4762559429178,112.970035963334
2011,"Diagnoses and Incidence","Upper Bound",49.9338901562227,15.2656266955328,17.1305129931879,29.0709505850203,111.400980429964
2011.25,"Diagnoses and Incidence","Upper Bound",48.7153162415228,15.6627631733945,16.9916142099754,28.5554857429109,109.925179367804
2011.5,"Diagnoses and Incidence","Upper Bound",47.5666370611209,16.0330838877711,16.9275643959029,28.0862901093635,108.613575454158
2011.75,"Diagnoses and Incidence","Upper Bound",46.4556929007381,16.3570411041484,16.7984023258781,27.5053498596494,107.116486190414
2012,"Diagnoses and Incidence","Upper Bound",45.3255301487632,16.6110193625635,16.5678520318709,26.8571082564822,105.36150979968
2012.25,"Diagnoses and Incidence","Upper Bound",44.197715417074,16.7869134063329,16.3300675267069,26.1866453393739,103.501341689488
2012.5,"Diagnoses and Incidence","Upper Bound",43.1345973331644,16.905304427145,16.1610770522154,25.6101821995334,101.811161012058
2012.75,"Diagnoses and Incidence","Upper Bound",42.2036634495618,16.982223759636,16.0246060602185,25.2545797845977,100.465073054014
2013,"Diagnoses and Incidence","Upper Bound",41.3781616601367,17.0669494561022,15.973792650732,24.9713487106759,99.3902524776468
2013.25,"Diagnoses and Incidence","Upper Bound",40.6917078184969,17.1644551473322,16.0128162956569,24.7367963002607,98.6057755617467
2013.5,"Diagnoses and Incidence","Upper Bound",40.2258832555217,17.2287973096115,16.1075036493271,24.6487990794688,98.2109832939292
2013.75,"Diagnoses and Incidence","Upper Bound",39.9004291405472,17.2874816125378,16.2198169324101,24.7272323593901,98.1349600448853
2014,"Diagnoses and Incidence","Upper Bound",39.6288485487947,17.2654102958031,16.3400296599689,25.0418910549383,98.276179559505
2014.25,"Diagnoses and Incidence","Upper Bound",39.2135887591556,17.2037306441127,16.4976655052151,25.6672261825899,98.5822110910733
2014.5,"Diagnoses and Incidence","Upper Bound",38.5246199456643,17.0678312525121,16.6740018529189,26.5467750564305,98.813228107526
2014.75,"Diagnoses and Incidence","Upper Bound",37.9271981363173,16.9443402289446,16.8566014807192,27.4902751871302,99.2184150331114
2015,"Diagnoses and Incidence","Upper Bound",37.6138355370517,16.8843100416989,17.0668179507582,28.3763596006021,99.9413231301109
2015.25,"Diagnoses and Incidence","Upper Bound",37.4475546419519,16.8370180973654,17.3045132264245,29.0072244019816,100.596310367723
2015.5,"Diagnoses and Incidence","Upper Bound",37.3276772356749,16.846050523604,17.4494938064542,29.2609665652503,100.884188130983
2015.75,"Diagnoses and Incidence","Upper Bound",37.259687543581,16.8642092097084,17.4812931774643,29.3017883734608,100.906978304215
2005,"Undiagnosed Cases","Upper Bound",750.864327692074,785.4567635798,882.440591028348,749.429078770719,3168.19076107094
2005.25,"Undiagnosed Cases","Upper Bound",750.356680458833,780.822714306778,881.115686553335,747.656515976754,3159.9515972957
2005.5,"Undiagnosed Cases","Upper Bound",755.772181283268,780.498763836197,880.309914389602,746.70072980573,3163.2815893148
2005.75,"Undiagnosed Cases","Upper Bound",757.777331006074,774.929790046136,876.811721725937,748.40793004975,3157.9267728279
2006,"Undiagnosed Cases","Upper Bound",756.300700471922,768.903978733052,879.124093357394,748.971922655451,3153.30069521782
2006.25,"Undiagnosed Cases","Upper Bound",753.518008352715,763.857216244202,880.934065296103,746.10792453561,3144.41721442863
2006.5,"Undiagnosed Cases","Upper Bound",751.397885493778,760.131719969745,880.675714147507,746.624593122182,3138.82991273321
2006.75,"Undiagnosed Cases","Upper Bound",756.1389381523,760.949328999749,876.564618880183,751.015677528173,3144.6685635604
2007,"Undiagnosed Cases","Upper Bound",758.518061583901,756.81178402832,865.813654384571,747.52889839933,3128.67239839612
2007.25,"Undiagnosed Cases","Upper Bound",751.866549174688,752.758041269773,859.266280487174,738.720069015725,3102.61093994736
2007.5,"Undiagnosed Cases","Upper Bound",742.557668581015,750.125121656726,854.046530554678,732.796876322878,3079.5261971153
2007.75,"Undiagnosed Cases","Upper Bound",743.165455853749,746.519395616581,848.990185401688,730.46907597823,3069.14411285025
2008,"Undiagnosed Cases","Upper Bound",749.4196881602,741.94778936214,848.478688506866,734.965583942421,3074.81174997163
2008.25,"Undiagnosed Cases","Upper Bound",750.242516034746,729.998134957233,845.189302331229,731.003454900016,3056.43340822322
2008.5,"Undiagnosed Cases","Upper Bound",754.507286482743,715.07151940273,838.407602641743,725.169070628907,3033.15547915612
2008.75,"Undiagnosed Cases","Upper Bound",759.286947041428,707.309511011586,833.760494177145,731.495524211685,3031.85247644184
2009,"Undiagnosed Cases","Upper Bound",765.716284480334,703.950550263152,828.77542995591,725.401617444826,3023.84388214422
2009.25,"Undiagnosed Cases","Upper Bound",771.610335475206,702.52268206565,818.425160658061,713.660491218893,3006.21866941781
2009.5,"Undiagnosed Cases","Upper Bound",772.854874299561,702.381760178439,809.987806078327,711.546576370097,2996.77101692643
2009.75,"Undiagnosed Cases","Upper Bound",775.250249443387,695.07397447422,807.817036190153,713.842119120491,2991.98337922825
2010,"Undiagnosed Cases","Upper Bound",768.669445771936,684.605496829019,799.461207514354,714.503148929872,2967.23929904518
2010.25,"Undiagnosed Cases","Upper Bound",755.492136998847,681.732032359125,792.080618316877,712.8204000414,2942.12518771625
2010.5,"Undiagnosed Cases","Upper Bound",744.543002699817,681.621329605794,786.888224864735,711.771837396669,2924.82439456701
2010.75,"Undiagnosed Cases","Upper Bound",736.21213815831,681.370260398328,779.088430835727,711.813161310507,2908.48399070287
2011,"Undiagnosed Cases","Upper Bound",731.716415755015,679.46372524923,774.034184684657,704.024466929365,2889.23879261827
2011.25,"Undiagnosed Cases","Upper Bound",727.250634865009,679.210571302984,772.771460215424,694.315590252616,2873.54825663603
2011.5,"Undiagnosed Cases","Upper Bound",722.458184727204,681.392415106472,773.919497278041,695.029470729817,2872.79956784153
2011.75,"Undiagnosed Cases","Upper Bound",719.092344333542,683.478485702886,767.058577796538,691.904954594977,2861.53436242794
2012,"Undiagnosed Cases","Upper Bound",712.396500971759,682.349023258541,755.150453692573,683.881338550557,2833.77731647343
2012.25,"Undiagnosed Cases","Upper Bound",703.022247473524,677.329105945947,745.755895133798,673.075605834299,2799.18285438757
2012.5,"Undiagnosed Cases","Upper Bound",693.51642996121,673.874740142626,740.811926515347,663.554472479586,2771.75756909877
2012.75,"Undiagnosed Cases","Upper Bound",688.830102039317,671.330561285691,735.062073743091,663.443457399104,2758.6661944672
2013,"Undiagnosed Cases","Upper Bound",681.557493357715,668.354000870658,730.248929033982,660.671646016233,2740.83206927859
2013.25,"Undiagnosed Cases","Upper Bound",672.453591631852,664.632418244728,727.083554199823,653.683344834306,2717.85290891071
2013.5,"Undiagnosed Cases","Upper Bound",669.550121025379,662.880822020264,723.634354298361,649.011652437659,2705.07694978166
2013.75,"Undiagnosed Cases","Upper Bound",668.02058987841,665.947631607472,720.328622183498,643.070622461063,2697.36746613044
2014,"Undiagnosed Cases","Upper Bound",671.288163797561,666.349920753433,717.046423823234,638.556512305476,2693.2410206797
2014.25,"Undiagnosed Cases","Upper Bound",666.648335488125,663.309127865166,714.482451716487,639.418734317141,2683.85864938692
2014.5,"Undiagnosed Cases","Upper Bound",644.467561725209,657.334689795549,710.635631033942,643.625960909332,2656.06384346403
2014.75,"Undiagnosed Cases","Upper Bound",633.240021045818,652.064040672446,707.899183851894,649.431905562754,2642.63515113291
2015,"Undiagnosed Cases","Upper Bound",634.247373103319,647.905397994934,707.872253141859,658.756702961956,2648.78172720207
2015.25,"Undiagnosed Cases","Upper Bound",632.847370256461,644.552783228523,709.997688753101,662.951782393463,2650.34962463155
2015.5,"Undiagnosed Cases","Upper Bound",627.287665530043,648.368109687955,706.842211728475,654.45880002357,2636.95678697004
2015.75,"Undiagnosed Cases","Upper Bound",622.540693634596,648.793576485083,698.434695831693,645.499818907655,2615.26878485903
