"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"MSM",2016,"Base Case","Undiagnosed Cases",230.9,236.8,244.8
"MSM",2016,"Base Case","True Prevalence",5427.9,5433.8,5441.8
"MSM",2016,"Base Case","Undiagnosed Fraction (%)",4.3,4.4,4.5
"MSM",2016,"Upper Bound","Undiagnosed Cases",467.3,475.8,486.8
"MSM",2016,"Upper Bound","True Prevalence",5664.3,5672.8,5683.8
"MSM",2016,"Upper Bound","Undiagnosed Fraction (%)",8.2,8.4,8.6
"MSM",2017,"PLWHA","PLWHA",NA,5291,NA
"MSM",2017,"Base Case","Undiagnosed Cases",225.7,229.4,232.1
"MSM",2017,"Base Case","True Prevalence",5516.7,5520.4,5523.1
"MSM",2017,"Base Case","Undiagnosed Fraction (%)",4.1,4.2,4.2
"MSM",2017,"Upper Bound","Undiagnosed Cases",452.5,460.7,467
"MSM",2017,"Upper Bound","True Prevalence",5743.5,5751.7,5758
"MSM",2017,"Upper Bound","Undiagnosed Fraction (%)",7.9,8,8.1
"Total-stratified",2011,"PLWHA","PLWHA",NA,6396,NA
"Total-stratified",2011,"Base Case","Undiagnosed Cases",564.2,567.1,571.1
"Total-stratified",2011,"Base Case","True Prevalence",6960.2,6963.1,6967.1
"Total-stratified",2011,"Base Case","Undiagnosed Fraction (%)",8.1,8.1,8.2
"Total-stratified",2011,"Upper Bound","Undiagnosed Cases",1105,1105,1106
"Total-stratified",2011,"Upper Bound","True Prevalence",7501,7501,7502
"Total-stratified",2011,"Upper Bound","Undiagnosed Fraction (%)",14.7,14.7,14.7
"Total-stratified",2012,"PLWHA","PLWHA",NA,6383,NA
"Total-stratified",2012,"Base Case","Undiagnosed Cases",548.9,557.4,568.8
"Total-stratified",2012,"Base Case","True Prevalence",6931.9,6940.4,6951.8
"Total-stratified",2012,"Base Case","Undiagnosed Fraction (%)",7.9,8,8.2
"Total-stratified",2012,"Upper Bound","Undiagnosed Cases",1070,1083,1100
"Total-stratified",2012,"Upper Bound","True Prevalence",7453,7466,7483
"Total-stratified",2012,"Upper Bound","Undiagnosed Fraction (%)",14.4,14.5,14.7
"Total-stratified",2013,"PLWHA","PLWHA",NA,6482,NA
"Total-stratified",2013,"Base Case","Undiagnosed Cases",535.1,539.4,547.3
"Total-stratified",2013,"Base Case","True Prevalence",7017.1,7021.4,7029.3
"Total-stratified",2013,"Base Case","Undiagnosed Fraction (%)",7.6,7.7,7.8
"Total-stratified",2013,"Upper Bound","Undiagnosed Cases",1049,1055,1065
"Total-stratified",2013,"Upper Bound","True Prevalence",7531,7537,7547
"Total-stratified",2013,"Upper Bound","Undiagnosed Fraction (%)",13.9,14,14.1
"Total-stratified",2014,"PLWHA","PLWHA",NA,6599,NA
"Total-stratified",2014,"Base Case","Undiagnosed Cases",515.8,530.1,539.8
"Total-stratified",2014,"Base Case","True Prevalence",7114.8,7129.1,7138.8
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",7.2,7.4,7.6
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",1015,1035,1052
"Total-stratified",2014,"Upper Bound","True Prevalence",7614,7634,7651
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",13.3,13.6,13.7
"Total-stratified",2015,"PLWHA","PLWHA",NA,6684,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",501.2,509.1,515.5
"Total-stratified",2015,"Base Case","True Prevalence",7185.2,7193.1,7199.5
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",7,7.1,7.2
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",986,1000,1012
"Total-stratified",2015,"Upper Bound","True Prevalence",7670,7684,7696
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",12.9,13,13.1
"Total-stratified",2016,"PLWHA","PLWHA",NA,6777,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",479.1,486.4,495.8
"Total-stratified",2016,"Base Case","True Prevalence",7256.1,7263.4,7272.8
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",6.6,6.7,6.8
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",952.3,962.6,975.7
"Total-stratified",2016,"Upper Bound","True Prevalence",7729.3,7739.6,7752.7
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",12.3,12.4,12.6
"Total-stratified",2017,"PLWHA","PLWHA",NA,6949,NA
"Total-stratified",2017,"Base Case","Undiagnosed Cases",473.8,478.4,482.2
"Total-stratified",2017,"Base Case","True Prevalence",7422.8,7427.4,7431.2
"Total-stratified",2017,"Base Case","Undiagnosed Fraction (%)",6.4,6.4,6.5
"Total-stratified",2017,"Upper Bound","Undiagnosed Cases",936.1,945.8,951.9
"Total-stratified",2017,"Upper Bound","True Prevalence",7885.1,7894.8,7900.9
"Total-stratified",2017,"Upper Bound","Undiagnosed Fraction (%)",11.9,12,12
