"time","group","var","non-MSM","MSM","value"
2016,"Diagnoses and Incidence","Base Case",12.9994165384813,30.6794368569992,43.6788533954805
2016.25,"Diagnoses and Incidence","Base Case",13.1309023738329,29.319547304184,42.450449678017
2016.5,"Diagnoses and Incidence","Base Case",13.1519421955815,28.4331144973037,41.5850566928851
2016.75,"Diagnoses and Incidence","Base Case",13.1478551961198,27.924335680803,41.0721908769228
2017,"Diagnoses and Incidence","Base Case",13.1690561831658,27.8927678138011,41.0618239969669
2017.25,"Diagnoses and Incidence","Base Case",13.2106213831078,28.3171688517536,41.5277902348614
2017.5,"Diagnoses and Incidence","Base Case",13.2349700122296,28.5466926888206,41.7816627010502
2017.75,"Diagnoses and Incidence","Base Case",13.1604097475797,28.7251785257766,41.8855882733562
2011,"Undiagnosed Cases","Base Case",254.519391777919,309.727502053966,564.246893831885
2011.25,"Undiagnosed Cases","Base Case",255.580761890752,310.025450059708,565.60621195046
2011.5,"Undiagnosed Cases","Base Case",257.884950015624,309.406305065997,567.291255081621
2011.75,"Undiagnosed Cases","Base Case",260.809092125679,310.285668839389,571.094760965068
2012,"Undiagnosed Cases","Base Case",260.807485895464,307.983964418954,568.791450314418
2012.25,"Undiagnosed Cases","Base Case",255.585543696201,304.644344170891,560.229887867093
2012.5,"Undiagnosed Cases","Base Case",253.055801950361,298.451143883114,551.506945833475
2012.75,"Undiagnosed Cases","Base Case",253.799244930942,295.135950380946,548.935195311888
2013,"Undiagnosed Cases","Base Case",254.528092327333,292.730015629345,547.258107956678
2013.25,"Undiagnosed Cases","Base Case",252.46702009064,287.816826620423,540.283846711063
2013.5,"Undiagnosed Cases","Base Case",249.482469601252,285.567597356883,535.050066958135
2013.75,"Undiagnosed Cases","Base Case",251.236587369013,283.928156178624,535.164743547637
2014,"Undiagnosed Cases","Base Case",252.189848220438,286.688062323187,538.877910543624
2014.25,"Undiagnosed Cases","Base Case",250.972737573493,288.854976988174,539.827714561667
2014.5,"Undiagnosed Cases","Base Case",250.458451289745,275.340102161147,525.798553450891
2014.75,"Undiagnosed Cases","Base Case",250.495618528279,265.276638249635,515.772256777913
2015,"Undiagnosed Cases","Base Case",248.519446487188,267.017003239492,515.536449726681
2015.25,"Undiagnosed Cases","Base Case",245.305382291726,266.09032380379,511.395706095517
2015.5,"Undiagnosed Cases","Base Case",247.377791503305,260.884045213847,508.261836717151
2015.75,"Undiagnosed Cases","Base Case",249.667159338427,251.570542428478,501.237701766905
2016,"Undiagnosed Cases","Base Case",251.013273367449,244.77857942907,495.791852796519
2016.25,"Undiagnosed Cases","Base Case",250.434302945622,237.321782494457,487.756085440079
2016.5,"Undiagnosed Cases","Base Case",248.652397979493,234.107286933244,482.759684912737
2016.75,"Undiagnosed Cases","Base Case",248.23380613017,230.866433075349,479.100239205518
2017,"Undiagnosed Cases","Base Case",248.349267818978,231.215527399772,479.564795218749
2017.25,"Undiagnosed Cases","Base Case",250.105410806493,232.136342224385,482.241753030878
2017.5,"Undiagnosed Cases","Base Case",249.60221737287,228.474405862978,478.076623235848
2017.75,"Undiagnosed Cases","Base Case",248.066387535267,225.724975371931,473.791362907197
2011,"Diagnoses and Incidence","Upper Bound",13.0447550314761,47.0491483338485,60.0939033653246
2011.25,"Diagnoses and Incidence","Upper Bound",13.1374028592394,46.6468455099646,59.784248369204
2011.5,"Diagnoses and Incidence","Upper Bound",13.2418238376076,46.1244188166635,59.3662426542711
2011.75,"Diagnoses and Incidence","Upper Bound",13.2195856312117,45.4817817165609,58.7013673477726
2012,"Diagnoses and Incidence","Upper Bound",13.0866736478273,44.621702152258,57.7083758000853
2012.25,"Diagnoses and Incidence","Upper Bound",12.9456721698231,43.5916041972103,56.5372763670334
2012.5,"Diagnoses and Incidence","Upper Bound",12.8054526299244,42.4328718475654,55.2383244774898
2012.75,"Diagnoses and Incidence","Upper Bound",12.6561547954328,41.2923762382539,53.9485310336867
2013,"Diagnoses and Incidence","Upper Bound",12.5671091926615,40.2112961745733,52.7784053672349
2013.25,"Diagnoses and Incidence","Upper Bound",12.4925730904189,39.1538759703898,51.6464490608087
2013.5,"Diagnoses and Incidence","Upper Bound",12.4337943069702,38.2043926381414,50.6381869451115
2013.75,"Diagnoses and Incidence","Upper Bound",12.3885168790994,37.3338967201014,49.7224135992008
2014,"Diagnoses and Incidence","Upper Bound",12.4394976769313,36.5655633859219,49.0050610628532
2014.25,"Diagnoses and Incidence","Upper Bound",12.4699739180806,35.7288334847552,48.1988074028359
2014.5,"Diagnoses and Incidence","Upper Bound",12.5141191655307,34.4812343713613,46.9953535368921
2014.75,"Diagnoses and Incidence","Upper Bound",12.5122732681065,33.1214164215835,45.63368968969
2015,"Diagnoses and Incidence","Upper Bound",12.5181274426241,32.020473635057,44.5386010776811
2015.25,"Diagnoses and Incidence","Upper Bound",12.5393572946758,30.9538700731237,43.4932273677995
2015.5,"Diagnoses and Incidence","Upper Bound",12.6379505096831,29.7907254169116,42.4286759265947
2015.75,"Diagnoses and Incidence","Upper Bound",12.7754759667386,28.5104295706783,41.2859055374169
2016,"Diagnoses and Incidence","Upper Bound",12.8491588692459,27.3501711044143,40.1993299736602
2016.25,"Diagnoses and Incidence","Upper Bound",12.8650514222007,26.3891576279477,39.2542090501485
2016.5,"Diagnoses and Incidence","Upper Bound",12.8813077897568,25.800044216207,38.6813520059637
2016.75,"Diagnoses and Incidence","Upper Bound",12.8848682704157,25.5377430222831,38.4226112926988
2017,"Diagnoses and Incidence","Upper Bound",12.896204789708,25.5950661331628,38.4912709228708
2017.25,"Diagnoses and Incidence","Upper Bound",12.8952647256786,25.8299127102766,38.7251774359552
2017.5,"Diagnoses and Incidence","Upper Bound",12.8977483186426,25.9674164721954,38.865164790838
2017.75,"Diagnoses and Incidence","Upper Bound",12.8763993250213,26.0487157384253,38.9251150634467
2011,"Undiagnosed Cases","Upper Bound",494.396696786805,610.635711806476,1105.03240859328
2011.25,"Undiagnosed Cases","Upper Bound",495.50369790071,609.402864272138,1104.90656217285
2011.5,"Undiagnosed Cases","Upper Bound",497.581524067073,608.135847954654,1105.71737202173
2011.75,"Undiagnosed Cases","Upper Bound",499.594272328289,606.5952057189,1106.18947804719
2012,"Undiagnosed Cases","Upper Bound",498.202632109396,601.733870919534,1099.93650302893
2012.25,"Undiagnosed Cases","Upper Bound",492.146764878795,594.446630425631,1086.59339530443
2012.5,"Undiagnosed Cases","Upper Bound",489.475940291352,585.224441903908,1074.70038219526
2012.75,"Undiagnosed Cases","Upper Bound",489.980028133223,580.02586247955,1070.00589061277
2013,"Undiagnosed Cases","Upper Bound",490.511109326742,574.546619636615,1065.05772896336
2013.25,"Undiagnosed Cases","Upper Bound",488.464737738731,567.855027601181,1056.31976533991
2013.5,"Undiagnosed Cases","Upper Bound",485.865353019907,563.955662032493,1049.8210150524
2013.75,"Undiagnosed Cases","Upper Bound",488.015736008659,560.526523164065,1048.54225917272
2014,"Undiagnosed Cases","Upper Bound",489.00662717041,562.592073400969,1051.59870057138
2014.25,"Undiagnosed Cases","Upper Bound",487.942868150367,558.256674558524,1046.19954270889
2014.5,"Undiagnosed Cases","Upper Bound",487.572450353811,538.511616824439,1026.08406717825
2014.75,"Undiagnosed Cases","Upper Bound",487.565790047748,527.418018310912,1014.98380835866
2015,"Undiagnosed Cases","Upper Bound",485.545741368144,526.718429566837,1012.26417093498
2015.25,"Undiagnosed Cases","Upper Bound",482.891368948646,522.269819266971,1005.16118821562
2015.5,"Undiagnosed Cases","Upper Bound",485.431189265292,511.258414554293,996.689603819585
2015.75,"Undiagnosed Cases","Upper Bound",487.870073747521,498.084264385676,985.954338133197
2016,"Undiagnosed Cases","Upper Bound",488.868010229068,486.84445374671,975.712463975778
2016.25,"Undiagnosed Cases","Upper Bound",487.732340342161,477.270694257151,965.003034599312
2016.5,"Undiagnosed Cases","Upper Bound",485.646540843807,471.884300779174,957.530841622982
2016.75,"Undiagnosed Cases","Upper Bound",485.011538924007,467.289472323686,952.301011247694
2017,"Undiagnosed Cases","Upper Bound",484.93954900455,466.975726134747,951.915275139298
2017.25,"Undiagnosed Cases","Upper Bound",486.326084807288,464.808447221454,951.134532028742
2017.5,"Undiagnosed Cases","Upper Bound",485.285373705661,458.567713844704,943.853087550366
2017.75,"Undiagnosed Cases","Upper Bound",483.606815213221,452.539951545175,936.146766758395
