"time","group","var","non-MSM","MSM","value"
2015.5,"Undiagnosed Cases","Base Case",248.780857623214,261.941884964857,510.722742588071
2015.75,"Undiagnosed Cases","Base Case",248.406134385743,253.287464026635,501.693598412378
2016,"Undiagnosed Cases","Base Case",246.904854565096,247.301134848366,494.205989413463
2016.25,"Undiagnosed Cases","Base Case",244.555125406228,239.733813439623,484.28893884585
2016.5,"Undiagnosed Cases","Base Case",241.061779529156,234.91190083958,475.973680368736
2016.75,"Undiagnosed Cases","Base Case",238.448754786442,230.674509641151,469.123264427593
2017,"Undiagnosed Cases","Base Case",236.914782901916,229.579303854697,466.494086756613
2017.25,"Undiagnosed Cases","Base Case",236.991722009436,228.976476517096,465.968198526533
2017.5,"Undiagnosed Cases","Base Case",235.923659307061,224.427865714777,460.351525021838
2017.75,"Undiagnosed Cases","Base Case",233.131048689032,221.505598737597,454.636647426629
2012,"Diagnoses and Incidence","Upper Bound",9.79570338857246,44.4115737449361,54.2072771335086
2012.25,"Diagnoses and Incidence","Upper Bound",9.4934519527776,43.5120803854697,53.0055323382473
2012.5,"Diagnoses and Incidence","Upper Bound",9.21690312882066,42.468550407466,51.6854535362866
2012.75,"Diagnoses and Incidence","Upper Bound",8.96291978948456,41.4361966511899,50.3991164406745
2013,"Diagnoses and Incidence","Upper Bound",8.80337080952402,40.4050988528437,49.2084696623677
2013.25,"Diagnoses and Incidence","Upper Bound",8.68171196633151,39.4172016288593,48.0989135951908
2013.5,"Diagnoses and Incidence","Upper Bound",8.56665157806585,38.5727049757141,47.13935655378
2013.75,"Diagnoses and Incidence","Upper Bound",8.49714028726864,37.7973811021763,46.294521389445
2014,"Diagnoses and Incidence","Upper Bound",8.53340157385983,37.1096560510772,45.643057624937
2014.25,"Diagnoses and Incidence","Upper Bound",8.5847630456999,36.2331650628475,44.8179281085474
2014.5,"Diagnoses and Incidence","Upper Bound",8.61618207737613,34.8919526566697,43.5081347340458
2014.75,"Diagnoses and Incidence","Upper Bound",8.64047224072897,33.465443541014,42.105915781743
2015,"Diagnoses and Incidence","Upper Bound",8.6533283061997,32.2477446740823,40.901072980282
2015.25,"Diagnoses and Incidence","Upper Bound",8.63462888302842,31.032858738927,39.6674876219554
2015.5,"Diagnoses and Incidence","Upper Bound",8.68566510523094,29.6749400279112,38.3606051331421
2015.75,"Diagnoses and Incidence","Upper Bound",8.78011715504316,28.2274474078474,37.0075645628905
2016,"Diagnoses and Incidence","Upper Bound",8.85109516727387,26.8619270030602,35.7130221703341
2016.25,"Diagnoses and Incidence","Upper Bound",8.8725441435704,25.6626221980775,34.5351663416479
2016.5,"Diagnoses and Incidence","Upper Bound",8.88154424419671,24.7661638333093,33.647708077506
2016.75,"Diagnoses and Incidence","Upper Bound",8.89647202668707,24.1867899034347,33.0832619301218
2017,"Diagnoses and Incidence","Upper Bound",8.91157143341352,23.9555092651541,32.8670806985676
2017.25,"Diagnoses and Incidence","Upper Bound",8.93875086453339,23.9061470501753,32.8448979147087
2017.5,"Diagnoses and Incidence","Upper Bound",8.97040044626089,23.8498147926,32.8202152388609
2017.75,"Diagnoses and Incidence","Upper Bound",8.96937731537528,23.8350065962567,32.804383911632
2012,"Undiagnosed Cases","Upper Bound",525.897120931372,592.14382603838,1118.04094696975
2012.25,"Undiagnosed Cases","Upper Bound",515.841685774564,584.909000796878,1100.75068657144
2012.5,"Undiagnosed Cases","Upper Bound",509.016929534821,576.782276440568,1085.79920597539
2012.75,"Undiagnosed Cases","Upper Bound",505.310528751519,572.707729502314,1078.01825825383
2013,"Undiagnosed Cases","Upper Bound",501.04716761579,566.763404890454,1067.81057250624
2013.25,"Undiagnosed Cases","Upper Bound",495.217421292191,560.549820704419,1055.76724199661
2013.5,"Undiagnosed Cases","Upper Bound",489.206047215614,558.088603746695,1047.29465096231
2013.75,"Undiagnosed Cases","Upper Bound",487.523464047645,556.223512374236,1043.74697642188
2014,"Undiagnosed Cases","Upper Bound",485.031139408014,559.733900488483,1044.7650398965
2014.25,"Undiagnosed Cases","Upper Bound",480.650200490338,555.834452865019,1036.48465335536
2014.5,"Undiagnosed Cases","Upper Bound",476.778735504463,536.321399465428,1013.10013496989
2014.75,"Undiagnosed Cases","Upper Bound",473.439046065425,525.889049196695,999.32809526212
2015,"Undiagnosed Cases","Upper Bound",467.647074649555,525.118445900182,992.765520549737
2015.25,"Undiagnosed Cases","Upper Bound",461.161360360755,520.53884861636,981.700208977115
2015.5,"Undiagnosed Cases","Upper Bound",459.771694481019,509.745224324939,969.516918805958
2015.75,"Undiagnosed Cases","Upper Bound",458.093127168583,497.509732769061,955.602859937644
2016,"Undiagnosed Cases","Upper Bound",455.031992872252,486.978535528406,942.010528400657
2016.25,"Undiagnosed Cases","Upper Bound",450.926705227124,476.586657146262,927.513362373387
2016.5,"Undiagnosed Cases","Upper Bound",445.797783669537,469.282107401828,915.079891071365
2016.75,"Undiagnosed Cases","Upper Bound",441.694012575194,463.284938064997,904.978950640191
2017,"Undiagnosed Cases","Upper Bound",438.584106414788,461.368759602445,899.952866017233
2017.25,"Undiagnosed Cases","Upper Bound",437.014904381177,457.808144981778,894.823049362955
2017.5,"Undiagnosed Cases","Upper Bound",434.043952990958,450.95982701546,885.003780006418
2017.75,"Undiagnosed Cases","Upper Bound",429.511508749961,445.724212834692,875.235721584653
