"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"Total-stratified",2014,"Base Case","Undiagnosed Cases",526.1,543.7,555.9
"Total-stratified",2014,"Base Case","True Prevalence",7125.1,7142.7,7154.9
"Total-stratified",2014,"Base Case","Undiagnosed Fraction (%)",7.4,7.6,7.8
"Total-stratified",2014,"Upper Bound","Undiagnosed Cases",999.3,1023,1045
"Total-stratified",2014,"Upper Bound","True Prevalence",7598.3,7622,7644
"Total-stratified",2014,"Upper Bound","Undiagnosed Fraction (%)",13.2,13.4,13.7
"Total-stratified",2015,"PLWHA","PLWHA",NA,6684,NA
"Total-stratified",2015,"Base Case","Undiagnosed Cases",501.7,513,523.2
"Total-stratified",2015,"Base Case","True Prevalence",7185.7,7197,7207.2
"Total-stratified",2015,"Base Case","Undiagnosed Fraction (%)",7,7.1,7.3
"Total-stratified",2015,"Upper Bound","Undiagnosed Cases",955.6,974.9,992.8
"Total-stratified",2015,"Upper Bound","True Prevalence",7639.6,7658.9,7676.8
"Total-stratified",2015,"Upper Bound","Undiagnosed Fraction (%)",12.5,12.7,12.9
"Total-stratified",2016,"PLWHA","PLWHA",NA,6777,NA
"Total-stratified",2016,"Base Case","Undiagnosed Cases",469.1,480.9,494.2
"Total-stratified",2016,"Base Case","True Prevalence",7246.1,7257.9,7271.2
"Total-stratified",2016,"Base Case","Undiagnosed Fraction (%)",6.5,6.6,6.8
"Total-stratified",2016,"Upper Bound","Undiagnosed Cases",905,922.4,942
"Total-stratified",2016,"Upper Bound","True Prevalence",7682,7699.4,7719
"Total-stratified",2016,"Upper Bound","Undiagnosed Fraction (%)",11.8,12,12.2
"Total-stratified",2017,"PLWHA","PLWHA",NA,6949,NA
"Total-stratified",2017,"Base Case","Undiagnosed Cases",454.6,461.9,466.5
"Total-stratified",2017,"Base Case","True Prevalence",7403.6,7410.9,7415.5
"Total-stratified",2017,"Base Case","Undiagnosed Fraction (%)",6.1,6.2,6.3
"Total-stratified",2017,"Upper Bound","Undiagnosed Cases",875.2,888.8,900
"Total-stratified",2017,"Upper Bound","True Prevalence",7824.2,7837.8,7849
"Total-stratified",2017,"Upper Bound","Undiagnosed Fraction (%)",11.2,11.3,11.5
